#,Date-Time (EDT),Ch:1 - Temperature   (°C),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH),Button Down,Button Up,Host Connected,End of File
40,05/08/2023 15:45:00,15.63,-86.39,8.04,,,,
41,05/08/2023 16:00:00,15.70,-84.49,8.00,,,,
42,05/08/2023 16:15:00,15.82,-82.10,7.96,,,,
43,05/08/2023 16:30:00,16.13,-84.24,8.00,,,,
44,05/08/2023 16:45:00,16.32,-86.89,8.04,,,,
45,05/08/2023 17:00:00,16.44,-88.88,8.08,,,,
46,05/08/2023 17:15:00,16.15,-86.00,8.03,,,,
47,05/08/2023 17:30:00,16.03,-85.83,8.03,,,,
48,05/08/2023 17:45:00,16.03,-87.46,8.05,,,,
49,05/08/2023 18:00:00,16.22,-86.27,8.03,,,,
50,05/08/2023 18:15:00,16.25,-86.55,8.04,,,,
51,05/08/2023 18:30:00,16.22,-87.27,8.05,,,,
52,05/08/2023 18:45:00,16.30,-86.86,8.04,,,,
53,05/08/2023 19:00:00,16.30,-87.11,8.05,,,,
54,05/08/2023 19:15:00,16.30,-86.10,8.03,,,,
55,05/08/2023 19:30:00,16.30,-85.17,8.01,,,,
56,05/08/2023 19:45:00,16.30,-83.60,7.99,,,,
57,05/08/2023 20:00:00,16.27,-82.17,7.96,,,,
58,05/08/2023 20:15:00,16.34,-80.77,7.93,,,,
59,05/08/2023 20:30:00,16.32,-78.22,7.89,,,,
60,05/08/2023 20:45:00,16.58,-85.22,8.01,,,,
61,05/08/2023 21:00:00,16.58,-87.53,8.05,,,,
62,05/08/2023 21:15:00,15.91,-86.35,8.04,,,,
63,05/08/2023 21:30:00,15.03,-85.58,8.03,,,,
64,05/08/2023 21:45:00,14.91,-85.53,8.02,,,,
65,05/08/2023 22:00:00,14.82,-85.33,8.02,,,,
66,05/08/2023 22:15:00,14.74,-85.33,8.02,,,,
67,05/08/2023 22:30:00,14.72,-85.30,8.02,,,,
68,05/08/2023 22:45:00,14.67,-85.28,8.02,,,,
69,05/08/2023 23:00:00,14.60,-84.96,8.02,,,,
70,05/08/2023 23:15:00,14.53,-84.78,8.01,,,,
71,05/08/2023 23:30:00,14.51,-84.66,8.01,,,,
72,05/08/2023 23:45:00,14.48,-84.63,8.01,,,,
73,05/09/2023 00:00:00,14.46,-84.58,8.01,,,,
74,05/09/2023 00:15:00,14.43,-84.55,8.01,,,,
75,05/09/2023 00:30:00,14.43,-84.47,8.01,,,,
76,05/09/2023 00:45:00,14.39,-84.39,8.01,,,,
77,05/09/2023 01:00:00,14.39,-84.35,8.01,,,,
78,05/09/2023 01:15:00,14.36,-84.27,8.00,,,,
79,05/09/2023 01:30:00,14.31,-84.16,8.00,,,,
80,05/09/2023 01:45:00,14.31,-84.10,8.00,,,,
81,05/09/2023 02:00:00,14.27,-84.00,8.00,,,,
82,05/09/2023 02:15:00,14.27,-83.92,8.00,,,,
83,05/09/2023 02:30:00,14.27,-83.94,8.00,,,,
84,05/09/2023 02:45:00,14.24,-83.82,8.00,,,,
85,05/09/2023 03:00:00,14.29,-83.69,7.99,,,,
86,05/09/2023 03:15:00,14.29,-83.60,7.99,,,,
87,05/09/2023 03:30:00,14.29,-82.53,7.97,,,,
88,05/09/2023 03:45:00,14.31,-79.36,7.92,,,,
89,05/09/2023 04:00:00,14.27,-79.72,7.92,,,,
90,05/09/2023 04:15:00,14.24,-81.89,7.96,,,,
91,05/09/2023 04:30:00,14.24,-82.05,7.96,,,,
92,05/09/2023 04:45:00,14.17,-81.55,7.96,,,,
93,05/09/2023 05:00:00,14.12,-80.77,7.94,,,,
94,05/09/2023 05:15:00,14.15,-80.96,7.94,,,,
95,05/09/2023 05:30:00,14.24,-80.92,7.94,,,,
96,05/09/2023 05:45:00,14.27,-80.75,7.94,,,,
97,05/09/2023 06:00:00,14.27,-80.53,7.94,,,,
98,05/09/2023 06:15:00,14.31,-80.56,7.94,,,,
99,05/09/2023 06:30:00,14.39,-81.10,7.95,,,,
100,05/09/2023 06:45:00,14.48,-81.38,7.95,,,,
101,05/09/2023 07:00:00,14.58,-81.24,7.95,,,,
102,05/09/2023 07:15:00,14.67,-81.19,7.95,,,,
103,05/09/2023 07:30:00,14.77,-81.22,7.95,,,,
104,05/09/2023 07:45:00,14.96,-81.80,7.96,,,,
105,05/09/2023 08:00:00,15.06,-80.74,7.94,,,,
106,05/09/2023 08:15:00,15.17,-81.08,7.94,,,,
107,05/09/2023 08:30:00,15.32,-80.80,7.94,,,,
108,05/09/2023 08:45:00,15.53,-80.78,7.94,,,,
109,05/09/2023 09:00:00,15.68,-80.85,7.94,,,,
110,05/09/2023 09:15:00,15.91,-81.46,7.95,,,,
111,05/09/2023 09:30:00,16.08,-81.63,7.95,,,,
112,05/09/2023 09:45:00,16.27,-82.38,7.96,,,,
113,05/09/2023 10:00:00,16.13,-82.53,7.97,,,,
114,05/09/2023 10:15:00,15.63,-82.99,7.98,,,,
115,05/09/2023 10:30:00,15.37,-84.72,8.01,,,,
116,05/09/2023 10:45:00,15.32,-85.47,8.02,,,,
117,05/09/2023 11:00:00,15.32,-85.88,8.03,,,,
118,05/09/2023 11:15:00,15.37,-86.14,8.03,,,,
119,05/09/2023 11:30:00,15.25,-86.21,8.04,,,,
120,05/09/2023 11:45:00,15.22,-86.36,8.04,,,,
121,05/09/2023 12:00:00,15.22,-86.22,8.04,,,,
122,05/09/2023 12:15:00,15.25,-86.07,8.03,,,,
123,05/09/2023 12:30:00,15.20,-86.07,8.03,,,,
124,05/09/2023 12:45:00,15.20,-86.05,8.03,,,,
125,05/09/2023 13:00:00,15.17,-86.13,8.03,,,,
126,05/09/2023 13:15:00,15.25,-86.07,8.03,,,,
127,05/09/2023 13:30:00,15.32,-87.17,8.05,,,,
128,05/09/2023 13:45:00,15.39,-89.58,8.10,,,,
129,05/09/2023 14:00:00,15.44,-95.52,8.20,,,,
130,05/09/2023 14:15:00,15.63,-98.92,8.26,,,,
131,05/09/2023 14:30:00,15.75,-93.91,8.17,,,,
132,05/09/2023 14:45:00,15.53,-88.49,8.08,,,,
133,05/09/2023 15:00:00,15.75,-90.38,8.11,,,,
134,05/09/2023 15:15:00,15.70,-90.72,8.11,,,,
135,05/09/2023 15:30:00,15.60,-89.30,8.09,,,,
136,05/09/2023 15:45:00,15.56,-89.17,8.09,,,,
137,05/09/2023 16:00:00,15.60,-89.91,8.10,,,,
138,05/09/2023 16:15:00,15.63,-90.13,8.10,,,,
139,05/09/2023 16:30:00,15.72,-92.07,8.14,,,,
140,05/09/2023 16:45:00,15.75,-90.96,8.12,,,,
141,05/09/2023 17:00:00,15.68,-92.72,8.15,,,,
142,05/09/2023 17:15:00,15.68,-89.80,8.10,,,,
143,05/09/2023 17:30:00,15.60,-88.72,8.08,,,,
144,05/09/2023 17:45:00,15.75,-89.11,8.09,,,,
145,05/09/2023 18:00:00,15.87,-89.11,8.09,,,,
146,05/09/2023 18:15:00,15.80,-88.50,8.07,,,,
147,05/09/2023 18:30:00,15.77,-88.41,8.07,,,,
148,05/09/2023 18:45:00,15.80,-88.32,8.07,,,,
149,05/09/2023 19:00:00,15.84,-87.88,8.06,,,,
150,05/09/2023 19:15:00,15.91,-87.77,8.06,,,,
151,05/09/2023 19:30:00,16.03,-88.13,8.07,,,,
152,05/09/2023 19:45:00,16.08,-88.24,8.07,,,,
153,05/09/2023 20:00:00,16.06,-87.82,8.06,,,,
154,05/09/2023 20:15:00,16.01,-87.85,8.06,,,,
155,05/09/2023 20:30:00,15.96,-87.13,8.05,,,,
156,05/09/2023 20:45:00,15.94,-86.13,8.03,,,,
157,05/09/2023 21:00:00,15.89,-85.92,8.03,,,,
158,05/09/2023 21:15:00,15.87,-86.16,8.03,,,,
159,05/09/2023 21:30:00,15.82,-85.07,8.01,,,,
160,05/09/2023 21:45:00,15.68,-87.38,8.05,,,,
161,05/09/2023 22:00:00,15.68,-87.30,8.05,,,,
162,05/09/2023 22:15:00,15.03,-86.74,8.05,,,,
163,05/09/2023 22:30:00,14.79,-87.25,8.06,,,,
164,05/09/2023 22:45:00,14.67,-87.67,8.06,,,,
165,05/09/2023 23:00:00,14.58,-87.38,8.06,,,,
166,05/09/2023 23:15:00,14.53,-86.72,8.05,,,,
167,05/09/2023 23:30:00,14.48,-86.55,8.04,,,,
168,05/09/2023 23:45:00,14.41,-86.14,8.04,,,,
169,05/10/2023 00:00:00,14.39,-86.02,8.04,,,,
170,05/10/2023 00:15:00,14.34,-85.83,8.03,,,,
171,05/10/2023 00:30:00,14.34,-85.88,8.03,,,,
172,05/10/2023 00:45:00,14.34,-85.89,8.03,,,,
173,05/10/2023 01:00:00,14.34,-85.63,8.03,,,,
174,05/10/2023 01:15:00,14.29,-85.24,8.02,,,,
175,05/10/2023 01:30:00,14.24,-84.96,8.02,,,,
176,05/10/2023 01:45:00,14.17,-84.24,8.00,,,,
177,05/10/2023 02:00:00,14.15,-83.64,7.99,,,,
178,05/10/2023 02:15:00,14.12,-82.02,7.96,,,,
179,05/10/2023 02:30:00,14.07,-80.85,7.94,,,,
180,05/10/2023 02:45:00,14.07,-80.72,7.94,,,,
181,05/10/2023 03:00:00,14.05,-79.88,7.93,,,,
182,05/10/2023 03:15:00,14.05,-80.99,7.95,,,,
183,05/10/2023 03:30:00,14.03,-82.94,7.98,,,,
184,05/10/2023 03:45:00,14.03,-83.13,7.98,,,,
185,05/10/2023 04:00:00,14.00,-82.71,7.98,,,,
186,05/10/2023 04:15:00,14.00,-80.60,7.94,,,,
187,05/10/2023 04:30:00,14.00,-76.96,7.87,,,,
188,05/10/2023 04:45:00,13.98,-77.06,7.88,,,,
189,05/10/2023 05:00:00,13.93,-79.81,7.93,,,,
190,05/10/2023 05:15:00,13.88,-78.71,7.91,,,,
191,05/10/2023 05:30:00,13.83,-78.77,7.91,,,,
192,05/10/2023 05:45:00,13.83,-76.85,7.87,,,,
193,05/10/2023 06:00:00,13.83,-76.64,7.87,,,,
194,05/10/2023 06:15:00,13.83,-77.96,7.89,,,,
195,05/10/2023 06:30:00,13.86,-79.96,7.93,,,,
196,05/10/2023 06:45:00,13.93,-80.22,7.93,,,,
197,05/10/2023 07:00:00,13.98,-80.44,7.94,,,,
198,05/10/2023 07:15:00,14.07,-81.22,7.95,,,,
199,05/10/2023 07:30:00,14.19,-81.44,7.95,,,,
200,05/10/2023 07:45:00,14.29,-81.75,7.96,,,,
201,05/10/2023 08:00:00,14.39,-81.81,7.96,,,,
202,05/10/2023 08:15:00,14.55,-82.22,7.97,,,,
203,05/10/2023 08:30:00,14.72,-82.50,7.97,,,,
204,05/10/2023 08:45:00,14.86,-82.53,7.97,,,,
205,05/10/2023 09:00:00,15.06,-82.36,7.97,,,,
206,05/10/2023 09:15:00,15.22,-82.38,7.97,,,,
207,05/10/2023 09:30:00,15.46,-82.33,7.97,,,,
208,05/10/2023 09:45:00,15.68,-84.78,8.01,,,,
209,05/10/2023 10:00:00,15.94,-89.46,8.09,,,,
210,05/10/2023 10:15:00,16.20,-87.74,8.06,,,,
211,05/10/2023 10:30:00,16.49,-85.96,8.03,,,,
212,05/10/2023 10:45:00,16.42,-83.64,7.99,,,,
213,05/10/2023 11:00:00,16.75,-84.50,8.00,,,,
214,05/10/2023 11:15:00,16.08,-84.36,8.00,,,,
215,05/10/2023 11:30:00,15.49,-85.42,8.02,,,,
216,05/10/2023 11:45:00,15.37,-85.89,8.03,,,,
217,05/10/2023 12:00:00,15.25,-86.08,8.03,,,,
218,05/10/2023 12:15:00,15.17,-86.63,8.04,,,,
219,05/10/2023 12:30:00,15.15,-87.11,8.05,,,,
220,05/10/2023 12:45:00,15.13,-86.52,8.04,,,,
221,05/10/2023 13:00:00,15.13,-86.42,8.04,,,,
222,05/10/2023 13:15:00,15.17,-86.42,8.04,,,,
223,05/10/2023 13:30:00,15.15,-86.36,8.04,,,,
224,05/10/2023 13:45:00,15.13,-86.55,8.04,,,,
225,05/10/2023 14:00:00,15.25,-86.72,8.04,,,,
226,05/10/2023 14:15:00,15.34,-86.64,8.04,,,,
227,05/10/2023 14:30:00,15.27,-86.52,8.04,,,,
228,05/10/2023 14:45:00,15.25,-86.47,8.04,,,,
229,05/10/2023 15:00:00,15.29,-87.22,8.05,,,,
230,05/10/2023 15:15:00,15.32,-87.96,8.07,,,,
231,05/10/2023 15:30:00,15.39,-88.19,8.07,,,,
232,05/10/2023 15:45:00,15.37,-87.52,8.06,,,,
233,05/10/2023 16:00:00,15.39,-87.55,8.06,,,,
234,05/10/2023 16:15:00,15.41,-87.66,8.06,,,,
235,05/10/2023 16:30:00,15.37,-87.41,8.06,,,,
236,05/10/2023 16:45:00,15.32,-87.33,8.06,,,,
237,05/10/2023 17:00:00,15.29,-87.47,8.06,,,,
238,05/10/2023 17:15:00,15.29,-87.39,8.06,,,,
239,05/10/2023 17:30:00,15.25,-85.91,8.03,,,,
240,05/10/2023 17:45:00,15.29,-83.30,7.98,,,,
241,05/10/2023 18:00:00,15.75,-79.72,7.92,,,,
242,05/10/2023 18:15:00,15.99,-77.53,7.88,,,,
243,05/10/2023 18:30:00,16.01,-76.11,7.85,,,,
244,05/10/2023 18:45:00,15.84,-75.46,7.84,,,,
245,05/10/2023 19:00:00,15.44,-77.96,7.89,,,,
246,05/10/2023 19:15:00,15.13,-82.19,7.96,,,,
247,05/10/2023 19:30:00,15.13,-80.47,7.93,,,,
248,05/10/2023 19:45:00,15.22,-80.33,7.93,,,,
249,05/10/2023 20:00:00,15.32,-82.58,7.97,,,,
250,05/10/2023 20:15:00,15.41,-83.61,7.99,,,,
251,05/10/2023 20:30:00,15.49,-84.17,8.00,,,,
252,05/10/2023 20:45:00,15.56,-84.39,8.00,,,,
253,05/10/2023 21:00:00,15.60,-84.78,8.01,,,,
254,05/10/2023 21:15:00,15.68,-84.42,8.00,,,,
255,05/10/2023 21:30:00,15.77,-84.72,8.01,,,,
256,05/10/2023 21:45:00,15.77,-84.78,8.01,,,,
257,05/10/2023 22:00:00,15.80,-84.03,7.99,,,,
258,05/10/2023 22:15:00,15.82,-82.63,7.97,,,,
259,05/10/2023 22:30:00,15.75,-86.24,8.03,,,,
260,05/10/2023 22:45:00,15.77,-87.74,8.06,,,,
261,05/10/2023 23:00:00,15.65,-86.91,8.05,,,,
262,05/10/2023 23:15:00,15.06,-88.08,8.07,,,,
263,05/10/2023 23:30:00,14.96,-88.53,8.08,,,,
264,05/10/2023 23:45:00,14.79,-87.67,8.06,,,,
265,05/11/2023 00:00:00,14.55,-86.46,8.04,,,,
266,05/11/2023 00:15:00,14.39,-85.82,8.03,,,,
267,05/11/2023 00:30:00,14.39,-85.80,8.03,,,,
268,05/11/2023 00:45:00,14.46,-85.75,8.03,,,,
269,05/11/2023 01:00:00,14.51,-85.85,8.03,,,,
270,05/11/2023 01:15:00,14.43,-85.78,8.03,,,,
271,05/11/2023 01:30:00,14.41,-85.88,8.03,,,,
272,05/11/2023 01:45:00,14.46,-85.99,8.03,,,,
273,05/11/2023 02:00:00,14.51,-86.05,8.04,,,,
274,05/11/2023 02:15:00,14.51,-85.85,8.03,,,,
275,05/11/2023 02:30:00,14.46,-85.21,8.02,,,,
276,05/11/2023 02:45:00,14.41,-84.75,8.01,,,,
277,05/11/2023 03:00:00,14.36,-84.19,8.00,,,,
278,05/11/2023 03:15:00,14.31,-84.33,8.01,,,,
279,05/11/2023 03:30:00,14.27,-84.22,8.00,,,,
280,05/11/2023 03:45:00,14.24,-84.44,8.01,,,,
281,05/11/2023 04:00:00,14.19,-84.74,8.01,,,,
282,05/11/2023 04:15:00,14.19,-84.77,8.01,,,,
283,05/11/2023 04:30:00,14.17,-84.53,8.01,,,,
284,05/11/2023 04:45:00,14.17,-84.35,8.01,,,,
285,05/11/2023 05:00:00,14.17,-84.10,8.00,,,,
286,05/11/2023 05:15:00,14.17,-83.25,7.99,,,,
287,05/11/2023 05:30:00,14.19,-81.00,7.95,,,,
288,05/11/2023 05:45:00,14.19,-77.91,7.89,,,,
289,05/11/2023 06:00:00,14.19,-79.61,7.92,,,,
290,05/11/2023 06:15:00,14.19,-78.47,7.90,,,,
291,05/11/2023 06:30:00,14.17,-77.74,7.89,,,,
292,05/11/2023 06:45:00,14.12,-78.24,7.90,,,,
293,05/11/2023 07:00:00,14.10,-78.53,7.90,,,,
294,05/11/2023 07:15:00,14.12,-79.19,7.91,,,,
295,05/11/2023 07:30:00,14.15,-79.66,7.92,,,,
296,05/11/2023 07:45:00,14.19,-79.81,7.92,,,,
297,05/11/2023 08:00:00,14.31,-80.46,7.94,,,,
298,05/11/2023 08:15:00,14.41,-80.96,7.94,,,,
299,05/11/2023 08:30:00,14.46,-81.94,7.96,,,,
300,05/11/2023 08:45:00,14.53,-83.33,7.99,,,,
301,05/11/2023 09:00:00,14.62,-85.77,8.03,,,,
302,05/11/2023 09:15:00,14.77,-85.67,8.03,,,,
303,05/11/2023 09:30:00,14.94,-85.49,8.02,,,,
304,05/11/2023 09:45:00,15.10,-85.11,8.02,,,,
305,05/11/2023 10:00:00,15.25,-84.97,8.01,,,,
306,05/11/2023 10:15:00,15.44,-84.25,8.00,,,,
307,05/11/2023 10:30:00,15.68,-84.14,8.00,,,,
308,05/11/2023 10:45:00,15.89,-84.11,8.00,,,,
309,05/11/2023 11:00:00,16.11,-84.99,8.01,,,,
310,05/11/2023 11:15:00,16.32,-88.64,8.08,,,,
311,05/11/2023 11:30:00,16.68,-85.80,8.02,,,,
312,05/11/2023 11:45:00,17.06,-84.13,7.99,,,,
313,05/11/2023 12:00:00,16.80,-83.82,7.99,,,,
314,05/11/2023 12:15:00,15.96,-84.86,8.01,,,,
315,05/11/2023 12:30:00,15.75,-85.28,8.02,,,,
316,05/11/2023 12:45:00,15.70,-85.30,8.02,,,,
317,05/11/2023 13:00:00,15.58,-85.44,8.02,,,,
318,05/11/2023 13:15:00,15.56,-85.24,8.02,,,,
319,05/11/2023 13:30:00,15.58,-85.39,8.02,,,,
320,05/11/2023 13:45:00,15.51,-85.05,8.01,,,,
321,05/11/2023 14:00:00,15.53,-84.83,8.01,,,,
322,05/11/2023 14:15:00,15.51,-84.63,8.01,,,,
323,05/11/2023 14:30:00,15.58,-84.71,8.01,,,,
324,05/11/2023 14:45:00,15.58,-84.77,8.01,,,,
325,05/11/2023 15:00:00,15.60,-84.77,8.01,,,,
326,05/11/2023 15:15:00,15.68,-84.97,8.01,,,,
327,05/11/2023 15:30:00,15.65,-85.05,8.01,,,,
328,05/11/2023 15:45:00,15.68,-84.96,8.01,,,,
329,05/11/2023 16:00:00,15.72,-85.02,8.01,,,,
330,05/11/2023 16:15:00,15.72,-85.13,8.01,,,,
331,05/11/2023 16:30:00,15.68,-85.35,8.02,,,,
332,05/11/2023 16:45:00,15.56,-85.55,8.02,,,,
333,05/11/2023 17:00:00,15.44,-85.69,8.03,,,,
334,05/11/2023 17:15:00,15.37,-85.80,8.03,,,,
335,05/11/2023 17:30:00,15.29,-85.92,8.03,,,,
336,05/11/2023 17:45:00,15.27,-86.00,8.03,,,,
337,05/11/2023 18:00:00,15.25,-85.97,8.03,,,,
338,05/11/2023 18:15:00,15.25,-85.96,8.03,,,,
339,05/11/2023 18:30:00,15.27,-85.39,8.02,,,,
340,05/11/2023 18:45:00,15.22,-84.57,8.01,,,,
341,05/11/2023 19:00:00,15.27,-81.22,7.95,,,,
342,05/11/2023 19:15:00,15.53,-78.46,7.90,,,,
343,05/11/2023 19:30:00,15.29,-78.47,7.90,,,,
344,05/11/2023 19:45:00,15.27,-77.92,7.89,,,,
345,05/11/2023 20:00:00,15.25,-77.66,7.88,,,,
346,05/11/2023 20:15:00,15.29,-77.42,7.88,,,,
347,05/11/2023 20:30:00,15.37,-77.21,7.87,,,,
348,05/11/2023 20:45:00,15.46,-76.89,7.87,,,,
349,05/11/2023 21:00:00,15.56,-75.92,7.85,,,,
350,05/11/2023 21:15:00,15.68,-75.64,7.84,,,,
351,05/11/2023 21:30:00,15.80,-76.19,7.85,,,,
352,05/11/2023 21:45:00,15.94,-75.97,7.85,,,,
353,05/11/2023 22:00:00,16.03,-75.61,7.84,,,,
354,05/11/2023 22:15:00,16.13,-75.72,7.84,,,,
355,05/11/2023 22:30:00,16.25,-74.74,7.83,,,,
356,05/11/2023 22:45:00,16.37,-76.19,7.85,,,,
357,05/11/2023 23:00:00,16.46,-76.14,7.85,,,,
358,05/11/2023 23:15:00,16.49,-74.89,7.83,,,,
359,05/11/2023 23:30:00,16.49,-73.60,7.81,,,,
360,05/11/2023 23:45:00,16.49,-73.03,7.80,,,,
361,05/12/2023 00:00:00,16.49,-76.30,7.85,,,,
362,05/12/2023 00:15:00,15.39,-79.72,7.92,,,,
363,05/12/2023 00:30:00,15.20,-82.82,7.97,,,,
364,05/12/2023 00:45:00,15.01,-83.63,7.99,,,,
365,05/12/2023 01:00:00,14.91,-83.80,7.99,,,,
366,05/12/2023 01:15:00,14.79,-83.44,7.99,,,,
367,05/12/2023 01:30:00,14.70,-83.03,7.98,,,,
368,05/12/2023 01:45:00,14.62,-82.69,7.97,,,,
369,05/12/2023 02:00:00,14.60,-82.36,7.97,,,,
370,05/12/2023 02:15:00,14.55,-82.19,7.97,,,,
371,05/12/2023 02:30:00,14.55,-81.92,7.96,,,,
372,05/12/2023 02:45:00,14.55,-81.80,7.96,,,,
373,05/12/2023 03:00:00,14.55,-81.75,7.96,,,,
374,05/12/2023 03:15:00,14.55,-81.81,7.96,,,,
375,05/12/2023 03:30:00,14.62,-81.97,7.96,,,,
376,05/12/2023 03:45:00,14.70,-82.42,7.97,,,,
377,05/12/2023 04:00:00,14.72,-82.46,7.97,,,,
378,05/12/2023 04:15:00,14.72,-82.14,7.96,,,,
379,05/12/2023 04:30:00,14.70,-81.53,7.95,,,,
380,05/12/2023 04:45:00,14.72,-81.25,7.95,,,,
381,05/12/2023 05:00:00,14.67,-80.88,7.94,,,,
382,05/12/2023 05:15:00,14.67,-80.61,7.94,,,,
383,05/12/2023 05:30:00,14.62,-80.69,7.94,,,,
384,05/12/2023 05:45:00,14.58,-80.64,7.94,,,,
385,05/12/2023 06:00:00,14.55,-80.41,7.93,,,,
386,05/12/2023 06:15:00,14.51,-80.14,7.93,,,,
387,05/12/2023 06:30:00,14.51,-79.05,7.91,,,,
388,05/12/2023 06:45:00,14.53,-76.53,7.86,,,,
389,05/12/2023 07:00:00,14.58,-74.19,7.82,,,,
390,05/12/2023 07:15:00,14.60,-73.94,7.82,,,,
391,05/12/2023 07:30:00,14.58,-73.66,7.81,,,,
392,05/12/2023 07:45:00,14.65,-72.08,7.78,,,,
393,05/12/2023 08:00:00,14.72,-72.66,7.79,,,,
394,05/12/2023 08:15:00,14.79,-72.99,7.80,,,,
395,05/12/2023 08:30:00,14.84,-73.42,7.81,,,,
396,05/12/2023 08:45:00,14.86,-76.85,7.87,,,,
397,05/12/2023 09:00:00,14.96,-78.27,7.89,,,,
398,05/12/2023 09:15:00,15.06,-77.81,7.89,,,,
399,05/12/2023 09:30:00,15.17,-77.17,7.87,,,,
400,05/12/2023 09:45:00,15.32,-77.13,7.87,,,,
401,05/12/2023 10:00:00,15.46,-76.64,7.86,,,,
402,05/12/2023 10:15:00,15.49,-76.89,7.87,,,,
403,05/12/2023 10:30:00,15.53,-76.97,7.87,,,,
404,05/12/2023 10:45:00,15.63,-77.00,7.87,,,,
405,05/12/2023 11:00:00,15.91,-78.06,7.89,,,,
406,05/12/2023 11:15:00,16.18,-78.81,7.90,,,,
407,05/12/2023 11:30:00,16.46,-80.47,7.93,,,,
408,05/12/2023 11:45:00,16.75,-79.31,7.91,,,,
409,05/12/2023 12:00:00,17.06,-80.27,7.92,,,,
410,05/12/2023 12:15:00,17.25,-80.61,7.93,,,,
411,05/12/2023 12:30:00,17.58,-79.46,7.91,,,,
412,05/12/2023 12:45:00,17.89,-82.60,7.96,,,,
413,05/12/2023 13:00:00,18.08,-81.41,7.94,,,,
414,05/12/2023 13:15:00,17.18,-83.05,7.97,,,,
415,05/12/2023 13:30:00,16.61,-84.17,7.99,,,,
416,05/12/2023 13:45:00,16.46,-84.36,8.00,,,,
417,05/12/2023 14:00:00,16.27,-84.41,8.00,,,,
418,05/12/2023 14:15:00,16.32,-84.63,8.00,,,,
419,05/12/2023 14:30:00,16.25,-84.41,8.00,,,,
420,05/12/2023 14:45:00,16.27,-84.38,8.00,,,,
421,05/12/2023 15:00:00,16.25,-84.07,7.99,,,,
422,05/12/2023 15:15:00,16.22,-84.53,8.00,,,,
423,05/12/2023 15:30:00,16.30,-84.55,8.00,,,,
424,05/12/2023 15:45:00,16.22,-84.49,8.00,,,,
425,05/12/2023 16:00:00,16.22,-84.35,8.00,,,,
426,05/12/2023 16:15:00,16.20,-84.36,8.00,,,,
427,05/12/2023 16:30:00,16.22,-84.32,8.00,,,,
428,05/12/2023 16:45:00,16.22,-84.35,8.00,,,,
429,05/12/2023 17:00:00,16.13,-84.22,8.00,,,,
430,05/12/2023 17:15:00,16.13,-84.30,8.00,,,,
431,05/12/2023 17:30:00,16.13,-84.61,8.00,,,,
432,05/12/2023 17:45:00,16.03,-84.94,8.01,,,,
433,05/12/2023 18:00:00,15.96,-85.27,8.02,,,,
