#,Date-Time (EDT),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Button Down,Button Up,Host Connected,End of File
105,08/29/2022 15:18:02,23.76,155.86,4.06,,,,
106,08/29/2022 15:33:02,23.69,155.85,4.06,,,,
107,08/29/2022 15:48:02,23.64,155.83,4.06,,,,
108,08/29/2022 16:03:02,23.59,155.83,4.06,,,,
109,08/29/2022 16:18:02,23.54,155.82,4.06,,,,
110,08/29/2022 16:33:02,23.52,155.82,4.06,,,,
111,08/29/2022 16:48:02,23.50,155.80,4.06,,,,
112,08/29/2022 17:03:02,23.47,155.80,4.06,,,,
113,08/29/2022 17:18:02,23.45,155.79,4.06,,,,
114,08/29/2022 17:33:02,23.42,155.77,4.06,,,,
115,08/29/2022 17:48:02,23.40,155.77,4.06,,,,
116,08/29/2022 18:03:02,23.38,155.75,4.06,,,,
117,08/29/2022 18:18:02,23.35,155.75,4.06,,,,
118,08/29/2022 18:33:02,23.35,155.74,4.06,,,,
119,08/29/2022 18:48:02,23.33,155.72,4.06,,,,
120,08/29/2022 19:03:02,23.33,155.72,4.06,,,,
121,08/29/2022 19:18:02,23.30,155.72,4.06,,,,
122,08/29/2022 19:33:02,23.30,155.71,4.06,,,,
123,08/29/2022 19:48:02,23.28,155.69,4.06,,,,
124,08/29/2022 20:03:02,23.28,155.69,4.06,,,,
125,08/29/2022 20:18:02,23.35,155.69,4.06,,,,
126,08/29/2022 20:33:02,23.47,155.66,4.06,,,,
127,08/29/2022 20:48:02,23.59,155.65,4.06,,,,
128,08/29/2022 21:03:02,23.66,155.65,4.06,,,,
129,08/29/2022 21:18:02,23.74,155.63,4.06,,,,
130,08/29/2022 21:33:02,23.79,155.65,4.06,,,,
131,08/29/2022 21:48:02,23.83,155.65,4.06,,,,
132,08/29/2022 22:03:02,23.86,155.65,4.06,,,,
133,08/29/2022 22:18:02,23.93,155.66,4.06,,,,
134,08/29/2022 22:33:02,23.95,155.66,4.06,,,,
135,08/29/2022 22:48:02,23.98,155.68,4.06,,,,
136,08/29/2022 23:03:02,23.98,155.69,4.06,,,,
137,08/29/2022 23:18:02,24.00,155.71,4.06,,,,
138,08/29/2022 23:33:02,24.00,155.71,4.06,,,,
139,08/29/2022 23:48:02,24.00,155.71,4.06,,,,
140,08/30/2022 00:03:02,24.00,155.72,4.06,,,,
141,08/30/2022 00:18:02,24.00,155.72,4.06,,,,
142,08/30/2022 00:33:02,23.98,155.74,4.06,,,,
143,08/30/2022 00:48:02,23.98,155.74,4.06,,,,
144,08/30/2022 01:03:02,23.98,155.74,4.06,,,,
145,08/30/2022 01:18:02,23.95,155.74,4.06,,,,
146,08/30/2022 01:33:02,23.95,155.75,4.06,,,,
147,08/30/2022 01:48:02,23.93,155.75,4.06,,,,
148,08/30/2022 02:03:02,23.91,155.75,4.06,,,,
149,08/30/2022 02:18:02,23.88,155.77,4.06,,,,
150,08/30/2022 02:33:02,23.86,155.77,4.06,,,,
151,08/30/2022 02:48:02,23.86,155.77,4.06,,,,
152,08/30/2022 03:03:02,23.83,155.77,4.06,,,,
153,08/30/2022 03:18:02,23.83,155.75,4.06,,,,
154,08/30/2022 03:33:02,23.81,155.75,4.06,,,,
155,08/30/2022 03:48:02,23.81,155.75,4.06,,,,
156,08/30/2022 04:03:02,23.81,155.75,4.06,,,,
157,08/30/2022 04:18:02,23.81,155.75,4.06,,,,
158,08/30/2022 04:33:02,23.79,155.74,4.06,,,,
159,08/30/2022 04:48:02,23.79,155.75,4.06,,,,
160,08/30/2022 05:03:02,23.79,155.74,4.06,,,,
161,08/30/2022 05:18:02,23.76,155.74,4.06,,,,
162,08/30/2022 05:33:02,23.76,155.74,4.06,,,,
163,08/30/2022 05:48:02,23.76,155.74,4.06,,,,
164,08/30/2022 06:03:02,23.74,155.74,4.06,,,,
165,08/30/2022 06:18:02,23.74,155.72,4.06,,,,
166,08/30/2022 06:33:02,23.83,155.69,4.06,,,,
167,08/30/2022 06:48:02,23.95,155.65,4.06,,,,
168,08/30/2022 07:03:02,24.05,155.63,4.07,,,,
169,08/30/2022 07:18:02,24.24,155.63,4.07,,,,
170,08/30/2022 07:33:02,24.46,155.66,4.07,,,,
171,08/30/2022 07:48:02,24.80,155.71,4.07,,,,
172,08/30/2022 08:03:02,24.94,125.57,4.60,,,,
173,08/30/2022 08:18:02,25.33,-61.11,7.87,,,,
174,08/30/2022 08:33:02,25.33,-64.66,7.93,,,,
175,08/30/2022 08:48:02,25.33,-64.56,7.93,,,,
176,08/30/2022 09:03:02,25.14,-66.21,7.96,,,,
177,08/30/2022 09:18:02,24.97,-67.33,7.98,,,,
178,08/30/2022 09:33:02,25.02,-67.92,7.99,,,,
179,08/30/2022 09:48:02,25.04,-68.28,7.99,,,,
180,08/30/2022 10:03:02,25.04,-68.35,8.00,,,,
181,08/30/2022 10:18:02,25.06,-68.47,8.00,,,,
182,08/30/2022 10:33:02,25.11,-68.58,8.00,,,,
183,08/30/2022 10:48:02,25.16,-68.92,8.00,,,,
184,08/30/2022 11:03:02,25.21,-69.24,8.01,,,,
185,08/30/2022 11:18:02,25.26,-69.81,8.02,,,,
186,08/30/2022 11:33:02,25.31,-69.83,8.02,,,,
187,08/30/2022 11:48:02,25.33,-69.96,8.02,,,,
188,08/30/2022 12:03:02,25.38,-70.16,8.03,,,,
189,08/30/2022 12:18:02,25.48,-70.22,8.03,,,,
190,08/30/2022 12:33:02,25.53,-70.28,8.03,,,,
191,08/30/2022 12:48:02,25.55,-70.19,8.03,,,,
192,08/30/2022 13:03:02,25.57,-70.49,8.03,,,,
193,08/30/2022 13:18:02,25.74,-71.02,8.04,,,,
194,08/30/2022 13:33:02,25.96,-71.17,8.04,,,,
195,08/30/2022 13:48:02,26.04,-71.38,8.04,,,,
196,08/30/2022 14:03:02,25.99,-71.35,8.04,,,,
197,08/30/2022 14:18:02,25.91,-71.10,8.04,,,,
198,08/30/2022 14:33:02,25.82,-72.06,8.06,,,,
199,08/30/2022 14:48:02,25.82,-72.64,8.07,,,,
200,08/30/2022 15:03:02,25.82,-72.80,8.07,,,,
201,08/30/2022 15:18:02,25.84,-72.83,8.07,,,,
202,08/30/2022 15:33:02,25.89,-73.35,8.08,,,,
203,08/30/2022 15:48:02,25.94,-73.27,8.08,,,,
204,08/30/2022 16:03:02,26.04,-73.44,8.08,,,,
205,08/30/2022 16:18:02,26.18,-73.80,8.09,,,,
206,08/30/2022 16:33:02,26.11,-73.13,8.08,,,,
207,08/30/2022 16:48:02,26.13,-72.99,8.07,,,,
208,08/30/2022 17:03:02,26.18,-73.06,8.07,,,,
209,08/30/2022 17:18:02,26.23,-73.31,8.08,,,,
210,08/30/2022 17:33:02,26.26,-72.64,8.07,,,,
211,08/30/2022 17:48:02,26.21,-71.47,8.05,,,,
212,08/30/2022 18:03:02,26.18,-71.35,8.04,,,,
213,08/30/2022 18:18:02,26.16,-71.19,8.04,,,,
214,08/30/2022 18:33:02,26.18,-71.42,8.05,,,,
215,08/30/2022 18:48:02,26.11,-70.97,8.04,,,,
216,08/30/2022 19:03:02,26.16,-70.72,8.03,,,,
217,08/30/2022 19:18:02,26.06,-70.60,8.03,,,,
218,08/30/2022 19:33:02,26.04,-70.11,8.02,,,,
219,08/30/2022 19:48:02,26.04,-69.80,8.02,,,,
220,08/30/2022 20:03:02,26.04,-69.66,8.01,,,,
221,08/30/2022 20:18:02,26.04,-69.41,8.01,,,,
222,08/30/2022 20:33:02,26.04,-69.14,8.01,,,,
223,08/30/2022 20:48:02,26.08,-69.16,8.01,,,,
224,08/30/2022 21:03:02,26.16,-68.75,8.00,,,,
225,08/30/2022 21:18:02,26.06,-69.08,8.00,,,,
226,08/30/2022 21:33:02,26.13,-71.55,8.05,,,,
227,08/30/2022 21:48:02,26.11,-69.91,8.02,,,,
228,08/30/2022 22:03:02,25.79,-71.24,8.04,,,,
229,08/30/2022 22:18:02,25.57,-70.78,8.04,,,,
230,08/30/2022 22:33:02,25.50,-71.02,8.04,,,,
231,08/30/2022 22:48:02,25.48,-70.33,8.03,,,,
232,08/30/2022 23:03:02,25.48,-69.66,8.02,,,,
233,08/30/2022 23:18:02,25.45,-69.19,8.01,,,,
234,08/30/2022 23:33:02,25.40,-69.33,8.01,,,,
235,08/30/2022 23:48:02,25.43,-69.19,8.01,,,,
236,08/31/2022 00:03:02,25.36,-69.21,8.01,,,,
237,08/31/2022 00:18:02,25.36,-69.19,8.01,,,,
238,08/31/2022 00:33:02,25.33,-68.96,8.00,,,,
239,08/31/2022 00:48:02,25.36,-68.94,8.00,,,,
240,08/31/2022 01:03:02,25.36,-68.55,8.00,,,,
241,08/31/2022 01:18:02,25.33,-68.39,8.00,,,,
242,08/31/2022 01:33:02,25.28,-68.25,7.99,,,,
243,08/31/2022 01:48:02,25.31,-68.05,7.99,,,,
244,08/31/2022 02:03:02,25.26,-67.47,7.98,,,,
245,08/31/2022 02:18:02,25.36,-66.60,7.96,,,,
246,08/31/2022 02:33:02,25.33,-67.31,7.98,,,,
247,08/31/2022 02:48:02,25.36,-67.22,7.97,,,,
248,08/31/2022 03:03:02,25.23,-66.75,7.97,,,,
249,08/31/2022 03:18:02,25.21,-66.53,7.96,,,,
250,08/31/2022 03:33:02,25.21,-66.77,7.97,,,,
251,08/31/2022 03:48:02,25.21,-66.72,7.97,,,,
252,08/31/2022 04:03:02,25.21,-65.96,7.95,,,,
253,08/31/2022 04:18:02,25.19,-65.75,7.95,,,,
254,08/31/2022 04:33:02,25.19,-65.58,7.95,,,,
255,08/31/2022 04:48:02,25.16,-64.85,7.93,,,,
256,08/31/2022 05:03:02,25.19,-65.56,7.95,,,,
257,08/31/2022 05:18:02,25.16,-65.47,7.94,,,,
258,08/31/2022 05:33:02,25.14,-64.97,7.94,,,,
259,08/31/2022 05:48:02,25.11,-64.06,7.92,,,,
260,08/31/2022 06:03:02,25.14,-63.97,7.92,,,,
261,08/31/2022 06:18:02,25.16,-63.61,7.91,,,,
262,08/31/2022 06:33:02,25.16,-63.24,7.91,,,,
263,08/31/2022 06:48:02,25.14,-62.97,7.90,,,,
264,08/31/2022 07:03:02,25.11,-63.14,7.90,,,,
265,08/31/2022 07:18:02,25.09,-62.86,7.90,,,,
266,08/31/2022 07:33:02,25.11,-62.56,7.89,,,,
267,08/31/2022 07:48:02,25.19,-62.88,7.90,,,,
268,08/31/2022 08:03:02,25.21,-62.66,7.90,,,,
269,08/31/2022 08:18:02,25.28,-62.10,7.89,,,,
270,08/31/2022 08:33:02,25.31,-62.08,7.88,,,,
271,08/31/2022 08:48:02,25.31,-61.53,7.88,,,,
272,08/31/2022 09:03:02,25.36,-61.19,7.87,,,,
273,08/31/2022 09:18:02,25.36,-61.56,7.88,,,,
274,08/31/2022 09:33:02,25.31,-61.83,7.88,,,,
275,08/31/2022 09:48:02,25.23,-62.44,7.89,,,,
276,08/31/2022 10:03:02,25.19,-63.33,7.91,,,,
277,08/31/2022 10:18:02,25.14,-63.88,7.92,,,,
278,08/31/2022 10:33:02,25.14,-64.91,7.93,,,,
279,08/31/2022 10:48:02,25.16,-65.17,7.94,,,,
280,08/31/2022 11:03:02,25.23,-65.58,7.95,,,,
281,08/31/2022 11:18:02,25.28,-65.58,7.95,,,,
282,08/31/2022 11:33:02,25.36,-65.91,7.95,,,,
283,08/31/2022 11:48:02,25.36,-66.52,7.96,,,,
284,08/31/2022 12:03:02,25.40,-66.89,7.97,,,,
285,08/31/2022 12:18:02,25.50,-66.85,7.97,,,,
286,08/31/2022 12:33:02,25.48,-67.19,7.97,,,,
287,08/31/2022 12:48:02,25.53,-67.39,7.98,,,,
288,08/31/2022 13:03:02,25.60,-67.61,7.98,,,,
289,08/31/2022 13:18:02,25.65,-67.69,7.98,,,,
290,08/31/2022 13:33:02,25.74,-67.75,7.98,,,,
291,08/31/2022 13:48:02,25.77,-67.64,7.98,,,,
292,08/31/2022 14:03:02,25.84,-67.74,7.98,,,,
293,08/31/2022 14:18:02,26.04,-67.83,7.98,,,,
294,08/31/2022 14:33:02,25.96,-68.30,7.99,,,,
295,08/31/2022 14:48:02,25.89,-68.91,8.00,,,,
296,08/31/2022 15:03:02,25.91,-69.16,8.01,,,,
297,08/31/2022 15:18:02,25.82,-69.11,8.01,,,,
298,08/31/2022 15:33:02,25.74,-69.02,8.00,,,,
299,08/31/2022 15:48:02,25.72,-68.99,8.00,,,,
300,08/31/2022 16:03:02,25.72,-68.69,8.00,,,,
301,08/31/2022 16:18:02,25.84,-68.77,8.00,,,,
302,08/31/2022 16:33:02,25.99,-69.39,8.01,,,,
303,08/31/2022 16:48:02,26.08,-69.88,8.02,,,,
304,08/31/2022 17:03:02,26.26,-70.42,8.03,,,,
305,08/31/2022 17:18:02,26.08,-69.27,8.01,,,,
306,08/31/2022 17:33:02,26.08,-69.36,8.01,,,,
307,08/31/2022 17:48:02,26.08,-69.42,8.01,,,,
308,08/31/2022 18:03:02,26.01,-69.39,8.01,,,,
309,08/31/2022 18:18:02,26.04,-69.19,8.01,,,,
310,08/31/2022 18:33:02,26.06,-68.50,7.99,,,,
311,08/31/2022 18:48:02,26.06,-68.21,7.99,,,,
312,08/31/2022 19:03:02,26.06,-67.99,7.99,,,,
313,08/31/2022 19:18:02,26.06,-67.61,7.98,,,,
314,08/31/2022 19:33:02,26.08,-67.39,7.98,,,,
315,08/31/2022 19:48:02,26.08,-67.36,7.97,,,,
316,08/31/2022 20:03:02,26.08,-67.06,7.97,,,,
317,08/31/2022 20:18:02,26.08,-66.83,7.97,,,,
318,08/31/2022 20:33:02,26.11,-66.75,7.96,,,,
319,08/31/2022 20:48:02,26.11,-66.89,7.97,,,,
320,08/31/2022 21:03:02,26.21,-66.27,7.96,,,,
321,08/31/2022 21:18:02,26.28,-65.80,7.95,,,,
322,08/31/2022 21:33:02,26.35,-65.35,7.94,,,,
323,08/31/2022 21:48:02,26.30,-65.11,7.93,,,,
324,08/31/2022 22:03:02,26.21,-64.92,7.93,,,,
325,08/31/2022 22:18:02,26.08,-64.96,7.93,,,,
326,08/31/2022 22:33:02,26.23,-67.96,7.98,,,,
327,08/31/2022 22:48:02,25.65,-67.46,7.98,,,,
328,08/31/2022 23:03:02,25.53,-68.13,7.99,,,,
329,08/31/2022 23:18:02,25.45,-68.10,7.99,,,,
330,08/31/2022 23:33:02,25.38,-67.44,7.98,,,,
331,08/31/2022 23:48:02,25.31,-67.03,7.97,,,,
332,09/01/2022 00:03:02,25.28,-66.46,7.96,,,,
333,09/01/2022 00:18:02,25.21,-66.56,7.96,,,,
334,09/01/2022 00:33:02,25.21,-66.36,7.96,,,,
335,09/01/2022 00:48:02,25.19,-66.58,7.96,,,,
336,09/01/2022 01:03:02,25.21,-66.61,7.96,,,,
337,09/01/2022 01:18:02,25.21,-66.39,7.96,,,,
338,09/01/2022 01:33:02,25.19,-66.22,7.96,,,,
339,09/01/2022 01:48:02,25.16,-66.05,7.95,,,,
340,09/01/2022 02:03:02,25.14,-65.83,7.95,,,,
341,09/01/2022 02:18:02,25.11,-65.58,7.95,,,,
342,09/01/2022 02:33:02,25.06,-65.44,7.94,,,,
343,09/01/2022 02:48:02,25.04,-65.30,7.94,,,,
344,09/01/2022 03:03:02,24.99,-65.10,7.94,,,,
345,09/01/2022 03:18:02,24.94,-64.86,7.93,,,,
346,09/01/2022 03:33:02,24.90,-64.55,7.93,,,,
347,09/01/2022 03:48:02,24.90,-64.78,7.93,,,,
348,09/01/2022 04:03:02,24.85,-64.36,7.93,,,,
349,09/01/2022 04:18:02,24.85,-64.52,7.93,,,,
350,09/01/2022 04:33:02,24.82,-64.24,7.92,,,,
351,09/01/2022 04:48:02,24.80,-63.91,7.92,,,,
352,09/01/2022 05:03:02,24.77,-63.28,7.91,,,,
353,09/01/2022 05:18:02,24.68,-63.19,7.91,,,,
354,09/01/2022 05:33:02,24.53,-63.03,7.90,,,,
355,09/01/2022 05:48:02,24.56,-62.91,7.90,,,,
356,09/01/2022 06:03:02,24.51,-62.67,7.90,,,,
357,09/01/2022 06:18:02,24.44,-61.86,7.88,,,,
358,09/01/2022 06:33:02,24.46,-61.69,7.88,,,,
359,09/01/2022 06:48:02,24.53,-61.53,7.88,,,,
360,09/01/2022 07:03:02,24.56,-61.52,7.88,,,,
361,09/01/2022 07:18:02,24.56,-61.42,7.88,,,,
362,09/01/2022 07:33:02,24.56,-61.49,7.88,,,,
363,09/01/2022 07:48:02,24.70,-61.16,7.87,,,,
364,09/01/2022 08:03:02,24.85,-61.00,7.87,,,,
365,09/01/2022 08:18:02,24.92,-60.69,7.86,,,,
366,09/01/2022 08:33:02,24.99,-60.41,7.86,,,,
367,09/01/2022 08:48:02,25.16,-60.55,7.86,,,,
368,09/01/2022 09:03:02,25.11,-60.06,7.85,,,,
369,09/01/2022 09:18:02,25.04,-60.00,7.85,,,,
370,09/01/2022 09:33:02,25.09,-60.20,7.85,,,,
371,09/01/2022 09:48:02,25.19,-60.20,7.85,,,,
372,09/01/2022 10:03:02,25.23,-61.42,7.87,,,,
373,09/01/2022 10:18:02,25.36,-60.49,7.86,,,,
374,09/01/2022 10:33:02,24.99,-63.96,7.92,,,,
375,09/01/2022 10:48:02,24.92,-64.74,7.93,,,,
376,09/01/2022 11:03:02,24.94,-64.96,7.94,,,,
377,09/01/2022 11:18:02,24.97,-65.33,7.94,,,,
378,09/01/2022 11:33:02,24.97,-65.35,7.94,,,,
379,09/01/2022 11:48:02,24.94,-65.47,7.95,,,,
380,09/01/2022 12:03:02,25.02,-65.85,7.95,,,,
381,09/01/2022 12:18:02,25.02,-66.00,7.95,,,,
382,09/01/2022 12:33:02,25.04,-66.36,7.96,,,,
383,09/01/2022 12:48:02,25.06,-66.64,7.97,,,,
384,09/01/2022 13:03:02,25.09,-66.83,7.97,,,,
385,09/01/2022 13:18:02,25.14,-66.88,7.97,,,,
386,09/01/2022 13:33:02,25.19,-67.02,7.97,,,,
387,09/01/2022 13:48:02,25.19,-67.24,7.98,,,,
388,09/01/2022 14:03:02,25.23,-67.44,7.98,,,,
389,09/01/2022 14:18:02,25.21,-67.24,7.98,,,,
390,09/01/2022 14:33:02,25.23,-67.56,7.98,,,,
391,09/01/2022 14:48:02,25.19,-67.50,7.98,,,,
392,09/01/2022 15:03:02,25.21,-67.66,7.98,,,,
393,09/01/2022 15:18:02,25.21,-68.22,7.99,,,,
394,09/01/2022 15:33:02,25.19,-68.49,8.00,,,,
395,09/01/2022 15:48:02,25.19,-68.49,8.00,,,,
396,09/01/2022 16:03:02,25.16,-68.61,8.00,,,,
397,09/01/2022 16:18:02,25.14,-68.58,8.00,,,,
398,09/01/2022 16:33:02,25.11,-68.56,8.00,,,,
399,09/01/2022 16:48:02,25.14,-68.52,8.00,,,,
400,09/01/2022 17:03:02,25.21,-69.13,8.01,,,,
401,09/01/2022 17:18:02,25.50,-69.85,8.02,,,,
402,09/01/2022 17:33:02,25.57,-70.33,8.03,,,,
403,09/01/2022 17:48:02,25.36,-69.64,8.02,,,,
404,09/01/2022 18:03:02,25.26,-69.35,8.01,,,,
405,09/01/2022 18:18:02,25.19,-69.25,8.01,,,,
406,09/01/2022 18:33:02,25.14,-68.63,8.00,,,,
407,09/01/2022 18:48:02,25.19,-68.14,7.99,,,,
408,09/01/2022 19:03:02,25.31,-68.88,8.00,,,,
409,09/01/2022 19:18:02,25.31,-68.72,8.00,,,,
410,09/01/2022 19:33:02,25.28,-67.63,7.98,,,,
411,09/01/2022 19:48:02,25.28,-67.03,7.97,,,,
412,09/01/2022 20:03:02,25.36,-66.67,7.96,,,,
413,09/01/2022 20:18:02,25.40,-67.58,7.98,,,,
414,09/01/2022 20:33:02,25.38,-67.64,7.98,,,,
415,09/01/2022 20:48:02,25.43,-66.72,7.97,,,,
416,09/01/2022 21:03:02,25.43,-66.30,7.96,,,,
417,09/01/2022 21:18:02,25.48,-65.78,7.95,,,,
418,09/01/2022 21:33:02,25.55,-65.33,7.94,,,,
419,09/01/2022 21:48:02,25.60,-64.97,7.93,,,,
420,09/01/2022 22:03:02,25.62,-64.66,7.93,,,,
421,09/01/2022 22:18:02,25.57,-64.80,7.93,,,,
422,09/01/2022 22:33:02,25.50,-64.64,7.93,,,,
423,09/01/2022 22:48:02,25.40,-63.91,7.92,,,,
424,09/01/2022 23:03:02,25.28,-65.03,7.94,,,,
425,09/01/2022 23:18:02,25.33,-65.14,7.94,,,,
426,09/01/2022 23:33:02,24.92,-65.86,7.95,,,,
427,09/01/2022 23:48:02,24.77,-66.61,7.97,,,,
428,09/02/2022 00:03:02,24.70,-66.72,7.97,,,,
429,09/02/2022 00:18:02,24.63,-66.41,7.96,,,,
430,09/02/2022 00:33:02,24.58,-66.28,7.96,,,,
431,09/02/2022 00:48:02,24.53,-66.22,7.96,,,,
432,09/02/2022 01:03:02,24.51,-65.64,7.95,,,,
433,09/02/2022 01:18:02,24.46,-65.74,7.95,,,,
434,09/02/2022 01:33:02,24.44,-65.36,7.94,,,,
435,09/02/2022 01:48:02,24.39,-65.38,7.95,,,,
436,09/02/2022 02:03:02,24.36,-65.35,7.94,,,,
437,09/02/2022 02:18:02,24.34,-65.44,7.95,,,,
438,09/02/2022 02:33:02,24.32,-65.38,7.95,,,,
