NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Daily Tide Predictions
StationName: SESUIT HARBOR, EAST DENNIS 
State: MA 
Stationid: 8447241
Prediction Type: Harmonic
From: 20220901 00:00 - 20220930 23:59
Units: Feet
Time Zone: LST_LDT
Datum: MLLW
Interval Type: One Minute

Date 		Day	Time	Pred	
2022/09/01	Thu	04:22	9.03	
2022/09/01	Thu	04:23	9.01	
2022/09/01	Thu	04:24	8.98	
2022/09/01	Thu	04:25	8.95	
2022/09/01	Thu	04:26	8.92	
2022/09/01	Thu	04:27	8.89	
2022/09/01	Thu	04:28	8.87	
2022/09/01	Thu	04:29	8.84	
2022/09/01	Thu	04:30	8.81	
2022/09/01	Thu	04:31	8.78	
2022/09/01	Thu	04:32	8.75	
2022/09/01	Thu	04:33	8.72	
2022/09/01	Thu	04:34	8.69	
2022/09/01	Thu	04:35	8.66	
2022/09/01	Thu	04:36	8.62	
2022/09/01	Thu	04:37	8.59	
2022/09/01	Thu	04:38	8.56	
2022/09/01	Thu	04:39	8.53	
2022/09/01	Thu	04:40	8.50	
2022/09/01	Thu	04:41	8.47	
2022/09/01	Thu	04:42	8.44	
2022/09/01	Thu	04:43	8.40	
2022/09/01	Thu	04:44	8.37	
2022/09/01	Thu	04:45	8.34	
2022/09/01	Thu	04:46	8.30	
2022/09/01	Thu	04:47	8.27	
2022/09/01	Thu	04:48	8.24	
2022/09/01	Thu	04:49	8.20	
2022/09/01	Thu	04:50	8.17	
2022/09/01	Thu	04:51	8.14	
2022/09/01	Thu	04:52	8.10	
2022/09/01	Thu	04:53	8.07	
2022/09/01	Thu	04:54	8.03	
2022/09/01	Thu	04:55	8.00	
2022/09/01	Thu	04:56	7.96	
2022/09/01	Thu	04:57	7.93	
2022/09/01	Thu	04:58	7.90	
2022/09/01	Thu	04:59	7.86	
2022/09/01	Thu	05:00	7.83	
2022/09/01	Thu	05:01	7.79	
2022/09/01	Thu	05:02	7.76	
2022/09/01	Thu	05:03	7.72	
2022/09/01	Thu	05:04	7.69	
2022/09/01	Thu	05:05	7.65	
2022/09/01	Thu	05:06	7.61	
2022/09/01	Thu	05:07	7.58	
2022/09/01	Thu	05:08	7.54	
2022/09/01	Thu	05:09	7.51	
2022/09/01	Thu	05:10	7.47	
2022/09/01	Thu	05:11	7.43	
2022/09/01	Thu	05:12	7.40	
2022/09/01	Thu	05:13	7.36	
2022/09/01	Thu	05:14	7.33	
2022/09/01	Thu	05:15	7.29	
2022/09/01	Thu	05:16	7.25	
2022/09/01	Thu	05:17	7.22	
2022/09/01	Thu	05:18	7.18	
2022/09/01	Thu	05:19	7.14	
2022/09/01	Thu	05:20	7.11	
2022/09/01	Thu	05:21	7.07	
2022/09/01	Thu	05:22	7.04	
2022/09/01	Thu	05:23	7.00	
2022/09/01	Thu	05:24	6.96	
2022/09/01	Thu	05:25	6.92	
2022/09/01	Thu	05:26	6.89	
2022/09/01	Thu	05:27	6.85	
2022/09/01	Thu	05:28	6.82	
2022/09/01	Thu	05:29	6.78	
2022/09/01	Thu	05:30	6.74	
2022/09/01	Thu	05:31	6.71	
2022/09/01	Thu	05:32	6.67	
2022/09/01	Thu	05:33	6.63	
2022/09/01	Thu	05:34	6.60	
2022/09/01	Thu	05:35	6.56	
2022/09/01	Thu	05:36	6.52	
2022/09/01	Thu	05:37	6.49	
2022/09/01	Thu	05:38	6.45	
2022/09/01	Thu	05:39	6.41	
2022/09/01	Thu	05:40	6.38	
2022/09/01	Thu	05:41	6.34	
2022/09/01	Thu	05:42	6.30	
2022/09/01	Thu	05:43	6.27	
2022/09/01	Thu	05:44	6.23	
2022/09/01	Thu	05:45	6.20	
2022/09/01	Thu	05:46	6.16	
2022/09/01	Thu	05:47	6.12	
2022/09/01	Thu	05:48	6.09	
2022/09/01	Thu	05:49	6.05	
2022/09/01	Thu	05:50	6.01	
2022/09/01	Thu	05:51	5.98	
2022/09/01	Thu	05:52	5.94	
2022/09/01	Thu	05:53	5.91	
2022/09/01	Thu	05:54	5.87	
2022/09/01	Thu	05:55	5.83	
2022/09/01	Thu	05:56	5.80	
2022/09/01	Thu	05:57	5.76	
2022/09/01	Thu	05:58	5.72	
2022/09/01	Thu	05:59	5.69	
2022/09/01	Thu	06:00	5.65	
2022/09/01	Thu	06:01	5.62	
2022/09/01	Thu	06:02	5.58	
2022/09/01	Thu	06:03	5.55	
2022/09/01	Thu	06:04	5.51	
2022/09/01	Thu	06:05	5.47	
2022/09/01	Thu	06:06	5.44	
2022/09/01	Thu	06:07	5.40	
2022/09/01	Thu	06:08	5.37	
2022/09/01	Thu	06:09	5.33	
2022/09/01	Thu	06:10	5.30	
2022/09/01	Thu	06:11	5.26	
2022/09/01	Thu	06:12	5.23	
2022/09/01	Thu	06:13	5.19	
2022/09/01	Thu	06:14	5.16	
2022/09/01	Thu	06:15	5.12	
2022/09/01	Thu	06:16	5.09	
2022/09/01	Thu	06:17	5.05	
2022/09/01	Thu	06:18	5.02	
2022/09/01	Thu	06:19	4.98	
2022/09/01	Thu	06:20	4.95	
2022/09/01	Thu	06:21	4.91	
2022/09/01	Thu	06:22	4.88	
2022/09/01	Thu	06:23	4.84	
2022/09/01	Thu	06:24	4.81	
2022/09/01	Thu	06:25	4.78	
2022/09/01	Thu	06:26	4.74	
2022/09/01	Thu	06:27	4.71	
2022/09/01	Thu	06:28	4.67	
2022/09/01	Thu	06:29	4.64	
2022/09/01	Thu	06:30	4.60	
2022/09/01	Thu	06:31	4.57	
2022/09/01	Thu	06:32	4.54	
2022/09/01	Thu	06:33	4.50	
2022/09/01	Thu	06:34	4.47	
2022/09/01	Thu	06:35	4.43	
2022/09/01	Thu	06:36	4.40	
2022/09/01	Thu	06:37	4.37	
2022/09/01	Thu	06:38	4.33	
2022/09/01	Thu	06:39	4.30	
2022/09/01	Thu	06:40	4.26	
2022/09/01	Thu	06:41	4.23	
2022/09/01	Thu	06:42	4.20	
2022/09/01	Thu	06:43	4.16	
2022/09/01	Thu	06:44	4.13	
2022/09/01	Thu	06:45	4.10	
2022/09/01	Thu	06:46	4.06	
2022/09/01	Thu	06:47	4.03	
2022/09/01	Thu	06:48	4.00	
2022/09/01	Thu	06:49	3.96	
2022/09/01	Thu	06:50	3.93	
2022/09/01	Thu	06:51	3.90	
2022/09/01	Thu	06:52	3.86	
2022/09/01	Thu	06:53	3.83	
2022/09/01	Thu	06:54	3.80	
2022/09/01	Thu	06:55	3.76	
2022/09/01	Thu	06:56	3.73	
2022/09/01	Thu	06:57	3.70	
2022/09/01	Thu	06:58	3.66	
2022/09/01	Thu	06:59	3.63	
2022/09/01	Thu	07:00	3.60	
2022/09/01	Thu	07:01	3.56	
2022/09/01	Thu	07:02	3.53	
2022/09/01	Thu	07:03	3.50	
2022/09/01	Thu	07:04	3.47	
2022/09/01	Thu	07:05	3.43	
2022/09/01	Thu	07:06	3.40	
2022/09/01	Thu	07:07	3.37	
2022/09/01	Thu	07:08	3.34	
2022/09/01	Thu	07:09	3.30	
2022/09/01	Thu	07:10	3.27	
2022/09/01	Thu	07:11	3.24	
2022/09/01	Thu	07:12	3.21	
2022/09/01	Thu	07:13	3.17	
2022/09/01	Thu	07:14	3.14	
2022/09/01	Thu	07:15	3.11	
2022/09/01	Thu	07:16	3.08	
2022/09/01	Thu	07:17	3.04	
2022/09/01	Thu	07:18	3.01	
2022/09/01	Thu	07:19	2.98	
2022/09/01	Thu	07:20	2.95	
2022/09/01	Thu	07:21	2.92	
2022/09/01	Thu	07:22	2.88	
2022/09/01	Thu	07:23	2.85	
2022/09/01	Thu	07:24	2.82	
2022/09/01	Thu	07:25	2.79	
2022/09/01	Thu	07:26	2.76	
2022/09/01	Thu	07:27	2.73	
2022/09/01	Thu	07:28	2.70	
2022/09/01	Thu	07:29	2.66	
2022/09/01	Thu	07:30	2.63	
2022/09/01	Thu	07:31	2.60	
2022/09/01	Thu	07:32	2.57	
2022/09/01	Thu	07:33	2.54	
2022/09/01	Thu	07:34	2.51	
2022/09/01	Thu	07:35	2.48	
2022/09/01	Thu	07:36	2.45	
2022/09/01	Thu	07:37	2.42	
2022/09/01	Thu	07:38	2.39	
2022/09/01	Thu	07:39	2.35	
2022/09/01	Thu	07:40	2.33	
2022/09/01	Thu	07:41	2.29	
2022/09/01	Thu	07:42	2.26	
2022/09/01	Thu	07:43	2.23	
2022/09/01	Thu	07:44	2.20	
2022/09/01	Thu	07:45	2.17	
2022/09/01	Thu	07:46	2.14	
2022/09/01	Thu	07:47	2.12	
2022/09/01	Thu	07:48	2.08	
2022/09/01	Thu	07:49	2.06	
2022/09/01	Thu	07:50	2.03	
2022/09/01	Thu	07:51	2.00	
2022/09/01	Thu	07:52	1.97	
2022/09/01	Thu	07:53	1.94	
2022/09/01	Thu	07:54	1.91	
2022/09/01	Thu	07:55	1.88	
2022/09/01	Thu	07:56	1.85	
2022/09/01	Thu	07:57	1.82	
2022/09/01	Thu	07:58	1.80	
2022/09/01	Thu	07:59	1.77	
2022/09/01	Thu	08:00	1.74	
2022/09/01	Thu	08:01	1.71	
2022/09/01	Thu	08:02	1.69	
2022/09/01	Thu	08:03	1.66	
2022/09/01	Thu	08:04	1.63	
2022/09/01	Thu	08:05	1.60	
2022/09/01	Thu	08:06	1.58	
2022/09/01	Thu	08:07	1.55	
2022/09/01	Thu	08:08	1.52	
2022/09/01	Thu	08:09	1.50	
2022/09/01	Thu	08:10	1.47	
2022/09/01	Thu	08:11	1.45	
2022/09/01	Thu	08:12	1.42	
2022/09/01	Thu	08:13	1.39	
2022/09/01	Thu	08:14	1.37	
2022/09/01	Thu	08:15	1.34	
2022/09/01	Thu	08:16	1.32	
2022/09/01	Thu	08:17	1.29	
2022/09/01	Thu	08:18	1.27	
2022/09/01	Thu	08:19	1.24	
2022/09/01	Thu	08:20	1.22	
2022/09/01	Thu	08:21	1.20	
2022/09/01	Thu	08:22	1.17	
2022/09/01	Thu	08:23	1.15	
2022/09/01	Thu	08:24	1.13	
2022/09/01	Thu	08:25	1.10	
2022/09/01	Thu	08:26	1.08	
2022/09/01	Thu	08:27	1.06	
2022/09/01	Thu	08:28	1.04	
2022/09/01	Thu	08:29	1.02	
2022/09/01	Thu	08:30	0.99	
2022/09/01	Thu	08:31	0.97	
2022/09/01	Thu	08:32	0.95	
2022/09/01	Thu	08:33	0.93	
2022/09/01	Thu	08:34	0.91	
2022/09/01	Thu	08:35	0.89	
2022/09/01	Thu	08:36	0.87	
2022/09/01	Thu	08:37	0.85	
2022/09/01	Thu	08:38	0.83	
2022/09/01	Thu	08:39	0.81	
2022/09/01	Thu	08:40	0.80	
2022/09/01	Thu	08:41	0.78	
2022/09/01	Thu	08:42	0.76	
2022/09/01	Thu	08:43	0.74	
2022/09/01	Thu	08:44	0.73	
2022/09/01	Thu	08:45	0.71	
2022/09/01	Thu	08:46	0.69	
2022/09/01	Thu	08:47	0.68	
2022/09/01	Thu	08:48	0.66	
2022/09/01	Thu	08:49	0.65	
2022/09/01	Thu	08:50	0.63	
2022/09/01	Thu	08:51	0.62	
2022/09/01	Thu	08:52	0.60	
2022/09/01	Thu	08:53	0.59	
2022/09/01	Thu	08:54	0.57	
2022/09/01	Thu	08:55	0.56	
2022/09/01	Thu	08:56	0.55	
2022/09/01	Thu	08:57	0.54	
2022/09/01	Thu	08:58	0.52	
2022/09/01	Thu	08:59	0.51	
2022/09/01	Thu	09:00	0.50	
2022/09/01	Thu	09:01	0.49	
2022/09/01	Thu	09:02	0.48	
2022/09/01	Thu	09:03	0.47	
2022/09/01	Thu	09:04	0.46	
2022/09/01	Thu	09:05	0.45	
2022/09/01	Thu	09:06	0.44	
2022/09/01	Thu	09:07	0.43	
2022/09/01	Thu	09:08	0.43	
2022/09/01	Thu	09:09	0.42	
2022/09/01	Thu	09:10	0.41	
2022/09/01	Thu	09:11	0.41	
2022/09/01	Thu	09:12	0.40	
2022/09/01	Thu	09:13	0.39	
2022/09/01	Thu	09:14	0.39	
2022/09/01	Thu	09:15	0.38	
2022/09/01	Thu	09:16	0.38	
2022/09/01	Thu	09:17	0.38	
2022/09/01	Thu	09:18	0.37	
2022/09/01	Thu	09:19	0.37	
2022/09/01	Thu	09:20	0.37	
2022/09/01	Thu	09:21	0.36	
2022/09/01	Thu	09:22	0.36	
2022/09/01	Thu	09:23	0.36	
2022/09/01	Thu	09:24	0.36	
2022/09/01	Thu	09:25	0.36	
2022/09/01	Thu	09:26	0.36	
2022/09/01	Thu	09:27	0.36	
2022/09/01	Thu	09:28	0.36	
2022/09/01	Thu	09:29	0.36	
2022/09/01	Thu	09:30	0.37	
2022/09/01	Thu	09:31	0.37	
2022/09/01	Thu	09:32	0.37	
2022/09/01	Thu	09:33	0.38	
2022/09/01	Thu	09:34	0.38	
2022/09/01	Thu	09:35	0.38	
2022/09/01	Thu	09:36	0.39	
2022/09/01	Thu	09:37	0.39	
2022/09/01	Thu	09:38	0.40	
2022/09/01	Thu	09:39	0.41	
2022/09/01	Thu	09:40	0.41	
2022/09/01	Thu	09:41	0.42	
2022/09/01	Thu	09:42	0.43	
2022/09/01	Thu	09:43	0.44	
2022/09/01	Thu	09:44	0.44	
2022/09/01	Thu	09:45	0.45	
2022/09/01	Thu	09:46	0.46	
2022/09/01	Thu	09:47	0.47	
2022/09/01	Thu	09:48	0.48	
2022/09/01	Thu	09:49	0.49	
2022/09/01	Thu	09:50	0.51	
2022/09/01	Thu	09:51	0.52	
2022/09/01	Thu	09:52	0.53	
2022/09/01	Thu	09:53	0.54	
2022/09/01	Thu	09:54	0.56	
2022/09/01	Thu	09:55	0.57	
2022/09/01	Thu	09:56	0.59	
2022/09/01	Thu	09:57	0.60	
2022/09/01	Thu	09:58	0.62	
2022/09/01	Thu	09:59	0.63	
2022/09/01	Thu	10:00	0.65	
2022/09/01	Thu	10:01	0.67	
2022/09/01	Thu	10:02	0.68	
2022/09/01	Thu	10:03	0.70	
2022/09/01	Thu	10:04	0.72	
2022/09/01	Thu	10:05	0.74	
2022/09/01	Thu	10:06	0.76	
2022/09/01	Thu	10:07	0.78	
2022/09/01	Thu	10:08	0.80	
2022/09/01	Thu	10:09	0.81	
2022/09/01	Thu	10:10	0.84	
2022/09/01	Thu	10:11	0.86	
2022/09/01	Thu	10:12	0.88	
2022/09/01	Thu	10:13	0.90	
2022/09/01	Thu	10:14	0.92	
2022/09/01	Thu	10:15	0.95	
2022/09/01	Thu	10:16	0.97	
2022/09/01	Thu	10:17	0.99	
2022/09/01	Thu	10:18	1.02	
2022/09/01	Thu	10:19	1.04	
2022/09/01	Thu	10:20	1.07	
2022/09/01	Thu	10:21	1.09	
2022/09/01	Thu	10:22	1.12	
2022/09/01	Thu	10:23	1.14	
2022/09/01	Thu	10:24	1.17	
2022/09/01	Thu	10:25	1.20	
2022/09/01	Thu	10:26	1.23	
2022/09/01	Thu	10:27	1.25	
2022/09/01	Thu	10:28	1.28	
2022/09/01	Thu	10:29	1.31	
2022/09/01	Thu	10:30	1.34	
2022/09/01	Thu	10:31	1.37	
2022/09/01	Thu	10:32	1.40	
2022/09/01	Thu	10:33	1.43	
2022/09/01	Thu	10:34	1.46	
2022/09/01	Thu	10:35	1.49	
2022/09/01	Thu	10:36	1.52	
2022/09/01	Thu	10:37	1.55	
2022/09/01	Thu	10:38	1.58	
2022/09/01	Thu	10:39	1.61	
2022/09/01	Thu	10:40	1.65	
2022/09/01	Thu	10:41	1.68	
2022/09/01	Thu	10:42	1.71	
2022/09/01	Thu	10:43	1.75	
2022/09/01	Thu	10:44	1.78	
2022/09/01	Thu	10:45	1.81	
2022/09/01	Thu	10:46	1.85	
2022/09/01	Thu	10:47	1.88	
2022/09/01	Thu	10:48	1.92	
2022/09/01	Thu	10:49	1.95	
2022/09/01	Thu	10:50	1.98	
2022/09/01	Thu	10:51	2.02	
2022/09/01	Thu	10:52	2.06	
2022/09/01	Thu	10:53	2.09	
2022/09/01	Thu	10:54	2.13	
2022/09/01	Thu	10:55	2.17	
2022/09/01	Thu	10:56	2.20	
2022/09/01	Thu	10:57	2.24	
2022/09/01	Thu	10:58	2.27	
2022/09/01	Thu	10:59	2.31	
2022/09/01	Thu	11:00	2.35	
2022/09/01	Thu	11:01	2.39	
2022/09/01	Thu	11:02	2.43	
2022/09/01	Thu	11:03	2.46	
2022/09/01	Thu	11:04	2.50	
2022/09/01	Thu	11:05	2.54	
2022/09/01	Thu	11:06	2.58	
2022/09/01	Thu	11:07	2.62	
2022/09/01	Thu	11:08	2.66	
2022/09/01	Thu	11:09	2.70	
2022/09/01	Thu	11:10	2.74	
2022/09/01	Thu	11:11	2.77	
2022/09/01	Thu	11:12	2.81	
2022/09/01	Thu	11:13	2.85	
2022/09/01	Thu	11:14	2.90	
2022/09/01	Thu	11:15	2.94	
2022/09/01	Thu	11:16	2.98	
2022/09/01	Thu	11:17	3.02	
2022/09/01	Thu	11:18	3.06	
2022/09/01	Thu	11:19	3.10	
