NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Daily Tide Predictions
StationName: SESUIT HARBOR, EAST DENNIS 
State: MA 
Stationid: 8447241
Prediction Type: Harmonic
From: 20220701 00:00 - 20220731 23:59
Units: Feet
Time Zone: LST_LDT
Datum: MLLW
Interval Type: One Minute

Date 		Day	Time	Pred	
2022/07/01	Fri	02:34	9.01	
2022/07/01	Fri	02:35	8.99	
2022/07/01	Fri	02:36	8.96	
2022/07/01	Fri	02:37	8.94	
2022/07/01	Fri	02:38	8.91	
2022/07/01	Fri	02:39	8.89	
2022/07/01	Fri	02:40	8.87	
2022/07/01	Fri	02:41	8.84	
2022/07/01	Fri	02:42	8.81	
2022/07/01	Fri	02:43	8.79	
2022/07/01	Fri	02:44	8.77	
2022/07/01	Fri	02:45	8.74	
2022/07/01	Fri	02:46	8.71	
2022/07/01	Fri	02:47	8.69	
2022/07/01	Fri	02:48	8.66	
2022/07/01	Fri	02:49	8.64	
2022/07/01	Fri	02:50	8.61	
2022/07/01	Fri	02:51	8.58	
2022/07/01	Fri	02:52	8.56	
2022/07/01	Fri	02:53	8.53	
2022/07/01	Fri	02:54	8.51	
2022/07/01	Fri	02:55	8.48	
2022/07/01	Fri	02:56	8.45	
2022/07/01	Fri	02:57	8.43	
2022/07/01	Fri	02:58	8.40	
2022/07/01	Fri	02:59	8.37	
2022/07/01	Fri	03:00	8.34	
2022/07/01	Fri	03:01	8.32	
2022/07/01	Fri	03:02	8.29	
2022/07/01	Fri	03:03	8.26	
2022/07/01	Fri	03:04	8.23	
2022/07/01	Fri	03:05	8.21	
2022/07/01	Fri	03:06	8.18	
2022/07/01	Fri	03:07	8.15	
2022/07/01	Fri	03:08	8.12	
2022/07/01	Fri	03:09	8.10	
2022/07/01	Fri	03:10	8.07	
2022/07/01	Fri	03:11	8.04	
2022/07/01	Fri	03:12	8.01	
2022/07/01	Fri	03:13	7.98	
2022/07/01	Fri	03:14	7.96	
2022/07/01	Fri	03:15	7.93	
2022/07/01	Fri	03:16	7.90	
2022/07/01	Fri	03:17	7.87	
2022/07/01	Fri	03:18	7.84	
2022/07/01	Fri	03:19	7.81	
2022/07/01	Fri	03:20	7.79	
2022/07/01	Fri	03:21	7.76	
2022/07/01	Fri	03:22	7.73	
2022/07/01	Fri	03:23	7.70	
2022/07/01	Fri	03:24	7.67	
2022/07/01	Fri	03:25	7.64	
2022/07/01	Fri	03:26	7.61	
2022/07/01	Fri	03:27	7.58	
2022/07/01	Fri	03:28	7.55	
2022/07/01	Fri	03:29	7.53	
2022/07/01	Fri	03:30	7.50	
2022/07/01	Fri	03:31	7.47	
2022/07/01	Fri	03:32	7.44	
2022/07/01	Fri	03:33	7.41	
2022/07/01	Fri	03:34	7.38	
2022/07/01	Fri	03:35	7.35	
2022/07/01	Fri	03:36	7.32	
2022/07/01	Fri	03:37	7.29	
2022/07/01	Fri	03:38	7.26	
2022/07/01	Fri	03:39	7.23	
2022/07/01	Fri	03:40	7.20	
2022/07/01	Fri	03:41	7.17	
2022/07/01	Fri	03:42	7.14	
2022/07/01	Fri	03:43	7.11	
2022/07/01	Fri	03:44	7.08	
2022/07/01	Fri	03:45	7.05	
2022/07/01	Fri	03:46	7.02	
2022/07/01	Fri	03:47	6.99	
2022/07/01	Fri	03:48	6.96	
2022/07/01	Fri	03:49	6.93	
2022/07/01	Fri	03:50	6.90	
2022/07/01	Fri	03:51	6.87	
2022/07/01	Fri	03:52	6.84	
2022/07/01	Fri	03:53	6.81	
2022/07/01	Fri	03:54	6.78	
2022/07/01	Fri	03:55	6.75	
2022/07/01	Fri	03:56	6.71	
2022/07/01	Fri	03:57	6.68	
2022/07/01	Fri	03:58	6.65	
2022/07/01	Fri	03:59	6.62	
2022/07/01	Fri	04:00	6.59	
2022/07/01	Fri	04:01	6.56	
2022/07/01	Fri	04:02	6.53	
2022/07/01	Fri	04:03	6.50	
2022/07/01	Fri	04:04	6.46	
2022/07/01	Fri	04:05	6.43	
2022/07/01	Fri	04:06	6.40	
2022/07/01	Fri	04:07	6.37	
2022/07/01	Fri	04:08	6.34	
2022/07/01	Fri	04:09	6.30	
2022/07/01	Fri	04:10	6.27	
2022/07/01	Fri	04:11	6.24	
2022/07/01	Fri	04:12	6.21	
2022/07/01	Fri	04:13	6.17	
2022/07/01	Fri	04:14	6.14	
2022/07/01	Fri	04:15	6.11	
2022/07/01	Fri	04:16	6.08	
2022/07/01	Fri	04:17	6.04	
2022/07/01	Fri	04:18	6.01	
2022/07/01	Fri	04:19	5.98	
2022/07/01	Fri	04:20	5.95	
2022/07/01	Fri	04:21	5.91	
2022/07/01	Fri	04:22	5.88	
2022/07/01	Fri	04:23	5.85	
2022/07/01	Fri	04:24	5.81	
2022/07/01	Fri	04:25	5.78	
2022/07/01	Fri	04:26	5.75	
2022/07/01	Fri	04:27	5.71	
2022/07/01	Fri	04:28	5.68	
2022/07/01	Fri	04:29	5.64	
2022/07/01	Fri	04:30	5.61	
2022/07/01	Fri	04:31	5.58	
2022/07/01	Fri	04:32	5.54	
2022/07/01	Fri	04:33	5.51	
2022/07/01	Fri	04:34	5.47	
2022/07/01	Fri	04:35	5.44	
2022/07/01	Fri	04:36	5.41	
2022/07/01	Fri	04:37	5.37	
2022/07/01	Fri	04:38	5.34	
2022/07/01	Fri	04:39	5.30	
2022/07/01	Fri	04:40	5.27	
2022/07/01	Fri	04:41	5.23	
2022/07/01	Fri	04:42	5.20	
2022/07/01	Fri	04:43	5.16	
2022/07/01	Fri	04:44	5.13	
2022/07/01	Fri	04:45	5.09	
2022/07/01	Fri	04:46	5.05	
2022/07/01	Fri	04:47	5.02	
2022/07/01	Fri	04:48	4.98	
2022/07/01	Fri	04:49	4.95	
2022/07/01	Fri	04:50	4.91	
2022/07/01	Fri	04:51	4.88	
2022/07/01	Fri	04:52	4.84	
2022/07/01	Fri	04:53	4.80	
2022/07/01	Fri	04:54	4.77	
2022/07/01	Fri	04:55	4.73	
2022/07/01	Fri	04:56	4.70	
2022/07/01	Fri	04:57	4.66	
2022/07/01	Fri	04:58	4.62	
2022/07/01	Fri	04:59	4.59	
2022/07/01	Fri	05:00	4.55	
2022/07/01	Fri	05:01	4.51	
2022/07/01	Fri	05:02	4.48	
2022/07/01	Fri	05:03	4.44	
2022/07/01	Fri	05:04	4.40	
2022/07/01	Fri	05:05	4.37	
2022/07/01	Fri	05:06	4.33	
2022/07/01	Fri	05:07	4.29	
2022/07/01	Fri	05:08	4.25	
2022/07/01	Fri	05:09	4.22	
2022/07/01	Fri	05:10	4.18	
2022/07/01	Fri	05:11	4.14	
2022/07/01	Fri	05:12	4.11	
2022/07/01	Fri	05:13	4.07	
2022/07/01	Fri	05:14	4.03	
2022/07/01	Fri	05:15	4.00	
2022/07/01	Fri	05:16	3.96	
2022/07/01	Fri	05:17	3.92	
2022/07/01	Fri	05:18	3.88	
2022/07/01	Fri	05:19	3.84	
2022/07/01	Fri	05:20	3.81	
2022/07/01	Fri	05:21	3.77	
2022/07/01	Fri	05:22	3.73	
2022/07/01	Fri	05:23	3.69	
2022/07/01	Fri	05:24	3.66	
2022/07/01	Fri	05:25	3.62	
2022/07/01	Fri	05:26	3.58	
2022/07/01	Fri	05:27	3.54	
2022/07/01	Fri	05:28	3.51	
2022/07/01	Fri	05:29	3.47	
2022/07/01	Fri	05:30	3.43	
2022/07/01	Fri	05:31	3.40	
2022/07/01	Fri	05:32	3.36	
2022/07/01	Fri	05:33	3.32	
2022/07/01	Fri	05:34	3.28	
2022/07/01	Fri	05:35	3.25	
2022/07/01	Fri	05:36	3.21	
2022/07/01	Fri	05:37	3.17	
2022/07/01	Fri	05:38	3.13	
2022/07/01	Fri	05:39	3.10	
2022/07/01	Fri	05:40	3.06	
2022/07/01	Fri	05:41	3.02	
2022/07/01	Fri	05:42	2.99	
2022/07/01	Fri	05:43	2.95	
2022/07/01	Fri	05:44	2.91	
2022/07/01	Fri	05:45	2.88	
2022/07/01	Fri	05:46	2.84	
2022/07/01	Fri	05:47	2.80	
2022/07/01	Fri	05:48	2.77	
2022/07/01	Fri	05:49	2.73	
2022/07/01	Fri	05:50	2.69	
2022/07/01	Fri	05:51	2.66	
2022/07/01	Fri	05:52	2.62	
2022/07/01	Fri	05:53	2.59	
2022/07/01	Fri	05:54	2.55	
2022/07/01	Fri	05:55	2.52	
2022/07/01	Fri	05:56	2.48	
2022/07/01	Fri	05:57	2.44	
2022/07/01	Fri	05:58	2.41	
2022/07/01	Fri	05:59	2.38	
2022/07/01	Fri	06:00	2.34	
2022/07/01	Fri	06:01	2.31	
2022/07/01	Fri	06:02	2.27	
2022/07/01	Fri	06:03	2.24	
2022/07/01	Fri	06:04	2.20	
2022/07/01	Fri	06:05	2.17	
2022/07/01	Fri	06:06	2.13	
2022/07/01	Fri	06:07	2.10	
2022/07/01	Fri	06:08	2.07	
2022/07/01	Fri	06:09	2.04	
2022/07/01	Fri	06:10	2.00	
2022/07/01	Fri	06:11	1.97	
2022/07/01	Fri	06:12	1.94	
2022/07/01	Fri	06:13	1.91	
2022/07/01	Fri	06:14	1.87	
2022/07/01	Fri	06:15	1.84	
2022/07/01	Fri	06:16	1.81	
2022/07/01	Fri	06:17	1.78	
2022/07/01	Fri	06:18	1.75	
2022/07/01	Fri	06:19	1.72	
2022/07/01	Fri	06:20	1.69	
2022/07/01	Fri	06:21	1.66	
2022/07/01	Fri	06:22	1.63	
2022/07/01	Fri	06:23	1.60	
2022/07/01	Fri	06:24	1.57	
2022/07/01	Fri	06:25	1.54	
2022/07/01	Fri	06:26	1.51	
2022/07/01	Fri	06:27	1.48	
2022/07/01	Fri	06:28	1.45	
2022/07/01	Fri	06:29	1.42	
2022/07/01	Fri	06:30	1.40	
2022/07/01	Fri	06:31	1.37	
2022/07/01	Fri	06:32	1.34	
2022/07/01	Fri	06:33	1.31	
2022/07/01	Fri	06:34	1.29	
2022/07/01	Fri	06:35	1.26	
2022/07/01	Fri	06:36	1.24	
2022/07/01	Fri	06:37	1.21	
2022/07/01	Fri	06:38	1.19	
2022/07/01	Fri	06:39	1.16	
2022/07/01	Fri	06:40	1.14	
2022/07/01	Fri	06:41	1.11	
2022/07/01	Fri	06:42	1.09	
2022/07/01	Fri	06:43	1.07	
2022/07/01	Fri	06:44	1.04	
2022/07/01	Fri	06:45	1.02	
2022/07/01	Fri	06:46	1.00	
2022/07/01	Fri	06:47	0.98	
2022/07/01	Fri	06:48	0.96	
2022/07/01	Fri	06:49	0.94	
2022/07/01	Fri	06:50	0.92	
2022/07/01	Fri	06:51	0.90	
2022/07/01	Fri	06:52	0.88	
2022/07/01	Fri	06:53	0.86	
2022/07/01	Fri	06:54	0.84	
2022/07/01	Fri	06:55	0.82	
2022/07/01	Fri	06:56	0.80	
2022/07/01	Fri	06:57	0.78	
2022/07/01	Fri	06:58	0.77	
2022/07/01	Fri	06:59	0.75	
2022/07/01	Fri	07:00	0.73	
2022/07/01	Fri	07:01	0.71	
2022/07/01	Fri	07:02	0.70	
2022/07/01	Fri	07:03	0.68	
2022/07/01	Fri	07:04	0.67	
2022/07/01	Fri	07:05	0.66	
2022/07/01	Fri	07:06	0.64	
2022/07/01	Fri	07:07	0.63	
2022/07/01	Fri	07:08	0.61	
2022/07/01	Fri	07:09	0.60	
2022/07/01	Fri	07:10	0.59	
2022/07/01	Fri	07:11	0.58	
2022/07/01	Fri	07:12	0.57	
2022/07/01	Fri	07:13	0.56	
2022/07/01	Fri	07:14	0.54	
2022/07/01	Fri	07:15	0.53	
2022/07/01	Fri	07:16	0.53	
2022/07/01	Fri	07:17	0.52	
2022/07/01	Fri	07:18	0.51	
2022/07/01	Fri	07:19	0.50	
2022/07/01	Fri	07:20	0.49	
2022/07/01	Fri	07:21	0.48	
2022/07/01	Fri	07:22	0.48	
2022/07/01	Fri	07:23	0.47	
2022/07/01	Fri	07:24	0.46	
2022/07/01	Fri	07:25	0.46	
2022/07/01	Fri	07:26	0.45	
2022/07/01	Fri	07:27	0.45	
2022/07/01	Fri	07:28	0.44	
2022/07/01	Fri	07:29	0.44	
2022/07/01	Fri	07:30	0.44	
2022/07/01	Fri	07:31	0.43	
2022/07/01	Fri	07:32	0.43	
2022/07/01	Fri	07:33	0.43	
2022/07/01	Fri	07:34	0.43	
2022/07/01	Fri	07:35	0.43	
2022/07/01	Fri	07:36	0.43	
2022/07/01	Fri	07:37	0.42	
2022/07/01	Fri	07:38	0.43	
2022/07/01	Fri	07:39	0.43	
2022/07/01	Fri	07:40	0.43	
2022/07/01	Fri	07:41	0.43	
2022/07/01	Fri	07:42	0.43	
2022/07/01	Fri	07:43	0.43	
2022/07/01	Fri	07:44	0.43	
2022/07/01	Fri	07:45	0.44	
2022/07/01	Fri	07:46	0.44	
2022/07/01	Fri	07:47	0.45	
2022/07/01	Fri	07:48	0.45	
2022/07/01	Fri	07:49	0.46	
2022/07/01	Fri	07:50	0.46	
2022/07/01	Fri	07:51	0.47	
2022/07/01	Fri	07:52	0.47	
2022/07/01	Fri	07:53	0.48	
2022/07/01	Fri	07:54	0.49	
2022/07/01	Fri	07:55	0.49	
2022/07/01	Fri	07:56	0.50	
2022/07/01	Fri	07:57	0.51	
2022/07/01	Fri	07:58	0.52	
2022/07/01	Fri	07:59	0.53	
2022/07/01	Fri	08:00	0.54	
2022/07/01	Fri	08:01	0.55	
2022/07/01	Fri	08:02	0.56	
2022/07/01	Fri	08:03	0.57	
2022/07/01	Fri	08:04	0.58	
2022/07/01	Fri	08:05	0.59	
2022/07/01	Fri	08:06	0.60	
2022/07/01	Fri	08:07	0.61	
2022/07/01	Fri	08:08	0.62	
2022/07/01	Fri	08:09	0.64	
2022/07/01	Fri	08:10	0.65	
2022/07/01	Fri	08:11	0.66	
2022/07/01	Fri	08:12	0.68	
2022/07/01	Fri	08:13	0.69	
2022/07/01	Fri	08:14	0.70	
2022/07/01	Fri	08:15	0.72	
2022/07/01	Fri	08:16	0.73	
2022/07/01	Fri	08:17	0.75	
2022/07/01	Fri	08:18	0.76	
2022/07/01	Fri	08:19	0.78	
2022/07/01	Fri	08:20	0.80	
2022/07/01	Fri	08:21	0.81	
2022/07/01	Fri	08:22	0.83	
2022/07/01	Fri	08:23	0.85	
2022/07/01	Fri	08:24	0.86	
2022/07/01	Fri	08:25	0.88	
2022/07/01	Fri	08:26	0.90	
2022/07/01	Fri	08:27	0.92	
2022/07/01	Fri	08:28	0.94	
2022/07/01	Fri	08:29	0.95	
2022/07/01	Fri	08:30	0.97	
2022/07/01	Fri	08:31	0.99	
2022/07/01	Fri	08:32	1.01	
2022/07/01	Fri	08:33	1.03	
2022/07/01	Fri	08:34	1.05	
2022/07/01	Fri	08:35	1.07	
2022/07/01	Fri	08:36	1.09	
2022/07/01	Fri	08:37	1.11	
2022/07/01	Fri	08:38	1.14	
2022/07/01	Fri	08:39	1.16	
2022/07/01	Fri	08:40	1.18	
2022/07/01	Fri	08:41	1.20	
2022/07/01	Fri	08:42	1.22	
2022/07/01	Fri	08:43	1.24	
2022/07/01	Fri	08:44	1.27	
2022/07/01	Fri	08:45	1.29	
2022/07/01	Fri	08:46	1.31	
2022/07/01	Fri	08:47	1.33	
2022/07/01	Fri	08:48	1.36	
2022/07/01	Fri	08:49	1.38	
2022/07/01	Fri	08:50	1.41	
2022/07/01	Fri	08:51	1.43	
2022/07/01	Fri	08:52	1.45	
2022/07/01	Fri	08:53	1.48	
2022/07/01	Fri	08:54	1.50	
2022/07/01	Fri	08:55	1.52	
2022/07/01	Fri	08:56	1.55	
2022/07/01	Fri	08:57	1.57	
2022/07/01	Fri	08:58	1.60	
2022/07/01	Fri	08:59	1.62	
2022/07/01	Fri	09:00	1.65	
2022/07/01	Fri	09:01	1.67	
2022/07/01	Fri	09:02	1.70	
2022/07/01	Fri	09:03	1.72	
2022/07/01	Fri	09:04	1.75	
2022/07/01	Fri	09:05	1.77	
2022/07/01	Fri	09:06	1.80	
2022/07/01	Fri	09:07	1.83	
2022/07/01	Fri	09:08	1.85	
2022/07/01	Fri	09:09	1.88	
2022/07/01	Fri	09:10	1.90	
2022/07/01	Fri	09:11	1.93	
2022/07/01	Fri	09:12	1.96	
2022/07/01	Fri	09:13	1.98	
2022/07/01	Fri	09:14	2.01	
2022/07/01	Fri	09:15	2.04	
2022/07/01	Fri	09:16	2.06	
2022/07/01	Fri	09:17	2.09	
2022/07/01	Fri	09:18	2.12	
2022/07/01	Fri	09:19	2.14	
2022/07/01	Fri	09:20	2.17	
2022/07/01	Fri	09:21	2.20	
2022/07/01	Fri	09:22	2.22	
2022/07/01	Fri	09:23	2.25	
2022/07/01	Fri	09:24	2.28	
2022/07/01	Fri	09:25	2.31	
2022/07/01	Fri	09:26	2.33	
2022/07/01	Fri	09:27	2.36	
2022/07/01	Fri	09:28	2.39	
2022/07/01	Fri	09:29	2.41	
2022/07/01	Fri	09:30	2.44	
2022/07/01	Fri	09:31	2.47	
2022/07/01	Fri	09:32	2.50	
2022/07/01	Fri	09:33	2.52	
2022/07/01	Fri	09:34	2.55	
2022/07/01	Fri	09:35	2.58	
2022/07/01	Fri	09:36	2.61	
2022/07/01	Fri	09:37	2.63	
2022/07/01	Fri	09:38	2.66	
2022/07/01	Fri	09:39	2.69	
2022/07/01	Fri	09:40	2.72	
2022/07/01	Fri	09:41	2.74	
2022/07/01	Fri	09:42	2.77	
2022/07/01	Fri	09:43	2.80	
2022/07/01	Fri	09:44	2.83	
2022/07/01	Fri	09:45	2.85	
2022/07/01	Fri	09:46	2.88	
2022/07/01	Fri	09:47	2.91	
2022/07/01	Fri	09:48	2.94	
2022/07/01	Fri	09:49	2.97	
2022/07/01	Fri	09:50	2.99	
2022/07/01	Fri	09:51	3.02	
2022/07/01	Fri	09:52	3.05	
2022/07/01	Fri	09:53	3.08	
2022/07/01	Fri	09:54	3.10	
2022/07/01	Fri	09:55	3.13	
2022/07/01	Fri	09:56	3.16	
2022/07/01	Fri	09:57	3.19	
2022/07/01	Fri	09:58	3.22	
2022/07/01	Fri	09:59	3.25	
2022/07/01	Fri	10:00	3.27	
2022/07/01	Fri	10:01	3.30	
2022/07/01	Fri	10:02	3.33	
2022/07/01	Fri	10:03	3.36	
2022/07/01	Fri	10:04	3.38	
2022/07/01	Fri	10:05	3.41	
2022/07/01	Fri	10:06	3.44	
2022/07/01	Fri	10:07	3.47	
2022/07/01	Fri	10:08	3.50	
2022/07/01	Fri	10:09	3.52	
2022/07/01	Fri	10:10	3.55	
2022/07/01	Fri	10:11	3.58	
2022/07/01	Fri	10:12	3.61	
2022/07/01	Fri	10:13	3.64	
2022/07/01	Fri	10:14	3.66	
2022/07/01	Fri	10:15	3.69	
2022/07/01	Fri	10:16	3.72	
2022/07/01	Fri	10:17	3.75	
2022/07/01	Fri	10:18	3.78	
2022/07/01	Fri	10:19	3.81	
2022/07/01	Fri	10:20	3.83	
2022/07/01	Fri	10:21	3.86	
2022/07/01	Fri	10:22	3.89	
2022/07/01	Fri	10:23	3.92	
2022/07/01	Fri	10:24	3.95	
2022/07/01	Fri	10:25	3.97	
2022/07/01	Fri	10:26	4.00	
2022/07/01	Fri	10:27	4.03	
2022/07/01	Fri	10:28	4.06	
2022/07/01	Fri	10:29	4.09	
2022/07/01	Fri	10:30	4.12	
2022/07/01	Fri	10:31	4.14	
2022/07/01	Fri	10:32	4.17	
2022/07/01	Fri	10:33	4.20	
2022/07/01	Fri	10:34	4.23	
2022/07/01	Fri	10:35	4.26	
2022/07/01	Fri	10:36	4.29	
2022/07/01	Fri	10:37	4.32	
2022/07/01	Fri	10:38	4.34	
2022/07/01	Fri	10:39	4.37	
2022/07/01	Fri	10:40	4.40	
2022/07/01	Fri	10:41	4.43	
2022/07/01	Fri	10:42	4.46	
2022/07/01	Fri	10:43	4.49	
2022/07/01	Fri	10:44	4.52	
2022/07/01	Fri	10:45	4.54	
2022/07/01	Fri	10:46	4.57	
2022/07/01	Fri	10:47	4.60	
2022/07/01	Fri	10:48	4.63	
2022/07/01	Fri	10:49	4.66	
2022/07/01	Fri	10:50	4.69	
2022/07/01	Fri	10:51	4.72	
2022/07/01	Fri	10:52	4.75	
2022/07/01	Fri	10:53	4.78	
2022/07/01	Fri	10:54	4.81	
2022/07/01	Fri	10:55	4.84	
2022/07/01	Fri	10:56	4.87	
2022/07/01	Fri	10:57	4.90	
2022/07/01	Fri	10:58	4.92	
2022/07/01	Fri	10:59	4.96	
2022/07/01	Fri	11:00	4.98	
2022/07/01	Fri	11:01	5.01	
2022/07/01	Fri	11:02	5.04	
2022/07/01	Fri	11:03	5.07	
2022/07/01	Fri	11:04	5.10	
2022/07/01	Fri	11:05	5.13	
2022/07/01	Fri	11:06	5.16	
2022/07/01	Fri	11:07	5.19	
2022/07/01	Fri	11:08	5.22	
2022/07/01	Fri	11:09	5.25	
2022/07/01	Fri	11:10	5.28	
2022/07/01	Fri	11:11	5.31	
2022/07/01	Fri	11:12	5.34	
2022/07/01	Fri	11:13	5.37	
2022/07/01	Fri	11:14	5.41	
2022/07/01	Fri	11:15	5.43	
2022/07/01	Fri	11:16	5.46	
2022/07/01	Fri	11:17	5.50	
2022/07/01	Fri	11:18	5.53	
2022/07/01	Fri	11:19	5.56	
