NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Daily Tide Predictions
StationName: Provincetown 
State: MA 
Stationid: 8446121
Prediction Type: Harmonic
From: 20221001 00:00 - 20221031 23:54
Units: Feet
Time Zone: LST_LDT
Datum: MLLW
Interval Type: One Minute

Date 		Day	Time	Pred	
2022/10/01	Sat	01:40	7.03	
2022/10/01	Sat	01:41	7.06	
2022/10/01	Sat	01:42	7.09	
2022/10/01	Sat	01:43	7.12	
2022/10/01	Sat	01:44	7.15	
2022/10/01	Sat	01:45	7.18	
2022/10/01	Sat	01:46	7.21	
2022/10/01	Sat	01:47	7.24	
2022/10/01	Sat	01:48	7.27	
2022/10/01	Sat	01:49	7.30	
2022/10/01	Sat	01:50	7.33	
2022/10/01	Sat	01:51	7.36	
2022/10/01	Sat	01:52	7.39	
2022/10/01	Sat	01:53	7.42	
2022/10/01	Sat	01:54	7.45	
2022/10/01	Sat	01:55	7.48	
2022/10/01	Sat	01:56	7.51	
2022/10/01	Sat	01:57	7.54	
2022/10/01	Sat	01:58	7.57	
2022/10/01	Sat	01:59	7.60	
2022/10/01	Sat	02:00	7.63	
2022/10/01	Sat	02:01	7.66	
2022/10/01	Sat	02:02	7.68	
2022/10/01	Sat	02:03	7.71	
2022/10/01	Sat	02:04	7.74	
2022/10/01	Sat	02:05	7.77	
2022/10/01	Sat	02:06	7.80	
2022/10/01	Sat	02:07	7.82	
2022/10/01	Sat	02:08	7.85	
2022/10/01	Sat	02:09	7.88	
2022/10/01	Sat	02:10	7.91	
2022/10/01	Sat	02:11	7.93	
2022/10/01	Sat	02:12	7.96	
2022/10/01	Sat	02:13	7.99	
2022/10/01	Sat	02:14	8.01	
2022/10/01	Sat	02:15	8.04	
2022/10/01	Sat	02:16	8.07	
2022/10/01	Sat	02:17	8.09	
2022/10/01	Sat	02:18	8.12	
2022/10/01	Sat	02:19	8.14	
2022/10/01	Sat	02:20	8.17	
2022/10/01	Sat	02:21	8.19	
2022/10/01	Sat	02:22	8.22	
2022/10/01	Sat	02:23	8.24	
2022/10/01	Sat	02:24	8.27	
2022/10/01	Sat	02:25	8.29	
2022/10/01	Sat	02:26	8.32	
2022/10/01	Sat	02:27	8.34	
2022/10/01	Sat	02:28	8.37	
2022/10/01	Sat	02:29	8.39	
2022/10/01	Sat	02:30	8.41	
2022/10/01	Sat	02:31	8.44	
2022/10/01	Sat	02:32	8.46	
2022/10/01	Sat	02:33	8.48	
2022/10/01	Sat	02:34	8.50	
2022/10/01	Sat	02:35	8.53	
2022/10/01	Sat	02:36	8.55	
2022/10/01	Sat	02:37	8.57	
2022/10/01	Sat	02:38	8.59	
2022/10/01	Sat	02:39	8.61	
2022/10/01	Sat	02:40	8.63	
2022/10/01	Sat	02:41	8.65	
2022/10/01	Sat	02:42	8.68	
2022/10/01	Sat	02:43	8.70	
2022/10/01	Sat	02:44	8.72	
2022/10/01	Sat	02:45	8.74	
2022/10/01	Sat	02:46	8.76	
2022/10/01	Sat	02:47	8.78	
2022/10/01	Sat	02:48	8.79	
2022/10/01	Sat	02:49	8.81	
2022/10/01	Sat	02:50	8.83	
2022/10/01	Sat	02:51	8.85	
2022/10/01	Sat	02:52	8.87	
2022/10/01	Sat	02:53	8.89	
2022/10/01	Sat	02:54	8.90	
2022/10/01	Sat	02:55	8.92	
2022/10/01	Sat	02:56	8.94	
2022/10/01	Sat	02:57	8.95	
2022/10/01	Sat	02:58	8.97	
2022/10/01	Sat	02:59	8.99	
2022/10/01	Sat	03:00	9.00	
2022/10/01	Sat	03:01	9.02	
2022/10/01	Sat	03:02	9.03	
2022/10/01	Sat	03:03	9.05	
2022/10/01	Sat	03:04	9.06	
2022/10/01	Sat	03:05	9.08	
2022/10/01	Sat	03:06	9.09	
2022/10/01	Sat	03:07	9.10	
2022/10/01	Sat	03:08	9.12	
2022/10/01	Sat	03:09	9.13	
2022/10/01	Sat	03:10	9.14	
2022/10/01	Sat	03:11	9.15	
2022/10/01	Sat	03:12	9.17	
2022/10/01	Sat	03:13	9.18	
2022/10/01	Sat	03:14	9.19	
2022/10/01	Sat	03:15	9.20	
2022/10/01	Sat	03:16	9.21	
2022/10/01	Sat	03:17	9.22	
2022/10/01	Sat	03:18	9.23	
2022/10/01	Sat	03:19	9.24	
2022/10/01	Sat	03:20	9.25	
2022/10/01	Sat	03:21	9.26	
2022/10/01	Sat	03:22	9.27	
2022/10/01	Sat	03:23	9.27	
2022/10/01	Sat	03:24	9.28	
2022/10/01	Sat	03:25	9.29	
2022/10/01	Sat	03:26	9.30	
2022/10/01	Sat	03:27	9.30	
2022/10/01	Sat	03:28	9.31	
2022/10/01	Sat	03:29	9.32	
2022/10/01	Sat	03:30	9.32	
2022/10/01	Sat	03:31	9.33	
2022/10/01	Sat	03:32	9.33	
2022/10/01	Sat	03:33	9.34	
2022/10/01	Sat	03:34	9.34	
2022/10/01	Sat	03:35	9.34	
2022/10/01	Sat	03:36	9.35	
2022/10/01	Sat	03:37	9.35	
2022/10/01	Sat	03:38	9.35	
2022/10/01	Sat	03:39	9.36	
2022/10/01	Sat	03:40	9.36	
2022/10/01	Sat	03:41	9.36	
2022/10/01	Sat	03:42	9.36	
2022/10/01	Sat	03:43	9.36	
2022/10/01	Sat	03:44	9.36	
2022/10/01	Sat	03:45	9.36	
2022/10/01	Sat	03:46	9.36	
2022/10/01	Sat	03:47	9.36	
2022/10/01	Sat	03:48	9.36	
2022/10/01	Sat	03:49	9.36	
2022/10/01	Sat	03:50	9.36	
2022/10/01	Sat	03:51	9.35	
2022/10/01	Sat	03:52	9.35	
2022/10/01	Sat	03:53	9.35	
2022/10/01	Sat	03:54	9.34	
2022/10/01	Sat	03:55	9.34	
2022/10/01	Sat	03:56	9.34	
2022/10/01	Sat	03:57	9.33	
2022/10/01	Sat	03:58	9.33	
2022/10/01	Sat	03:59	9.32	
2022/10/01	Sat	04:00	9.31	
2022/10/01	Sat	04:01	9.31	
2022/10/01	Sat	04:02	9.30	
2022/10/01	Sat	04:03	9.30	
2022/10/01	Sat	04:04	9.29	
2022/10/01	Sat	04:05	9.28	
2022/10/01	Sat	04:06	9.27	
2022/10/01	Sat	04:07	9.27	
2022/10/01	Sat	04:08	9.26	
2022/10/01	Sat	04:09	9.25	
2022/10/01	Sat	04:10	9.24	
2022/10/01	Sat	04:11	9.23	
2022/10/01	Sat	04:12	9.22	
2022/10/01	Sat	04:13	9.21	
2022/10/01	Sat	04:14	9.20	
2022/10/01	Sat	04:15	9.18	
2022/10/01	Sat	04:16	9.17	
2022/10/01	Sat	04:17	9.16	
2022/10/01	Sat	04:18	9.15	
2022/10/01	Sat	04:19	9.13	
2022/10/01	Sat	04:20	9.12	
2022/10/01	Sat	04:21	9.11	
2022/10/01	Sat	04:22	9.09	
2022/10/01	Sat	04:23	9.08	
2022/10/01	Sat	04:24	9.06	
2022/10/01	Sat	04:25	9.05	
2022/10/01	Sat	04:26	9.04	
2022/10/01	Sat	04:27	9.02	
2022/10/01	Sat	04:28	9.00	
2022/10/01	Sat	04:29	8.99	
2022/10/01	Sat	04:30	8.97	
2022/10/01	Sat	04:31	8.95	
2022/10/01	Sat	04:32	8.94	
2022/10/01	Sat	04:33	8.92	
2022/10/01	Sat	04:34	8.90	
2022/10/01	Sat	04:35	8.88	
2022/10/01	Sat	04:36	8.86	
2022/10/01	Sat	04:37	8.85	
2022/10/01	Sat	04:38	8.82	
2022/10/01	Sat	04:39	8.81	
2022/10/01	Sat	04:40	8.79	
2022/10/01	Sat	04:41	8.77	
2022/10/01	Sat	04:42	8.74	
2022/10/01	Sat	04:43	8.72	
2022/10/01	Sat	04:44	8.70	
2022/10/01	Sat	04:45	8.68	
2022/10/01	Sat	04:46	8.66	
2022/10/01	Sat	04:47	8.64	
2022/10/01	Sat	04:48	8.62	
2022/10/01	Sat	04:49	8.59	
2022/10/01	Sat	04:50	8.57	
2022/10/01	Sat	04:51	8.55	
2022/10/01	Sat	04:52	8.52	
2022/10/01	Sat	04:53	8.50	
2022/10/01	Sat	04:54	8.48	
2022/10/01	Sat	04:55	8.45	
2022/10/01	Sat	04:56	8.43	
2022/10/01	Sat	04:57	8.40	
2022/10/01	Sat	04:58	8.38	
2022/10/01	Sat	04:59	8.35	
2022/10/01	Sat	05:00	8.33	
2022/10/01	Sat	05:01	8.30	
2022/10/01	Sat	05:02	8.28	
2022/10/01	Sat	05:03	8.25	
2022/10/01	Sat	05:04	8.22	
2022/10/01	Sat	05:05	8.20	
2022/10/01	Sat	05:06	8.17	
2022/10/01	Sat	05:07	8.14	
2022/10/01	Sat	05:08	8.11	
2022/10/01	Sat	05:09	8.09	
2022/10/01	Sat	05:10	8.06	
2022/10/01	Sat	05:11	8.03	
2022/10/01	Sat	05:12	8.00	
2022/10/01	Sat	05:13	7.97	
2022/10/01	Sat	05:14	7.95	
2022/10/01	Sat	05:15	7.92	
2022/10/01	Sat	05:16	7.89	
2022/10/01	Sat	05:17	7.86	
2022/10/01	Sat	05:18	7.83	
2022/10/01	Sat	05:19	7.80	
2022/10/01	Sat	05:20	7.77	
2022/10/01	Sat	05:21	7.74	
2022/10/01	Sat	05:22	7.71	
2022/10/01	Sat	05:23	7.68	
2022/10/01	Sat	05:24	7.65	
2022/10/01	Sat	05:25	7.62	
2022/10/01	Sat	05:26	7.59	
2022/10/01	Sat	05:27	7.56	
2022/10/01	Sat	05:28	7.53	
2022/10/01	Sat	05:29	7.49	
2022/10/01	Sat	05:30	7.46	
2022/10/01	Sat	05:31	7.43	
2022/10/01	Sat	05:32	7.40	
2022/10/01	Sat	05:33	7.37	
2022/10/01	Sat	05:34	7.33	
2022/10/01	Sat	05:35	7.30	
2022/10/01	Sat	05:36	7.27	
2022/10/01	Sat	05:37	7.24	
2022/10/01	Sat	05:38	7.21	
2022/10/01	Sat	05:39	7.17	
2022/10/01	Sat	05:40	7.14	
2022/10/01	Sat	05:41	7.11	
2022/10/01	Sat	05:42	7.08	
2022/10/01	Sat	05:43	7.04	
2022/10/01	Sat	05:44	7.01	
2022/10/01	Sat	05:45	6.97	
2022/10/01	Sat	05:46	6.94	
2022/10/01	Sat	05:47	6.91	
2022/10/01	Sat	05:48	6.88	
2022/10/01	Sat	05:49	6.84	
2022/10/01	Sat	05:50	6.81	
2022/10/01	Sat	05:51	6.77	
2022/10/01	Sat	05:52	6.74	
2022/10/01	Sat	05:53	6.71	
2022/10/01	Sat	05:54	6.67	
2022/10/01	Sat	05:55	6.64	
2022/10/01	Sat	05:56	6.60	
2022/10/01	Sat	05:57	6.57	
2022/10/01	Sat	05:58	6.54	
2022/10/01	Sat	05:59	6.50	
2022/10/01	Sat	06:00	6.47	
2022/10/01	Sat	06:01	6.43	
2022/10/01	Sat	06:02	6.40	
2022/10/01	Sat	06:03	6.36	
2022/10/01	Sat	06:04	6.33	
2022/10/01	Sat	06:05	6.29	
2022/10/01	Sat	06:06	6.26	
2022/10/01	Sat	06:07	6.22	
2022/10/01	Sat	06:08	6.19	
2022/10/01	Sat	06:09	6.16	
2022/10/01	Sat	06:10	6.12	
2022/10/01	Sat	06:11	6.08	
2022/10/01	Sat	06:12	6.05	
2022/10/01	Sat	06:13	6.01	
2022/10/01	Sat	06:14	5.98	
2022/10/01	Sat	06:15	5.95	
2022/10/01	Sat	06:16	5.91	
2022/10/01	Sat	06:17	5.88	
2022/10/01	Sat	06:18	5.84	
2022/10/01	Sat	06:19	5.80	
2022/10/01	Sat	06:20	5.77	
2022/10/01	Sat	06:21	5.74	
2022/10/01	Sat	06:22	5.70	
2022/10/01	Sat	06:23	5.66	
2022/10/01	Sat	06:24	5.63	
2022/10/01	Sat	06:25	5.59	
2022/10/01	Sat	06:26	5.56	
2022/10/01	Sat	06:27	5.52	
2022/10/01	Sat	06:28	5.49	
2022/10/01	Sat	06:29	5.45	
2022/10/01	Sat	06:30	5.42	
2022/10/01	Sat	06:31	5.38	
2022/10/01	Sat	06:32	5.35	
2022/10/01	Sat	06:33	5.31	
2022/10/01	Sat	06:34	5.28	
2022/10/01	Sat	06:35	5.24	
2022/10/01	Sat	06:36	5.21	
2022/10/01	Sat	06:37	5.17	
2022/10/01	Sat	06:38	5.14	
2022/10/01	Sat	06:39	5.10	
2022/10/01	Sat	06:40	5.07	
2022/10/01	Sat	06:41	5.03	
2022/10/01	Sat	06:42	5.00	
2022/10/01	Sat	06:43	4.96	
2022/10/01	Sat	06:44	4.92	
2022/10/01	Sat	06:45	4.89	
2022/10/01	Sat	06:46	4.85	
2022/10/01	Sat	06:47	4.82	
2022/10/01	Sat	06:48	4.78	
2022/10/01	Sat	06:49	4.75	
2022/10/01	Sat	06:50	4.71	
2022/10/01	Sat	06:51	4.68	
2022/10/01	Sat	06:52	4.64	
2022/10/01	Sat	06:53	4.61	
2022/10/01	Sat	06:54	4.57	
2022/10/01	Sat	06:55	4.54	
2022/10/01	Sat	06:56	4.50	
2022/10/01	Sat	06:57	4.47	
2022/10/01	Sat	06:58	4.43	
2022/10/01	Sat	06:59	4.40	
2022/10/01	Sat	07:00	4.36	
2022/10/01	Sat	07:01	4.33	
2022/10/01	Sat	07:02	4.29	
2022/10/01	Sat	07:03	4.26	
2022/10/01	Sat	07:04	4.23	
2022/10/01	Sat	07:05	4.19	
2022/10/01	Sat	07:06	4.16	
2022/10/01	Sat	07:07	4.12	
2022/10/01	Sat	07:08	4.09	
2022/10/01	Sat	07:09	4.05	
2022/10/01	Sat	07:10	4.02	
2022/10/01	Sat	07:11	3.98	
2022/10/01	Sat	07:12	3.95	
2022/10/01	Sat	07:13	3.92	
2022/10/01	Sat	07:14	3.88	
2022/10/01	Sat	07:15	3.85	
2022/10/01	Sat	07:16	3.81	
2022/10/01	Sat	07:17	3.78	
2022/10/01	Sat	07:18	3.75	
2022/10/01	Sat	07:19	3.71	
2022/10/01	Sat	07:20	3.68	
2022/10/01	Sat	07:21	3.64	
2022/10/01	Sat	07:22	3.61	
2022/10/01	Sat	07:23	3.58	
2022/10/01	Sat	07:24	3.54	
2022/10/01	Sat	07:25	3.51	
2022/10/01	Sat	07:26	3.48	
2022/10/01	Sat	07:27	3.44	
2022/10/01	Sat	07:28	3.41	
2022/10/01	Sat	07:29	3.38	
2022/10/01	Sat	07:30	3.34	
2022/10/01	Sat	07:31	3.31	
2022/10/01	Sat	07:32	3.27	
2022/10/01	Sat	07:33	3.24	
2022/10/01	Sat	07:34	3.21	
2022/10/01	Sat	07:35	3.18	
2022/10/01	Sat	07:36	3.14	
2022/10/01	Sat	07:37	3.11	
2022/10/01	Sat	07:38	3.08	
2022/10/01	Sat	07:39	3.05	
2022/10/01	Sat	07:40	3.01	
2022/10/01	Sat	07:41	2.98	
2022/10/01	Sat	07:42	2.95	
2022/10/01	Sat	07:43	2.92	
2022/10/01	Sat	07:44	2.88	
2022/10/01	Sat	07:45	2.85	
2022/10/01	Sat	07:46	2.82	
2022/10/01	Sat	07:47	2.79	
2022/10/01	Sat	07:48	2.76	
2022/10/01	Sat	07:49	2.73	
2022/10/01	Sat	07:50	2.69	
2022/10/01	Sat	07:51	2.66	
2022/10/01	Sat	07:52	2.63	
2022/10/01	Sat	07:53	2.60	
2022/10/01	Sat	07:54	2.57	
2022/10/01	Sat	07:55	2.54	
2022/10/01	Sat	07:56	2.51	
2022/10/01	Sat	07:57	2.48	
2022/10/01	Sat	07:58	2.45	
2022/10/01	Sat	07:59	2.42	
2022/10/01	Sat	08:00	2.39	
2022/10/01	Sat	08:01	2.36	
2022/10/01	Sat	08:02	2.33	
2022/10/01	Sat	08:03	2.30	
2022/10/01	Sat	08:04	2.27	
2022/10/01	Sat	08:05	2.24	
2022/10/01	Sat	08:06	2.21	
2022/10/01	Sat	08:07	2.18	
2022/10/01	Sat	08:08	2.15	
2022/10/01	Sat	08:09	2.12	
2022/10/01	Sat	08:10	2.09	
2022/10/01	Sat	08:11	2.06	
2022/10/01	Sat	08:12	2.03	
2022/10/01	Sat	08:13	2.01	
2022/10/01	Sat	08:14	1.98	
2022/10/01	Sat	08:15	1.95	
2022/10/01	Sat	08:16	1.92	
2022/10/01	Sat	08:17	1.90	
2022/10/01	Sat	08:18	1.87	
2022/10/01	Sat	08:19	1.84	
2022/10/01	Sat	08:20	1.81	
2022/10/01	Sat	08:21	1.79	
2022/10/01	Sat	08:22	1.76	
2022/10/01	Sat	08:23	1.73	
2022/10/01	Sat	08:24	1.71	
2022/10/01	Sat	08:25	1.68	
2022/10/01	Sat	08:26	1.66	
2022/10/01	Sat	08:27	1.63	
2022/10/01	Sat	08:28	1.60	
2022/10/01	Sat	08:29	1.58	
2022/10/01	Sat	08:30	1.56	
2022/10/01	Sat	08:31	1.53	
2022/10/01	Sat	08:32	1.50	
2022/10/01	Sat	08:33	1.48	
2022/10/01	Sat	08:34	1.46	
2022/10/01	Sat	08:35	1.43	
2022/10/01	Sat	08:36	1.41	
2022/10/01	Sat	08:37	1.39	
2022/10/01	Sat	08:38	1.36	
2022/10/01	Sat	08:39	1.34	
2022/10/01	Sat	08:40	1.32	
2022/10/01	Sat	08:41	1.30	
2022/10/01	Sat	08:42	1.27	
2022/10/01	Sat	08:43	1.25	
2022/10/01	Sat	08:44	1.23	
2022/10/01	Sat	08:45	1.21	
2022/10/01	Sat	08:46	1.19	
2022/10/01	Sat	08:47	1.17	
2022/10/01	Sat	08:48	1.15	
2022/10/01	Sat	08:49	1.13	
2022/10/01	Sat	08:50	1.11	
2022/10/01	Sat	08:51	1.09	
2022/10/01	Sat	08:52	1.07	
2022/10/01	Sat	08:53	1.05	
2022/10/01	Sat	08:54	1.03	
2022/10/01	Sat	08:55	1.01	
2022/10/01	Sat	08:56	1.00	
2022/10/01	Sat	08:57	0.98	
2022/10/01	Sat	08:58	0.96	
2022/10/01	Sat	08:59	0.94	
2022/10/01	Sat	09:00	0.93	
2022/10/01	Sat	09:01	0.91	
2022/10/01	Sat	09:02	0.90	
2022/10/01	Sat	09:03	0.88	
2022/10/01	Sat	09:04	0.87	
2022/10/01	Sat	09:05	0.85	
2022/10/01	Sat	09:06	0.84	
2022/10/01	Sat	09:07	0.82	
2022/10/01	Sat	09:08	0.81	
2022/10/01	Sat	09:09	0.79	
2022/10/01	Sat	09:10	0.78	
2022/10/01	Sat	09:11	0.77	
2022/10/01	Sat	09:12	0.76	
2022/10/01	Sat	09:13	0.74	
2022/10/01	Sat	09:14	0.73	
2022/10/01	Sat	09:15	0.72	
2022/10/01	Sat	09:16	0.71	
2022/10/01	Sat	09:17	0.70	
2022/10/01	Sat	09:18	0.69	
2022/10/01	Sat	09:19	0.68	
2022/10/01	Sat	09:20	0.67	
2022/10/01	Sat	09:21	0.66	
2022/10/01	Sat	09:22	0.65	
2022/10/01	Sat	09:23	0.64	
2022/10/01	Sat	09:24	0.64	
2022/10/01	Sat	09:25	0.63	
2022/10/01	Sat	09:26	0.62	
2022/10/01	Sat	09:27	0.61	
2022/10/01	Sat	09:28	0.61	
2022/10/01	Sat	09:29	0.60	
2022/10/01	Sat	09:30	0.59	
2022/10/01	Sat	09:31	0.59	
2022/10/01	Sat	09:32	0.58	
2022/10/01	Sat	09:33	0.58	
2022/10/01	Sat	09:34	0.58	
2022/10/01	Sat	09:35	0.57	
2022/10/01	Sat	09:36	0.57	
2022/10/01	Sat	09:37	0.57	
2022/10/01	Sat	09:38	0.56	
2022/10/01	Sat	09:39	0.56	
2022/10/01	Sat	09:40	0.56	
2022/10/01	Sat	09:41	0.56	
2022/10/01	Sat	09:42	0.56	
2022/10/01	Sat	09:43	0.56	
2022/10/01	Sat	09:44	0.56	
2022/10/01	Sat	09:45	0.56	
2022/10/01	Sat	09:46	0.56	
2022/10/01	Sat	09:47	0.56	
2022/10/01	Sat	09:48	0.56	
2022/10/01	Sat	09:49	0.57	
2022/10/01	Sat	09:50	0.57	
2022/10/01	Sat	09:51	0.57	
2022/10/01	Sat	09:52	0.58	
2022/10/01	Sat	09:53	0.58	
2022/10/01	Sat	09:54	0.59	
2022/10/01	Sat	09:55	0.59	
2022/10/01	Sat	09:56	0.60	
2022/10/01	Sat	09:57	0.60	
2022/10/01	Sat	09:58	0.61	
2022/10/01	Sat	09:59	0.61	
2022/10/01	Sat	10:00	0.62	
2022/10/01	Sat	10:01	0.63	
2022/10/01	Sat	10:02	0.64	
2022/10/01	Sat	10:03	0.65	
2022/10/01	Sat	10:04	0.65	
2022/10/01	Sat	10:05	0.66	
2022/10/01	Sat	10:06	0.67	
2022/10/01	Sat	10:07	0.68	
2022/10/01	Sat	10:08	0.69	
2022/10/01	Sat	10:09	0.70	
2022/10/01	Sat	10:10	0.71	
2022/10/01	Sat	10:11	0.73	
2022/10/01	Sat	10:12	0.74	
2022/10/01	Sat	10:13	0.75	
2022/10/01	Sat	10:14	0.77	
2022/10/01	Sat	10:15	0.78	
2022/10/01	Sat	10:16	0.79	
2022/10/01	Sat	10:17	0.81	
2022/10/01	Sat	10:18	0.82	
2022/10/01	Sat	10:19	0.84	
2022/10/01	Sat	10:20	0.85	
2022/10/01	Sat	10:21	0.87	
2022/10/01	Sat	10:22	0.88	
2022/10/01	Sat	10:23	0.90	
2022/10/01	Sat	10:24	0.92	
2022/10/01	Sat	10:25	0.94	
2022/10/01	Sat	10:26	0.95	
2022/10/01	Sat	10:27	0.97	
2022/10/01	Sat	10:28	0.99	
2022/10/01	Sat	10:29	1.01	
2022/10/01	Sat	10:30	1.03	
2022/10/01	Sat	10:31	1.05	
2022/10/01	Sat	10:32	1.07	
2022/10/01	Sat	10:33	1.09	
2022/10/01	Sat	10:34	1.11	
2022/10/01	Sat	10:35	1.13	
2022/10/01	Sat	10:36	1.15	
2022/10/01	Sat	10:37	1.18	
2022/10/01	Sat	10:38	1.20	
2022/10/01	Sat	10:39	1.22	
2022/10/01	Sat	10:40	1.24	
2022/10/01	Sat	10:41	1.27	
2022/10/01	Sat	10:42	1.29	
2022/10/01	Sat	10:43	1.31	
2022/10/01	Sat	10:44	1.34	
2022/10/01	Sat	10:45	1.36	
2022/10/01	Sat	10:46	1.39	
2022/10/01	Sat	10:47	1.42	
2022/10/01	Sat	10:48	1.44	
2022/10/01	Sat	10:49	1.47	
2022/10/01	Sat	10:50	1.50	
2022/10/01	Sat	10:51	1.52	
2022/10/01	Sat	10:52	1.55	
2022/10/01	Sat	10:53	1.58	
2022/10/01	Sat	10:54	1.60	
2022/10/01	Sat	10:55	1.63	
2022/10/01	Sat	10:56	1.66	
2022/10/01	Sat	10:57	1.69	
2022/10/01	Sat	10:58	1.72	
2022/10/01	Sat	10:59	1.75	
2022/10/01	Sat	11:00	1.78	
2022/10/01	Sat	11:01	1.81	
2022/10/01	Sat	11:02	1.84	
2022/10/01	Sat	11:03	1.87	
2022/10/01	Sat	11:04	1.90	
2022/10/01	Sat	11:05	1.93	
2022/10/01	Sat	11:06	1.96	
2022/10/01	Sat	11:07	1.99	
2022/10/01	Sat	11:08	2.03	
2022/10/01	Sat	11:09	2.06	
2022/10/01	Sat	11:10	2.09	
2022/10/01	Sat	11:11	2.12	
2022/10/01	Sat	11:12	2.16	
2022/10/01	Sat	11:13	2.19	
2022/10/01	Sat	11:14	2.22	
2022/10/01	Sat	11:15	2.26	
2022/10/01	Sat	11:16	2.29	
2022/10/01	Sat	11:17	2.33	
2022/10/01	Sat	11:18	2.36	
2022/10/01	Sat	11:19	2.39	
2022/10/01	Sat	11:20	2.43	
