"Plot Title: 20674248_Eel"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20674248, SEN S/N: 20674248)","High Range, μS/cm (LGR S/N: 20674248, SEN S/N: 20674248)","Temp, °C (LGR S/N: 20674248, SEN S/N: 20674248)","Coupler Detached (LGR S/N: 20674248)","Coupler Attached (LGR S/N: 20674248)","Host Connected (LGR S/N: 20674248)","Stopped (LGR S/N: 20674248)","End Of File (LGR S/N: 20674248)"
32,09/26/22 01:45:00 PM,0.0,0.0,24.72,,,,,
33,09/26/22 02:00:00 PM,0.0,0.0,24.57,,,,,
34,09/26/22 02:15:00 PM,0.0,0.0,24.42,,,,,
35,09/26/22 02:30:00 PM,0.0,0.0,24.33,,,,,
36,09/26/22 02:45:00 PM,0.0,0.0,24.24,,,,,
37,09/26/22 03:00:00 PM,0.0,0.0,24.18,,,,,
38,09/26/22 03:15:00 PM,0.0,0.0,24.13,,,,,
39,09/26/22 03:30:00 PM,0.0,0.0,24.11,,,,,
40,09/26/22 03:45:00 PM,0.0,0.0,24.08,,,,,
41,09/26/22 04:00:00 PM,0.0,0.0,24.07,,,,,
42,09/26/22 04:15:00 PM,0.0,0.0,24.07,,,,,
43,09/26/22 04:30:00 PM,0.0,0.0,24.06,,,,,
44,09/26/22 04:45:00 PM,0.0,0.0,24.04,,,,,
45,09/26/22 05:00:00 PM,0.0,0.0,23.98,,,,,
46,09/26/22 05:15:00 PM,0.0,0.0,23.92,,,,,
47,09/26/22 05:30:00 PM,0.0,0.0,23.90,,,,,
48,09/26/22 05:45:00 PM,0.0,0.0,23.89,,,,,
49,09/26/22 06:00:00 PM,0.0,0.0,23.90,,,,,
50,09/26/22 06:15:00 PM,0.0,0.0,23.91,,,,,
51,09/26/22 06:30:00 PM,0.0,0.0,23.93,,,,,
52,09/26/22 06:45:00 PM,0.0,0.0,23.95,,,,,
53,09/26/22 07:00:00 PM,0.0,0.0,23.93,,,,,
54,09/26/22 07:15:00 PM,0.0,0.0,23.92,,,,,
55,09/26/22 07:30:00 PM,0.0,0.0,23.89,,,,,
56,09/26/22 07:45:00 PM,0.0,0.0,23.76,,,,,
57,09/26/22 08:00:00 PM,0.0,0.0,23.55,,,,,
58,09/26/22 08:15:00 PM,0.0,0.0,23.36,,,,,
59,09/26/22 08:30:00 PM,0.0,0.0,23.16,,,,,
60,09/26/22 08:45:00 PM,0.0,0.0,22.99,,,,,
61,09/26/22 09:00:00 PM,0.0,0.0,22.83,,,,,
62,09/26/22 09:15:00 PM,0.0,0.0,22.67,,,,,
63,09/26/22 09:30:00 PM,0.0,0.0,22.52,,,,,
64,09/26/22 09:45:00 PM,0.0,0.0,22.39,,,,,
65,09/26/22 10:00:00 PM,0.0,0.0,22.25,,,,,
66,09/26/22 10:15:00 PM,0.0,0.0,22.14,,,,,
67,09/26/22 10:30:00 PM,0.0,0.0,22.05,,,,,
68,09/26/22 10:45:00 PM,0.0,0.0,21.95,,,,,
69,09/26/22 11:00:00 PM,0.0,0.0,21.86,,,,,
70,09/26/22 11:15:00 PM,0.0,0.0,21.79,,,,,
71,09/26/22 11:30:00 PM,0.0,0.0,21.70,,,,,
72,09/26/22 11:45:00 PM,0.0,0.0,21.64,,,,,
73,09/27/22 12:00:00 AM,0.0,0.0,21.57,,,,,
74,09/27/22 12:15:00 AM,0.0,0.0,21.51,,,,,
75,09/27/22 12:30:00 AM,0.0,0.0,21.43,,,,,
76,09/27/22 12:45:00 AM,0.0,0.0,21.37,,,,,
77,09/27/22 01:00:00 AM,0.0,0.0,21.30,,,,,
78,09/27/22 01:15:00 AM,0.0,0.0,21.24,,,,,
79,09/27/22 01:30:00 AM,0.0,0.0,21.18,,,,,
80,09/27/22 01:45:00 AM,0.0,0.0,21.11,,,,,
81,09/27/22 02:00:00 AM,0.0,0.0,21.04,,,,,
82,09/27/22 02:15:00 AM,0.0,0.0,20.97,,,,,
83,09/27/22 02:30:00 AM,0.0,0.0,20.91,,,,,
84,09/27/22 02:45:00 AM,0.0,0.0,20.83,,,,,
85,09/27/22 03:00:00 AM,0.0,0.0,20.76,,,,,
86,09/27/22 03:15:00 AM,0.0,0.0,20.69,,,,,
87,09/27/22 03:30:00 AM,0.0,0.0,20.62,,,,,
88,09/27/22 03:45:00 AM,0.0,0.0,20.55,,,,,
89,09/27/22 04:00:00 AM,0.0,0.0,20.48,,,,,
90,09/27/22 04:15:00 AM,0.0,0.0,20.42,,,,,
91,09/27/22 04:30:00 AM,0.0,0.0,20.34,,,,,
92,09/27/22 04:45:00 AM,0.0,0.0,20.28,,,,,
93,09/27/22 05:00:00 AM,0.0,0.0,20.22,,,,,
94,09/27/22 05:15:00 AM,0.0,0.0,20.16,,,,,
95,09/27/22 05:30:00 AM,0.0,0.0,20.10,,,,,
96,09/27/22 05:45:00 AM,0.0,0.0,20.04,,,,,
97,09/27/22 06:00:00 AM,0.0,0.0,19.96,,,,,
98,09/27/22 06:15:00 AM,0.0,0.0,19.90,,,,,
99,09/27/22 06:30:00 AM,0.0,0.0,19.86,,,,,
100,09/27/22 06:45:00 AM,0.0,0.0,19.85,,,,,
101,09/27/22 07:00:00 AM,0.0,0.0,19.85,,,,,
102,09/27/22 07:15:00 AM,0.0,0.0,19.90,,,,,
103,09/27/22 07:30:00 AM,0.0,0.0,19.90,,,,,
104,09/27/22 07:45:00 AM,0.0,0.0,19.91,,,,,
105,09/27/22 08:00:00 AM,0.0,0.0,19.95,,,,,
106,09/27/22 08:15:00 AM,0.0,0.0,20.01,,,,,
107,09/27/22 08:30:00 AM,0.0,0.0,20.08,,,,,
108,09/27/22 08:45:00 AM,0.0,0.0,20.16,,,,,
109,09/27/22 09:00:00 AM,0.0,0.0,20.27,,,,,
110,09/27/22 09:15:00 AM,0.0,0.0,20.35,,,,,
111,09/27/22 09:30:00 AM,0.0,0.0,20.44,,,,,
112,09/27/22 09:45:00 AM,0.0,0.0,20.56,,,,,
113,09/27/22 10:00:00 AM,0.0,0.0,20.69,,,,,
114,09/27/22 10:15:00 AM,0.0,0.0,20.84,,,,,
115,09/27/22 10:30:00 AM,0.0,0.0,21.45,,,,,
116,09/27/22 10:45:00 AM,0.0,0.0,22.36,,,,,
117,09/27/22 11:00:00 AM,0.0,0.0,22.71,,,,,
118,09/27/22 11:15:00 AM,0.0,0.0,22.88,,,,,
119,09/27/22 11:30:00 AM,0.0,0.0,22.93,,,,,
120,09/27/22 11:45:00 AM,0.0,0.0,22.88,,,,,
121,09/27/22 12:00:00 PM,0.0,0.0,22.77,,,,,
122,09/27/22 12:15:00 PM,0.0,0.0,22.61,,,,,
123,09/27/22 12:30:00 PM,0.0,0.0,22.49,,,,,
124,09/27/22 12:45:00 PM,0.0,0.0,22.38,,,,,
125,09/27/22 01:00:00 PM,0.0,0.0,22.30,,,,,
126,09/27/22 01:15:00 PM,0.0,0.0,23.10,,,,,
127,09/27/22 01:30:00 PM,0.0,0.0,22.55,,,,,
128,09/27/22 01:45:00 PM,0.0,0.0,21.95,,,,,
129,09/27/22 02:00:00 PM,0.0,0.0,21.48,,,,,
130,09/27/22 02:15:00 PM,0.0,0.0,21.27,,,,,
131,09/27/22 02:30:00 PM,0.0,0.0,21.80,,,,,
132,09/27/22 02:45:00 PM,0.0,0.0,22.17,,,,,
133,09/27/22 03:00:00 PM,0.0,0.0,22.41,,,,,
134,09/27/22 03:15:00 PM,0.0,0.0,22.62,,,,,
135,09/27/22 03:30:00 PM,0.0,0.0,22.78,,,,,
136,09/27/22 03:45:00 PM,0.0,0.0,22.93,,,,,
137,09/27/22 04:00:00 PM,0.0,0.0,23.05,,,,,
138,09/27/22 04:15:00 PM,0.0,0.0,23.16,,,,,
139,09/27/22 04:30:00 PM,0.0,0.0,23.20,,,,,
140,09/27/22 04:45:00 PM,0.0,0.0,23.19,,,,,
141,09/27/22 05:00:00 PM,0.0,0.0,23.13,,,,,
142,09/27/22 05:15:00 PM,0.0,0.0,22.99,,,,,
143,09/27/22 05:30:00 PM,0.0,0.0,22.77,,,,,
144,09/27/22 05:45:00 PM,0.0,0.0,22.54,,,,,
145,09/27/22 06:00:00 PM,0.0,0.0,22.36,,,,,
146,09/27/22 06:15:00 PM,0.0,0.0,22.23,,,,,
147,09/27/22 06:30:00 PM,0.0,0.0,22.12,,,,,
148,09/27/22 06:45:00 PM,0.0,0.0,22.03,,,,,
149,09/27/22 07:00:00 PM,0.0,0.0,21.91,,,,,
150,09/27/22 07:15:00 PM,0.0,0.0,21.25,,,,,
151,09/27/22 07:30:00 PM,0.0,0.0,20.34,,,,,
152,09/27/22 07:45:00 PM,0.0,0.0,20.10,,,,,
153,09/27/22 08:00:00 PM,0.0,0.0,20.27,,,,,
154,09/27/22 08:15:00 PM,0.0,0.0,20.40,,,,,
155,09/27/22 08:30:00 PM,0.0,0.0,20.43,,,,,
156,09/27/22 08:45:00 PM,0.0,0.0,20.43,,,,,
157,09/27/22 09:00:00 PM,0.0,0.0,20.39,,,,,
158,09/27/22 09:15:00 PM,0.0,0.0,20.38,,,,,
159,09/27/22 09:30:00 PM,0.0,0.0,20.39,,,,,
160,09/27/22 09:45:00 PM,0.0,0.0,20.39,,,,,
161,09/27/22 10:00:00 PM,0.0,0.0,20.39,,,,,
162,09/27/22 10:15:00 PM,0.0,0.0,20.39,,,,,
163,09/27/22 10:30:00 PM,0.0,0.0,20.39,,,,,
164,09/27/22 10:45:00 PM,0.0,0.0,20.39,,,,,
165,09/27/22 11:00:00 PM,0.0,0.0,20.39,,,,,
166,09/27/22 11:15:00 PM,0.0,0.0,20.38,,,,,
167,09/27/22 11:30:00 PM,0.0,0.0,20.37,,,,,
168,09/27/22 11:45:00 PM,0.0,0.0,20.33,,,,,
169,09/28/22 12:00:00 AM,0.0,0.0,20.28,,,,,
170,09/28/22 12:15:00 AM,0.0,0.0,20.22,,,,,
171,09/28/22 12:30:00 AM,0.0,0.0,20.16,,,,,
172,09/28/22 12:45:00 AM,0.0,0.0,20.07,,,,,
173,09/28/22 01:00:00 AM,0.0,0.0,19.97,,,,,
174,09/28/22 01:15:00 AM,0.0,0.0,19.88,,,,,
175,09/28/22 01:30:00 AM,0.0,0.0,19.75,,,,,
176,09/28/22 01:45:00 AM,0.0,0.0,19.64,,,,,
177,09/28/22 02:00:00 AM,0.0,0.0,19.52,,,,,
178,09/28/22 02:15:00 AM,0.0,0.0,19.39,,,,,
179,09/28/22 02:30:00 AM,0.0,0.0,19.25,,,,,
180,09/28/22 02:45:00 AM,0.0,0.0,19.10,,,,,
181,09/28/22 03:00:00 AM,0.0,0.0,18.97,,,,,
182,09/28/22 03:15:00 AM,0.0,0.0,18.82,,,,,
183,09/28/22 03:30:00 AM,0.0,0.0,18.67,,,,,
184,09/28/22 03:45:00 AM,0.0,0.0,18.52,,,,,
185,09/28/22 04:00:00 AM,0.0,0.0,18.37,,,,,
186,09/28/22 04:15:00 AM,0.0,0.0,18.22,,,,,
187,09/28/22 04:30:00 AM,0.0,0.0,18.06,,,,,
188,09/28/22 04:45:00 AM,0.0,0.0,17.91,,,,,
189,09/28/22 05:00:00 AM,0.0,0.0,17.77,,,,,
190,09/28/22 05:15:00 AM,0.0,0.0,17.62,,,,,
191,09/28/22 05:30:00 AM,0.0,0.0,17.46,,,,,
192,09/28/22 05:45:00 AM,0.0,0.0,17.33,,,,,
193,09/28/22 06:00:00 AM,0.0,0.0,17.17,,,,,
194,09/28/22 06:15:00 AM,0.0,0.0,17.02,,,,,
195,09/28/22 06:30:00 AM,0.0,0.0,16.88,,,,,
196,09/28/22 06:45:00 AM,0.0,0.0,16.74,,,,,
197,09/28/22 07:00:00 AM,0.0,0.0,16.64,,,,,
198,09/28/22 07:15:00 AM,0.0,0.0,16.62,,,,,
199,09/28/22 07:30:00 AM,0.0,0.0,15.34,,,,,
200,09/28/22 07:45:00 AM,0.0,0.0,14.74,,,,,
201,09/28/22 08:00:00 AM,0.0,0.0,16.25,,,,,
202,09/28/22 08:15:00 AM,32978.2,35171.4,19.29,,,,,
203,09/28/22 08:30:00 AM,32978.2,35312.3,19.36,,,,,
204,09/28/22 08:45:00 AM,32978.2,35804.5,19.41,,,,,
205,09/28/22 09:00:00 AM,32978.2,35752.5,19.40,,,,,
206,09/28/22 09:15:00 AM,32978.2,35860.4,19.46,,,,,
207,09/28/22 09:30:00 AM,32978.2,35927.6,19.48,,,,,
208,09/28/22 09:45:00 AM,32978.2,35927.6,19.59,,,,,
209,09/28/22 10:00:00 AM,32978.2,36006.4,19.69,,,,,
210,09/28/22 10:15:00 AM,32978.2,36017.7,19.70,,,,,
211,09/28/22 10:30:00 AM,32978.2,36062.8,19.74,,,,,
212,09/28/22 10:45:00 AM,32978.2,36062.8,19.80,,,,,
213,09/28/22 11:00:00 AM,32978.2,36093.0,19.91,,,,,
214,09/28/22 11:15:00 AM,32978.2,36089.2,19.94,,,,,
215,09/28/22 11:30:00 AM,32978.2,36127.0,19.94,,,,,
216,09/28/22 11:45:00 AM,32978.2,36130.8,20.13,,,,,
217,09/28/22 12:00:00 PM,32978.2,36210.4,20.17,,,,,
218,09/28/22 12:15:00 PM,32978.2,36252.2,20.29,,,,,
219,09/28/22 12:30:00 PM,32978.2,36290.3,20.43,,,,,
220,09/28/22 12:45:00 PM,32978.2,36259.8,20.39,,,,,
221,09/28/22 01:00:00 PM,32978.2,36378.2,20.67,,,,,
222,09/28/22 01:15:00 PM,32978.2,36355.2,20.61,,,,,
223,09/28/22 01:30:00 PM,32978.2,36332.3,20.55,,,,,
224,09/28/22 01:45:00 PM,32978.2,36248.4,20.43,,,,,
225,09/28/22 02:00:00 PM,32978.2,36320.8,20.44,,,,,
226,09/28/22 02:15:00 PM,32978.2,36385.8,20.42,,,,,
227,09/28/22 02:30:00 PM,32978.2,36408.8,20.42,,,,,
228,09/28/22 02:45:00 PM,32978.2,36385.8,20.43,,,,,
229,09/28/22 03:00:00 PM,32978.2,36393.5,20.44,,,,,
230,09/28/22 03:15:00 PM,32978.2,36431.8,20.69,,,,,
231,09/28/22 03:30:00 PM,32978.2,36497.2,20.77,,,,,
232,09/28/22 03:45:00 PM,32978.2,36535.8,20.73,,,,,
233,09/28/22 04:00:00 PM,32978.2,36566.6,20.72,,,,,
234,09/28/22 04:15:00 PM,32978.2,36547.3,20.73,,,,,
235,09/28/22 04:30:00 PM,32978.2,36547.3,20.73,,,,,
236,09/28/22 04:45:00 PM,32978.2,36516.5,20.71,,,,,
237,09/28/22 05:00:00 PM,32978.2,36516.5,20.66,,,,,
238,09/28/22 05:15:00 PM,32978.2,36489.5,20.62,,,,,
239,09/28/22 05:30:00 PM,32978.2,36393.5,20.51,,,,,
240,09/28/22 05:45:00 PM,32978.2,36320.8,20.43,,,,,
241,09/28/22 06:00:00 PM,32978.2,36229.4,20.42,,,,,
242,09/28/22 06:15:00 PM,32978.2,36206.6,20.43,,,,,
243,09/28/22 06:30:00 PM,32978.2,36161.1,20.42,,,,,
244,09/28/22 06:45:00 PM,32978.2,36025.2,20.43,,,,,
245,09/28/22 07:00:00 PM,32978.2,35935.1,20.40,,,,,
246,09/28/22 07:15:00 PM,32978.2,35845.5,20.39,,,,,
247,09/28/22 07:30:00 PM,32978.2,35756.2,20.37,,,,,
248,09/28/22 07:45:00 PM,32978.2,35634.1,20.38,,,,,
249,09/28/22 08:00:00 PM,32978.2,35623.1,20.39,,,,,
250,09/28/22 08:15:00 PM,32978.2,35586.2,20.37,,,,,
251,09/28/22 08:30:00 PM,32978.2,35472.6,20.32,,,,,
252,09/28/22 08:45:00 PM,32978.2,35436.0,20.26,,,,,
253,09/28/22 09:00:00 PM,32978.2,35509.2,20.24,,,,,
254,09/28/22 09:15:00 PM,32978.2,35604.6,20.34,,,,,
255,09/28/22 09:30:00 PM,32978.2,35953.8,20.24,,,,,
256,09/28/22 09:45:00 PM,32978.2,36138.4,20.13,,,,,
257,09/28/22 10:00:00 PM,32978.2,36233.2,20.07,,,,,
258,09/28/22 10:15:00 PM,32978.2,36210.4,20.04,,,,,
259,09/28/22 10:30:00 PM,32978.2,36233.2,20.06,,,,,
260,09/28/22 10:45:00 PM,32978.2,36130.8,20.06,,,,,
261,09/28/22 11:00:00 PM,32978.2,36145.9,20.02,,,,,
262,09/28/22 11:15:00 PM,32978.2,36157.3,20.01,,,,,
263,09/28/22 11:30:00 PM,32978.2,36123.2,19.96,,,,,
264,09/28/22 11:45:00 PM,32978.2,36130.8,19.95,,,,,
265,09/29/22 12:00:00 AM,32978.2,36127.0,20.00,,,,,
266,09/29/22 12:15:00 AM,32978.2,36168.7,19.99,,,,,
267,09/29/22 12:30:00 AM,32978.2,36149.7,19.97,,,,,
268,09/29/22 12:45:00 AM,32978.2,36123.2,19.93,,,,,
269,09/29/22 01:00:00 AM,32978.2,36111.9,19.88,,,,,
270,09/29/22 01:15:00 AM,32978.2,36066.6,19.85,,,,,
271,09/29/22 01:30:00 AM,32978.2,36093.0,19.84,,,,,
272,09/29/22 01:45:00 AM,32978.2,36100.6,19.84,,,,,
273,09/29/22 02:00:00 AM,32978.2,36096.8,19.81,,,,,
274,09/29/22 02:15:00 AM,32978.2,36055.3,19.68,,,,,
275,09/29/22 02:30:00 AM,32978.2,36100.6,19.70,,,,,
276,09/29/22 02:45:00 AM,32978.2,36062.8,19.69,,,,,
277,09/29/22 03:00:00 AM,32978.2,36047.8,19.66,,,,,
278,09/29/22 03:15:00 AM,32978.2,36036.5,19.62,,,,,
279,09/29/22 03:30:00 AM,32978.2,36081.7,19.61,,,,,
280,09/29/22 03:45:00 AM,32978.2,35737.6,19.41,,,,,
281,09/29/22 04:00:00 AM,32978.2,35436.0,19.21,,,,,
282,09/29/22 04:15:00 AM,32978.2,35938.9,19.42,,,,,
283,09/29/22 04:30:00 AM,32978.2,35867.8,19.34,,,,,
284,09/29/22 04:45:00 AM,32978.2,35864.1,19.34,,,,,
285,09/29/22 05:00:00 AM,32978.2,35782.2,19.30,,,,,
286,09/29/22 05:15:00 AM,32978.2,35589.9,19.20,,,,,
287,09/29/22 05:30:00 AM,32978.2,35531.2,19.18,,,,,
288,09/29/22 05:45:00 AM,32978.2,35403.2,19.12,,,,,
289,09/29/22 06:00:00 AM,32978.2,35254.4,19.05,,,,,
290,09/29/22 06:15:00 AM,32978.2,35196.6,19.01,,,,,
291,09/29/22 06:30:00 AM,32978.2,35113.9,18.99,,,,,
292,09/29/22 06:45:00 AM,32978.2,35121.1,19.01,,,,,
293,09/29/22 07:00:00 AM,32978.2,35121.1,19.02,,,,,
294,09/29/22 07:15:00 AM,32978.2,35088.8,19.01,,,,,
295,09/29/22 07:30:00 AM,32978.2,35164.2,19.12,,,,,
296,09/29/22 07:45:00 AM,32978.2,35042.2,19.12,,,,,
297,09/29/22 08:00:00 AM,32978.2,34914.0,19.04,,,,,
298,09/29/22 08:15:00 AM,32978.2,34860.8,19.12,,,,,
299,09/29/22 08:30:00 AM,32978.2,34867.9,19.12,,,,,
300,09/29/22 08:45:00 AM,32978.2,34695.1,19.19,,,,,
301,09/29/22 09:00:00 AM,32978.2,34426.7,18.98,,,,,
302,09/29/22 09:15:00 AM,32978.2,35146.2,19.19,,,,,
303,09/29/22 09:30:00 AM,32978.2,35337.7,19.29,,,,,
304,09/29/22 09:45:00 AM,32978.2,35450.6,19.28,,,,,
305,09/29/22 10:00:00 AM,32978.2,35531.2,19.32,,,,,
306,09/29/22 10:15:00 AM,32978.2,35560.5,19.37,,,,,
307,09/29/22 10:30:00 AM,32978.2,35656.3,19.42,,,,,
308,09/29/22 10:45:00 AM,32978.2,35693.2,19.46,,,,,
309,09/29/22 11:00:00 AM,32978.2,35737.6,19.52,,,,,
310,09/29/22 11:15:00 AM,32978.2,35741.4,19.53,,,,,
311,09/29/22 11:30:00 AM,32978.2,35737.6,19.62,,,,,
312,09/29/22 11:45:00 AM,32978.2,35733.9,19.68,,,,,
313,09/29/22 12:00:00 PM,32978.2,35782.2,19.75,,,,,
314,09/29/22 12:15:00 PM,32978.2,35830.5,19.70,,,,,
315,09/29/22 12:30:00 PM,32978.2,35856.6,19.73,,,,,
316,09/29/22 12:45:00 PM,32978.2,35897.7,19.81,,,,,
317,09/29/22 01:00:00 PM,32978.2,35901.4,19.89,,,,,
318,09/29/22 01:15:00 PM,32978.2,35938.9,19.86,,,,,
319,09/29/22 01:30:00 PM,32978.2,35927.6,19.80,,,,,
320,09/29/22 01:45:00 PM,32978.2,35920.1,19.80,,,,,
321,09/29/22 02:00:00 PM,32978.2,35953.8,19.83,,,,,
322,09/29/22 02:15:00 PM,32978.2,35908.9,19.79,,,,,
323,09/29/22 02:30:00 PM,32978.2,35901.4,19.77,,,,,
324,09/29/22 02:45:00 PM,32978.2,35886.5,19.73,,,,,
325,09/29/22 03:00:00 PM,32978.2,35927.6,19.74,,,,,
326,09/29/22 03:15:00 PM,32978.2,35923.9,19.77,,,,,
327,09/29/22 03:30:00 PM,32978.2,35998.9,19.79,,,,,
328,09/29/22 03:45:00 PM,32978.2,35908.9,19.86,,,,,
329,09/29/22 04:00:00 PM,32978.2,35923.9,19.89,,,,,
330,09/29/22 04:15:00 PM,32978.2,35991.4,19.85,,,,,
331,09/29/22 04:30:00 PM,32978.2,35912.7,19.80,,,,,
332,09/29/22 04:45:00 PM,32978.2,35995.1,19.88,,,,,
333,09/29/22 05:00:00 PM,32978.2,35995.1,19.81,,,,,
334,09/29/22 05:15:00 PM,32978.2,35950.1,19.81,,,,,
335,09/29/22 05:30:00 PM,32978.2,35897.7,19.78,,,,,
336,09/29/22 05:45:00 PM,32978.2,35856.6,19.75,,,,,
337,09/29/22 06:00:00 PM,32978.2,35834.3,19.74,,,,,
338,09/29/22 06:15:00 PM,32978.2,35771.0,19.73,,,,,
339,09/29/22 06:30:00 PM,32978.2,35778.5,19.69,,,,,
340,09/29/22 06:45:00 PM,32978.2,35730.2,19.68,,,,,
341,09/29/22 07:00:00 PM,32978.2,35586.2,19.66,,,,,
342,09/29/22 07:15:00 PM,32978.2,35542.2,19.62,,,,,
343,09/29/22 07:30:00 PM,32978.2,35392.3,19.57,,,,,
344,09/29/22 07:45:00 PM,32978.2,35334.1,19.57,,,,,
345,09/29/22 08:00:00 PM,32978.2,35254.4,19.58,,,,,
346,09/29/22 08:15:00 PM,32978.2,35153.4,19.57,,,,,
347,09/29/22 08:30:00 PM,32978.2,35096.0,19.55,,,,,
348,09/29/22 08:45:00 PM,32978.2,35003.0,19.52,,,,,
349,09/29/22 09:00:00 PM,32978.2,34978.0,19.47,,,,,
350,09/29/22 09:15:00 PM,32978.2,34931.7,19.40,,,,,
351,09/29/22 09:30:00 PM,32978.2,34836.0,19.25,,,,,
352,09/29/22 09:45:00 PM,32978.2,34814.8,19.23,,,,,
353,09/29/22 10:00:00 PM,32978.2,35010.1,19.39,,,,,
354,09/29/22 10:15:00 PM,32978.2,35352.3,19.32,,,,,
355,09/29/22 10:30:00 PM,32978.2,35501.8,19.30,,,,,
356,09/29/22 10:45:00 PM,32978.2,35615.7,19.28,,,,,
357,09/29/22 11:00:00 PM,32978.2,35608.3,19.25,,,,,
358,09/29/22 11:15:00 PM,32978.2,35578.9,19.26,,,,,
359,09/29/22 11:30:00 PM,32978.2,35612.0,19.26,,,,,
360,09/29/22 11:45:00 PM,32978.2,35637.8,19.23,,,,,
361,09/30/22 12:00:00 AM,32978.2,35637.8,19.21,,,,,
362,09/30/22 12:15:00 AM,32978.2,35667.3,19.21,,,,,
363,09/30/22 12:30:00 AM,32978.2,35671.0,19.23,,,,,
364,09/30/22 12:45:00 AM,32978.2,35567.9,19.26,,,,,
365,09/30/22 01:00:00 AM,32978.2,35218.3,19.21,,,,,
366,09/30/22 01:15:00 AM,32978.2,35189.4,19.19,,,,,
367,09/30/22 01:30:00 AM,32978.2,35586.2,19.10,,,,,
368,09/30/22 01:45:00 AM,32978.2,35589.9,19.09,,,,,
369,09/30/22 02:00:00 AM,32978.2,35589.9,19.08,,,,,
370,09/30/22 02:15:00 AM,32978.2,35538.5,19.04,,,,,
371,09/30/22 02:30:00 AM,32978.2,35556.8,18.99,,,,,
372,09/30/22 02:45:00 AM,32978.2,35575.2,19.01,,,,,
373,09/30/22 03:00:00 AM,32978.2,35479.9,18.99,,,,,
374,09/30/22 03:15:00 AM,32978.2,35556.8,18.97,,,,,
375,09/30/22 03:30:00 AM,32978.2,35586.2,18.98,,,,,
376,09/30/22 03:45:00 AM,32978.2,35560.5,18.96,,,,,
377,09/30/22 04:00:00 AM,32978.2,35512.8,18.88,,,,,
378,09/30/22 04:15:00 AM,32978.2,35545.8,18.92,,,,,
379,09/30/22 04:30:00 AM,32978.2,35520.2,18.87,,,,,
380,09/30/22 04:45:00 AM,32978.2,35527.5,18.87,,,,,
381,09/30/22 05:00:00 AM,32978.2,35498.2,18.77,,,,,
382,09/30/22 05:15:00 AM,32978.2,35432.4,18.65,,,,,
383,09/30/22 05:30:00 AM,32978.2,35146.2,18.47,,,,,
384,09/30/22 05:45:00 AM,32978.2,35254.4,18.61,,,,,
385,09/30/22 06:00:00 AM,32978.2,35268.9,18.56,,,,,
386,09/30/22 06:15:00 AM,32978.2,35261.6,18.49,,,,,
