"Plot Title: 21446049_Ptown"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 21446049, SEN S/N: 21446049)","High Range, μS/cm (LGR S/N: 21446049, SEN S/N: 21446049)","Temp, °C (LGR S/N: 21446049, SEN S/N: 21446049)","Coupler Detached (LGR S/N: 21446049)","Coupler Attached (LGR S/N: 21446049)","Host Connected (LGR S/N: 21446049)","Stopped (LGR S/N: 21446049)","End Of File (LGR S/N: 21446049)"
39,09/26/22 03:30:00 PM,0.0,0.0,23.75,,,,,
40,09/26/22 03:45:00 PM,0.0,0.0,23.74,,,,,
41,09/26/22 04:00:00 PM,0.0,0.0,23.74,,,,,
42,09/26/22 04:15:00 PM,0.0,0.0,23.74,,,,,
43,09/26/22 04:30:00 PM,0.0,0.0,23.73,,,,,
44,09/26/22 04:45:00 PM,0.0,0.0,23.69,,,,,
45,09/26/22 05:00:00 PM,0.0,0.0,23.64,,,,,
46,09/26/22 05:15:00 PM,0.0,0.0,23.60,,,,,
47,09/26/22 05:30:00 PM,0.0,0.0,23.57,,,,,
48,09/26/22 05:45:00 PM,0.0,0.0,23.57,,,,,
49,09/26/22 06:00:00 PM,0.0,0.0,23.59,,,,,
50,09/26/22 06:15:00 PM,0.0,0.0,23.60,,,,,
51,09/26/22 06:30:00 PM,0.0,0.0,23.62,,,,,
52,09/26/22 06:45:00 PM,0.0,0.0,23.62,,,,,
53,09/26/22 07:00:00 PM,0.0,0.0,23.61,,,,,
54,09/26/22 07:15:00 PM,0.0,0.0,23.60,,,,,
55,09/26/22 07:30:00 PM,0.0,0.0,23.56,,,,,
56,09/26/22 07:45:00 PM,0.0,0.0,23.45,,,,,
57,09/26/22 08:00:00 PM,0.0,0.0,23.24,,,,,
58,09/26/22 08:15:00 PM,0.0,0.0,23.05,,,,,
59,09/26/22 08:30:00 PM,0.0,0.0,22.86,,,,,
60,09/26/22 08:45:00 PM,0.0,0.0,22.70,,,,,
61,09/26/22 09:00:00 PM,0.0,0.0,22.54,,,,,
62,09/26/22 09:15:00 PM,0.0,0.0,22.39,,,,,
63,09/26/22 09:30:00 PM,0.0,0.0,22.25,,,,,
64,09/26/22 09:45:00 PM,0.0,0.0,22.12,,,,,
65,09/26/22 10:00:00 PM,0.0,0.0,22.00,,,,,
66,09/26/22 10:15:00 PM,0.0,0.0,21.90,,,,,
67,09/26/22 10:30:00 PM,0.0,0.0,21.78,,,,,
68,09/26/22 10:45:00 PM,0.0,0.0,21.69,,,,,
69,09/26/22 11:00:00 PM,0.0,0.0,21.60,,,,,
70,09/26/22 11:15:00 PM,0.0,0.0,21.51,,,,,
71,09/26/22 11:30:00 PM,0.0,0.0,21.45,,,,,
72,09/26/22 11:45:00 PM,0.0,0.0,21.36,,,,,
73,09/27/22 12:00:00 AM,0.0,0.0,21.30,,,,,
74,09/27/22 12:15:00 AM,0.0,0.0,21.22,,,,,
75,09/27/22 12:30:00 AM,0.0,0.0,21.15,,,,,
76,09/27/22 12:45:00 AM,0.0,0.0,21.08,,,,,
77,09/27/22 01:00:00 AM,0.0,0.0,21.01,,,,,
78,09/27/22 01:15:00 AM,0.0,0.0,20.94,,,,,
79,09/27/22 01:30:00 AM,0.0,0.0,20.87,,,,,
80,09/27/22 01:45:00 AM,0.0,0.0,20.80,,,,,
81,09/27/22 02:00:00 AM,0.0,0.0,20.74,,,,,
82,09/27/22 02:15:00 AM,0.0,0.0,20.66,,,,,
83,09/27/22 02:30:00 AM,0.0,0.0,20.60,,,,,
84,09/27/22 02:45:00 AM,0.0,0.0,20.52,,,,,
85,09/27/22 03:00:00 AM,0.0,0.0,20.46,,,,,
86,09/27/22 03:15:00 AM,0.0,0.0,20.38,,,,,
87,09/27/22 03:30:00 AM,0.0,0.0,20.32,,,,,
88,09/27/22 03:45:00 AM,0.0,0.0,20.24,,,,,
89,09/27/22 04:00:00 AM,0.0,0.0,20.18,,,,,
90,09/27/22 04:15:00 AM,0.0,0.0,20.12,,,,,
91,09/27/22 04:30:00 AM,0.0,0.0,20.05,,,,,
92,09/27/22 04:45:00 AM,0.0,0.0,19.99,,,,,
93,09/27/22 05:00:00 AM,0.0,0.0,19.93,,,,,
94,09/27/22 05:15:00 AM,0.0,0.0,19.86,,,,,
95,09/27/22 05:30:00 AM,0.0,0.0,19.80,,,,,
96,09/27/22 05:45:00 AM,0.0,0.0,19.72,,,,,
97,09/27/22 06:00:00 AM,0.0,0.0,19.66,,,,,
98,09/27/22 06:15:00 AM,0.0,0.0,19.60,,,,,
99,09/27/22 06:30:00 AM,0.0,0.0,19.57,,,,,
100,09/27/22 06:45:00 AM,0.0,0.0,19.57,,,,,
101,09/27/22 07:00:00 AM,0.0,0.0,19.57,,,,,
102,09/27/22 07:15:00 AM,0.0,0.0,19.62,,,,,
103,09/27/22 07:30:00 AM,0.0,0.0,19.61,,,,,
104,09/27/22 07:45:00 AM,0.0,0.0,19.61,,,,,
105,09/27/22 08:00:00 AM,0.0,0.0,19.65,,,,,
106,09/27/22 08:15:00 AM,0.0,0.0,19.71,,,,,
107,09/27/22 08:30:00 AM,0.0,0.0,19.79,,,,,
108,09/27/22 08:45:00 AM,0.0,0.0,19.87,,,,,
109,09/27/22 09:00:00 AM,0.0,0.0,19.98,,,,,
110,09/27/22 09:15:00 AM,0.0,0.0,20.08,,,,,
111,09/27/22 09:30:00 AM,0.0,0.0,20.18,,,,,
112,09/27/22 09:45:00 AM,0.0,0.0,20.29,,,,,
113,09/27/22 10:00:00 AM,0.0,0.0,20.45,,,,,
114,09/27/22 10:15:00 AM,0.0,0.0,20.61,,,,,
115,09/27/22 10:30:00 AM,0.0,0.0,21.37,,,,,
116,09/27/22 10:45:00 AM,0.0,0.0,22.15,,,,,
117,09/27/22 11:00:00 AM,0.0,0.0,22.43,,,,,
118,09/27/22 11:15:00 AM,0.0,0.0,22.57,,,,,
119,09/27/22 11:30:00 AM,0.0,0.0,22.61,,,,,
120,09/27/22 11:45:00 AM,0.0,0.0,22.58,,,,,
121,09/27/22 12:00:00 PM,0.0,0.0,22.49,,,,,
122,09/27/22 12:15:00 PM,0.0,0.0,22.35,,,,,
123,09/27/22 12:30:00 PM,0.0,0.0,22.24,,,,,
124,09/27/22 12:45:00 PM,0.0,0.0,22.15,,,,,
125,09/27/22 01:00:00 PM,0.0,0.0,22.10,,,,,
126,09/27/22 01:15:00 PM,0.0,0.0,22.70,,,,,
127,09/27/22 01:30:00 PM,0.0,0.0,21.83,,,,,
128,09/27/22 01:45:00 PM,0.0,0.0,21.07,,,,,
129,09/27/22 02:00:00 PM,0.0,0.0,20.66,,,,,
130,09/27/22 02:15:00 PM,0.0,0.0,20.66,,,,,
131,09/27/22 02:30:00 PM,0.0,0.0,21.40,,,,,
132,09/27/22 02:45:00 PM,0.0,0.0,22.00,,,,,
133,09/27/22 03:00:00 PM,0.0,0.0,22.43,,,,,
134,09/27/22 03:15:00 PM,0.0,0.0,22.76,,,,,
135,09/27/22 03:30:00 PM,0.0,0.0,23.00,,,,,
136,09/27/22 03:45:00 PM,0.0,0.0,23.19,,,,,
137,09/27/22 04:00:00 PM,0.0,0.0,23.34,,,,,
138,09/27/22 04:15:00 PM,0.0,0.0,23.45,,,,,
139,09/27/22 04:30:00 PM,0.0,0.0,23.38,,,,,
140,09/27/22 04:45:00 PM,0.0,0.0,22.98,,,,,
141,09/27/22 05:00:00 PM,0.0,0.0,22.53,,,,,
142,09/27/22 05:15:00 PM,0.0,0.0,22.09,,,,,
143,09/27/22 05:30:00 PM,0.0,0.0,21.70,,,,,
144,09/27/22 05:45:00 PM,0.0,0.0,21.41,,,,,
145,09/27/22 06:00:00 PM,0.0,0.0,21.27,,,,,
146,09/27/22 06:15:00 PM,0.0,0.0,21.26,,,,,
147,09/27/22 06:30:00 PM,0.0,0.0,21.30,,,,,
148,09/27/22 06:45:00 PM,0.0,0.0,21.31,,,,,
149,09/27/22 07:00:00 PM,0.0,0.0,21.32,,,,,
150,09/27/22 07:15:00 PM,28692.3,38940.5,17.54,,,,,
151,09/27/22 07:30:00 PM,27983.1,37900.1,17.26,,,,,
152,09/27/22 07:45:00 PM,28067.6,37912.2,17.50,,,,,
153,09/27/22 08:00:00 PM,27974.2,37857.8,17.55,,,,,
154,09/27/22 08:15:00 PM,28181.5,38033.5,17.75,,,,,
155,09/27/22 08:30:00 PM,28356.7,38333.2,18.12,,,,,
156,09/27/22 08:45:00 PM,28408.6,38336.3,18.25,,,,,
157,09/27/22 09:00:00 PM,28264.5,38164.6,18.18,,,,,
158,09/27/22 09:15:00 PM,28159.2,38039.6,18.16,,,,,
159,09/27/22 09:30:00 PM,28150.2,37942.5,18.13,,,,,
160,09/27/22 09:45:00 PM,28141.3,37879.0,18.15,,,,,
161,09/27/22 10:00:00 PM,28201.7,37972.8,18.21,,,,,
162,09/27/22 10:15:00 PM,28325.2,38100.5,18.39,,,,,
163,09/27/22 10:30:00 PM,28343.2,38186.0,18.40,,,,,
164,09/27/22 10:45:00 PM,28078.8,37912.2,18.45,,,,,
165,09/27/22 11:00:00 PM,28458.3,38109.6,18.51,,,,,
166,09/27/22 11:15:00 PM,28417.6,38045.7,18.51,,,,,
167,09/27/22 11:30:00 PM,28444.7,38051.8,18.45,,,,,
168,09/27/22 11:45:00 PM,28505.8,38063.9,18.50,,,,,
169,09/28/22 12:00:00 AM,28307.2,38097.4,18.50,,,,,
170,09/28/22 12:15:00 AM,28465.1,38048.7,18.53,,,,,
171,09/28/22 12:30:00 AM,28336.4,38085.3,18.54,,,,,
172,09/28/22 12:45:00 AM,28397.3,37994.0,18.51,,,,,
173,09/28/22 01:00:00 AM,28329.7,37948.6,18.45,,,,,
174,09/28/22 01:15:00 AM,28295.9,37933.4,18.45,,,,,
175,09/28/22 01:30:00 AM,28356.7,37921.3,18.46,,,,,
176,09/28/22 01:45:00 AM,28383.8,37939.5,18.48,,,,,
177,09/28/22 02:00:00 AM,28257.8,37885.0,18.48,,,,,
178,09/28/22 02:15:00 AM,28098.9,37587.7,18.48,,,,,
179,09/28/22 02:30:00 AM,28253.3,37785.5,18.44,,,,,
180,09/28/22 02:45:00 AM,28219.6,37746.4,18.39,,,,,
181,09/28/22 03:00:00 AM,28188.3,37674.4,18.36,,,,,
182,09/28/22 03:15:00 AM,28123.4,37617.6,18.34,,,,,
183,09/28/22 03:30:00 AM,28183.8,37590.7,18.34,,,,,
184,09/28/22 03:45:00 AM,28058.7,37563.8,18.29,,,,,
185,09/28/22 04:00:00 AM,28027.5,37421.1,18.16,,,,,
186,09/28/22 04:15:00 AM,27783.9,37126.5,17.87,,,,,
187,09/28/22 04:30:00 AM,27693.7,37006.7,17.71,,,,,
188,09/28/22 04:45:00 AM,27544.7,36899.2,17.66,,,,,
189,09/28/22 05:00:00 AM,27634.4,36887.6,17.63,,,,,
190,09/28/22 05:15:00 AM,27514.1,36887.6,17.61,,,,,
191,09/28/22 05:30:00 AM,27603.7,36818.1,17.61,,,,,
192,09/28/22 05:45:00 AM,27485.8,36757.4,17.49,,,,,
193,09/28/22 06:00:00 AM,27281.7,36442.4,17.19,,,,,
194,09/28/22 06:15:00 AM,27107.1,36252.6,16.85,,,,,
195,09/28/22 06:30:00 AM,26908.1,35816.6,16.61,,,,,
196,09/28/22 06:45:00 AM,26628.3,35640.1,16.28,,,,,
197,09/28/22 07:00:00 AM,26628.3,35568.7,16.14,,,,,
198,09/28/22 07:15:00 AM,26628.3,35609.9,16.05,,,,,
199,09/28/22 07:30:00 AM,26143.8,35215.5,15.90,,,,,
200,09/28/22 07:45:00 AM,26197.6,35121.3,15.81,,,,,
201,09/28/22 08:00:00 AM,26011.8,34709.0,15.87,,,,,
202,09/28/22 08:15:00 AM,26495.8,35659.3,16.41,,,,,
203,09/28/22 08:30:00 AM,26717.0,35986.1,16.79,,,,,
204,09/28/22 08:45:00 AM,26854.8,35980.5,16.82,,,,,
205,09/28/22 09:00:00 AM,26995.6,36137.2,17.13,,,,,
206,09/28/22 09:15:00 AM,27109.2,36388.4,17.37,,,,,
207,09/28/22 09:30:00 AM,27251.4,36433.9,17.51,,,,,
208,09/28/22 09:45:00 AM,27167.3,36442.4,17.64,,,,,
209,09/28/22 10:00:00 AM,26226.7,34598.6,17.73,,,,,
210,09/28/22 10:15:00 AM,27427.0,36516.5,17.80,,,,,
211,09/28/22 10:30:00 AM,27370.5,36582.2,17.92,,,,,
212,09/28/22 10:45:00 AM,27342.3,36507.9,17.94,,,,,
213,09/28/22 11:00:00 AM,27175.9,36140.0,17.97,,,,,
214,09/28/22 11:15:00 AM,26216.3,34546.3,18.12,,,,,
215,09/28/22 11:30:00 AM,27516.3,36651.0,18.22,,,,,
216,09/28/22 11:45:00 AM,27660.7,36697.0,18.29,,,,,
217,09/28/22 12:00:00 PM,27102.8,35972.1,18.31,,,,,
218,09/28/22 12:15:00 PM,27662.9,36786.3,18.39,,,,,
219,09/28/22 12:30:00 PM,27634.4,36740.2,18.43,,,,,
220,09/28/22 12:45:00 PM,27605.9,36803.6,18.50,,,,,
221,09/28/22 01:00:00 PM,27665.1,36806.5,18.55,,,,,
222,09/28/22 01:15:00 PM,27636.6,36864.4,18.60,,,,,
223,09/28/22 01:30:00 PM,27722.2,36876.0,18.63,,,,,
224,09/28/22 01:45:00 PM,27385.7,36156.9,18.60,,,,,
225,09/28/22 02:00:00 PM,27779.5,36844.1,18.63,,,,,
226,09/28/22 02:15:00 PM,27753.0,36864.4,18.73,,,,,
227,09/28/22 02:30:00 PM,27724.4,36936.9,18.79,,,,,
228,09/28/22 02:45:00 PM,27781.7,36925.3,18.83,,,,,
229,09/28/22 03:00:00 PM,27867.8,36934.0,18.85,,,,,
230,09/28/22 03:15:00 PM,27841.3,36925.3,18.88,,,,,
231,09/28/22 03:30:00 PM,27812.6,36907.9,18.92,,,,,
232,09/28/22 03:45:00 PM,27870.0,36936.9,18.96,,,,,
233,09/28/22 04:00:00 PM,27786.1,36928.2,18.97,,,,,
234,09/28/22 04:15:00 PM,27843.5,36934.0,19.00,,,,,
235,09/28/22 04:30:00 PM,27814.8,36925.3,19.06,,,,,
236,09/28/22 04:45:00 PM,27814.8,36945.6,19.10,,,,,
237,09/28/22 05:00:00 PM,27788.3,36960.1,19.11,,,,,
238,09/28/22 05:15:00 PM,27647.6,36636.7,19.11,,,,,
239,09/28/22 05:30:00 PM,27621.3,36757.4,19.09,,,,,
240,09/28/22 05:45:00 PM,27678.3,36754.6,19.06,,,,,
241,09/28/22 06:00:00 PM,27566.5,36405.5,19.00,,,,,
242,09/28/22 06:15:00 PM,27540.3,36536.5,18.88,,,,,
243,09/28/22 06:30:00 PM,27597.2,36493.7,18.79,,,,,
244,09/28/22 06:45:00 PM,27490.1,36374.2,18.71,,,,,
245,09/28/22 07:00:00 PM,27407.4,36162.5,18.45,,,,,
246,09/28/22 07:15:00 PM,642.4,702.6,17.33,,,,,
247,09/28/22 07:30:00 PM,220.7,255.2,16.86,,,,,
248,09/28/22 07:45:00 PM,63.6,58.5,16.82,,,,,
249,09/28/22 08:00:00 PM,0.0,0.0,16.95,,,,,
250,09/28/22 08:15:00 PM,0.0,0.0,17.14,,,,,
251,09/28/22 08:30:00 PM,0.0,0.0,17.16,,,,,
252,09/28/22 08:45:00 PM,26806.0,34971.5,17.19,,,,,
253,09/28/22 09:00:00 PM,27236.3,35503.1,17.77,,,,,
254,09/28/22 09:15:00 PM,27427.0,35560.5,18.02,,,,,
255,09/28/22 09:30:00 PM,27516.3,35645.6,18.13,,,,,
256,09/28/22 09:45:00 PM,27684.9,35747.5,18.39,,,,,
257,09/28/22 10:00:00 PM,27555.6,35637.3,18.26,,,,,
258,09/28/22 10:15:00 PM,27612.5,35689.6,18.31,,,,,
259,09/28/22 10:30:00 PM,27564.3,35692.3,18.45,,,,,
260,09/28/22 10:45:00 PM,27806.0,35888.7,18.59,,,,,
261,09/28/22 11:00:00 PM,27781.7,35866.5,18.55,,,,,
262,09/28/22 11:15:00 PM,27446.6,35375.1,18.59,,,,,
263,09/28/22 11:30:00 PM,27814.8,35966.6,18.64,,,,,
264,09/28/22 11:45:00 PM,27790.5,35983.3,18.67,,,,,
265,09/29/22 12:00:00 AM,27847.9,35997.2,18.64,,,,,
266,09/29/22 12:15:00 AM,27823.6,35947.1,18.62,,,,,
267,09/29/22 12:30:00 AM,27823.6,35908.1,18.58,,,,,
268,09/29/22 12:45:00 AM,27717.8,35927.6,18.58,,,,,
269,09/29/22 01:00:00 AM,27799.3,35880.3,18.59,,,,,
270,09/29/22 01:15:00 AM,27775.1,35885.9,18.59,,,,,
271,09/29/22 01:30:00 AM,27775.1,35888.7,18.60,,,,,
272,09/29/22 01:45:00 AM,27750.8,35880.3,18.60,,,,,
273,09/29/22 02:00:00 AM,27750.8,35869.2,18.59,,,,,
274,09/29/22 02:15:00 AM,27728.8,35822.1,18.57,,,,,
275,09/29/22 02:30:00 AM,27728.8,35822.1,18.54,,,,,
276,09/29/22 02:45:00 AM,27728.8,35783.4,18.50,,,,,
277,09/29/22 03:00:00 AM,27704.6,35772.3,18.50,,,,,
278,09/29/22 03:15:00 AM,27704.6,35772.3,18.49,,,,,
279,09/29/22 03:30:00 AM,27623.4,35703.3,18.36,,,,,
280,09/29/22 03:45:00 AM,27498.8,35601.6,18.32,,,,,
281,09/29/22 04:00:00 AM,27498.8,35631.8,18.32,,,,,
282,09/29/22 04:15:00 AM,27577.5,35670.3,18.31,,,,,
283,09/29/22 04:30:00 AM,27474.9,35571.5,18.27,,,,,
284,09/29/22 04:45:00 AM,27474.9,35484.0,18.22,,,,,
285,09/29/22 05:00:00 AM,27374.8,35484.0,18.16,,,,,
286,09/29/22 05:15:00 AM,27296.8,35377.8,18.12,,,,,
287,09/29/22 05:30:00 AM,27275.2,35334.4,18.02,,,,,
288,09/29/22 05:45:00 AM,27275.2,35250.6,17.97,,,,,
289,09/29/22 06:00:00 AM,27197.5,35212.8,17.89,,,,,
290,09/29/22 06:15:00 AM,27275.2,35183.2,17.82,,,,,
291,09/29/22 06:30:00 AM,27109.2,35089.1,17.68,,,,,
292,09/29/22 06:45:00 AM,27130.7,34968.8,17.54,,,,,
293,09/29/22 07:00:00 AM,26880.4,34756.5,17.24,,,,,
294,09/29/22 07:15:00 AM,26634.6,34376.9,16.67,,,,,
295,09/29/22 07:30:00 AM,26320.2,34037.0,16.39,,,,,
296,09/29/22 07:45:00 AM,5981.0,6265.4,15.76,,,,,
297,09/29/22 08:00:00 AM,4895.0,5066.3,15.68,,,,,
298,09/29/22 08:15:00 AM,3085.6,3329.6,16.32,,,,,
299,09/29/22 08:30:00 AM,1769.9,2103.1,17.23,,,,,
300,09/29/22 08:45:00 AM,25279.9,32564.1,16.68,,,,,
301,09/29/22 09:00:00 AM,26156.2,34037.0,16.86,,,,,
302,09/29/22 09:15:00 AM,26241.2,34247.5,17.23,,,,,
303,09/29/22 09:30:00 AM,26384.9,34270.7,17.24,,,,,
304,09/29/22 09:45:00 AM,26255.7,34134.3,17.21,,,,,
305,09/29/22 10:00:00 AM,26594.5,34630.1,17.78,,,,,
306,09/29/22 10:15:00 AM,26793.2,34743.3,18.01,,,,,
307,09/29/22 10:30:00 AM,26607.2,34690.6,17.98,,,,,
308,09/29/22 10:45:00 AM,26731.8,34793.5,18.13,,,,,
309,09/29/22 11:00:00 AM,26693.7,34846.5,18.24,,,,,
310,09/29/22 11:15:00 AM,26746.6,34886.3,18.32,,,,,
311,09/29/22 11:30:00 AM,26799.6,34896.9,18.36,,,,,
312,09/29/22 11:45:00 AM,26780.5,34923.5,18.41,,,,,
313,09/29/22 12:00:00 PM,26833.6,34920.9,18.46,,,,,
314,09/29/22 12:15:00 PM,26812.3,34947.5,18.50,,,,,
315,09/29/22 12:30:00 PM,26886.8,34952.8,18.57,,,,,
316,09/29/22 12:45:00 PM,26865.5,34966.2,18.58,,,,,
317,09/29/22 01:00:00 PM,26918.7,34971.5,18.62,,,,,
318,09/29/22 01:15:00 PM,26918.7,35014.2,18.64,,,,,
319,09/29/22 01:30:00 PM,26899.6,34998.2,18.65,,,,,
320,09/29/22 01:45:00 PM,26808.1,34982.2,18.65,,,,,
321,09/29/22 02:00:00 PM,26952.9,35030.2,18.69,,,,,
322,09/29/22 02:15:00 PM,26952.9,35016.9,18.69,,,,,
323,09/29/22 02:30:00 PM,26933.7,35000.8,18.72,,,,,
324,09/29/22 02:45:00 PM,26933.7,35008.8,18.74,,,,,
325,09/29/22 03:00:00 PM,26820.8,34984.8,18.76,,,,,
326,09/29/22 03:15:00 PM,26895.3,34886.3,18.76,,,,,
327,09/29/22 03:30:00 PM,26948.6,34952.8,18.74,,,,,
328,09/29/22 03:45:00 PM,26927.3,35030.2,18.76,,,,,
329,09/29/22 04:00:00 PM,26927.3,35049.0,18.79,,,,,
330,09/29/22 04:15:00 PM,26908.1,35043.6,18.79,,,,,
331,09/29/22 04:30:00 PM,26005.6,33457.2,18.79,,,,,
332,09/29/22 04:45:00 PM,26888.9,34992.8,18.79,,,,,
333,09/29/22 05:00:00 PM,26888.9,34963.5,18.77,,,,,
334,09/29/22 05:15:00 PM,26888.9,34976.8,18.76,,,,,
335,09/29/22 05:30:00 PM,26778.4,34926.2,18.74,,,,,
336,09/29/22 05:45:00 PM,26869.7,34904.9,18.72,,,,,
337,09/29/22 06:00:00 PM,26456.0,34216.6,18.71,,,,,
338,09/29/22 06:15:00 PM,26850.6,34878.3,18.68,,,,,
339,09/29/22 06:30:00 PM,26668.3,34841.2,18.64,,,,,
340,09/29/22 06:45:00 PM,26759.3,34798.8,18.59,,,,,
341,09/29/22 07:00:00 PM,26759.3,34724.9,18.49,,,,,
342,09/29/22 07:15:00 PM,26668.3,34682.7,18.35,,,,,
343,09/29/22 07:30:00 PM,26527.3,34507.1,18.18,,,,,
344,09/29/22 07:45:00 PM,837.8,881.6,16.24,,,,,
345,09/29/22 08:00:00 PM,491.7,549.5,14.12,,,,,
346,09/29/22 08:15:00 PM,309.1,381.4,13.77,,,,,
347,09/29/22 08:30:00 PM,265.8,338.8,13.72,,,,,
348,09/29/22 08:45:00 PM,249.9,322.6,13.65,,,,,
349,09/29/22 09:00:00 PM,238.5,310.2,13.58,,,,,
350,09/29/22 09:15:00 PM,242.0,310.8,13.60,,,,,
351,09/29/22 09:30:00 PM,225.2,291.7,13.65,,,,,
352,09/29/22 09:45:00 PM,25390.0,32939.1,15.77,,,,,
353,09/29/22 10:00:00 PM,25603.6,33227.3,16.18,,,,,
354,09/29/22 10:15:00 PM,26119.0,33793.1,17.07,,,,,
355,09/29/22 10:30:00 PM,26152.1,33825.9,17.18,,,,,
356,09/29/22 10:45:00 PM,26272.4,33881.7,17.27,,,,,
357,09/29/22 11:00:00 PM,26187.3,33825.9,17.17,,,,,
358,09/29/22 11:15:00 PM,26391.1,34049.7,17.54,,,,,
359,09/29/22 11:30:00 PM,26512.6,34147.1,17.70,,,,,
360,09/29/22 11:45:00 PM,26581.9,34206.3,17.80,,,,,
361,09/30/22 12:00:00 AM,26493.7,34224.3,17.85,,,,,
362,09/30/22 12:15:00 AM,26632.5,34193.4,17.82,,,,,
363,09/30/22 12:30:00 AM,26460.2,34206.3,17.83,,,,,
364,09/30/22 12:45:00 AM,26460.2,34244.9,17.85,,,,,
365,09/30/22 01:00:00 AM,26529.4,34232.0,17.87,,,,,
366,09/30/22 01:15:00 AM,26510.5,34239.8,17.88,,,,,
367,09/30/22 01:30:00 AM,26510.5,34224.3,17.88,,,,,
368,09/30/22 01:45:00 AM,26493.7,34219.1,17.89,,,,,
369,09/30/22 02:00:00 AM,26493.7,34193.4,17.84,,,,,
370,09/30/22 02:15:00 AM,26476.9,34154.8,17.80,,,,,
371,09/30/22 02:30:00 AM,26476.9,34154.8,17.79,,,,,
372,09/30/22 02:45:00 AM,26391.1,34134.3,17.77,,,,,
373,09/30/22 03:00:00 AM,26476.9,34121.4,17.75,,,,,
374,09/30/22 03:15:00 AM,26391.1,34057.4,17.70,,,,,
375,09/30/22 03:30:00 AM,26305.6,33975.7,17.59,,,,,
376,09/30/22 03:45:00 AM,26255.7,33828.5,17.40,,,,,
377,09/30/22 04:00:00 AM,26239.1,33828.5,17.40,,,,,
378,09/30/22 04:15:00 AM,26020.0,33564.4,17.04,,,,,
379,09/30/22 04:30:00 AM,26020.0,33522.0,16.95,,,,,
380,09/30/22 04:45:00 AM,26003.5,33559.4,17.02,,,,,
381,09/30/22 05:00:00 AM,26137.6,33752.7,17.32,,,,,
382,09/30/22 05:15:00 AM,26137.6,33735.0,17.19,,,,,
383,09/30/22 05:30:00 AM,26137.6,33622.0,17.07,,,,,
384,09/30/22 05:45:00 AM,26003.5,33522.0,16.89,,,,,
