Plot Title: 20674248_East_Dennis,,,,,,,,
#,Date Time GMT-04:00,"High Range ?S/cm (LGR S/N20674248, SEN S/N20674248)","TempC (LGR S/N: 20674248, SEN S/N: 20674248)",Coupler Detached (LGR S/N: 20674248),,,,
132,6/2/2022 16:45,0,24.25,,,,,
133,6/2/2022 17:00,0,24.3,,,,,
134,6/2/2022 17:15,0,24.3,,,,,
135,6/2/2022 17:30,0,24.28,,,,,
136,6/2/2022 17:45,0,24.27,,,,,
137,6/2/2022 18:00,0,24.23,,,,,
138,6/2/2022 18:15,0,24.2,,,,,
139,6/2/2022 18:30,0,24.18,,,,,
140,6/2/2022 18:45,0,24.17,,,,,
141,6/2/2022 19:00,0,24.14,,,,,
142,6/2/2022 19:15,0,24.12,,,,,
143,6/2/2022 19:30,0,24.09,,,,,
144,6/2/2022 19:45,0,24.07,,,,,
145,6/2/2022 20:00,0,24.03,,,,,
146,6/2/2022 20:15,0,24,,,,,
147,6/2/2022 20:30,0,23.97,,,,,
148,6/2/2022 20:45,0,23.93,,,,,
149,6/2/2022 21:00,0,23.9,,,,,
150,6/2/2022 21:15,0,23.86,,,,,
151,6/2/2022 21:30,0,23.84,,,,,
152,6/2/2022 21:45,0,23.81,,,,,
153,6/2/2022 22:00,0,23.79,,,,,
154,6/2/2022 22:15,0,23.76,,,,,
155,6/2/2022 22:30,0,23.75,,,,,
156,6/2/2022 22:45,0,23.74,,,,,
157,6/2/2022 23:00,0,23.7,,,,,
158,6/2/2022 23:15,0,23.69,,,,,
159,6/2/2022 23:30,0,23.68,,,,,
160,6/2/2022 23:45,0,23.65,,,,,
161,6/3/2022 0:00,0,23.63,,,,,
162,6/3/2022 0:15,0,23.62,,,,,
163,6/3/2022 0:30,0,23.6,,,,,
164,6/3/2022 0:45,0,23.57,,,,,
165,6/3/2022 1:00,0,23.55,,,,,
166,6/3/2022 1:15,0,23.54,,,,,
167,6/3/2022 1:30,0,23.53,,,,,
168,6/3/2022 1:45,0,23.51,,,,,
169,6/3/2022 2:00,0,23.47,,,,,
170,6/3/2022 2:15,0,23.46,,,,,
171,6/3/2022 2:30,0,23.44,,,,,
172,6/3/2022 2:45,0,23.41,,,,,
173,6/3/2022 3:00,0,23.37,,,,,
174,6/3/2022 3:15,0,23.36,,,,,
175,6/3/2022 3:30,0,23.33,,,,,
176,6/3/2022 3:45,0,23.3,,,,,
177,6/3/2022 4:00,0,23.26,,,,,
178,6/3/2022 4:15,0,23.24,,,,,
179,6/3/2022 4:30,0,23.22,,,,,
180,6/3/2022 4:45,0,23.19,,,,,
181,6/3/2022 5:00,0,23.15,,,,,
182,6/3/2022 5:15,0,23.13,,,,,
183,6/3/2022 5:30,0,23.11,,,,,
184,6/3/2022 5:45,0,23.08,,,,,
185,6/3/2022 6:00,0,23.05,,,,,
186,6/3/2022 6:15,0,23.03,,,,,
187,6/3/2022 6:30,0,23.01,,,,,
188,6/3/2022 6:45,0,23,,,,,
189,6/3/2022 7:00,0,22.98,,,,,
190,6/3/2022 7:15,0,22.97,,,,,
191,6/3/2022 7:30,0,22.97,,,,,
192,6/3/2022 7:45,0,22.98,,,,,
193,6/3/2022 8:00,0,22.97,,,,,
194,6/3/2022 8:15,0,22.95,,,,,
195,6/3/2022 8:30,0,22.95,,,,,
196,6/3/2022 8:45,0,22.98,,,,,
197,6/3/2022 9:00,0,23,,,,,
198,6/3/2022 9:15,0,23.01,,,,,
199,6/3/2022 9:30,0,23.05,,,,,
200,6/3/2022 9:45,0,23.13,,,,,
201,6/3/2022 10:00,0,23.21,,,,,
202,6/3/2022 10:15,0,23.28,,,,,
203,6/3/2022 10:30,0,23.38,,,,,
204,6/3/2022 10:45,0,23.48,,,,,
205,6/3/2022 11:00,0,23.57,,,,,
206,6/3/2022 11:15,0,23.6,,,,,
207,6/3/2022 11:30,0,23.66,,,,,
208,6/3/2022 11:45,0,23.74,,,,,
209,6/3/2022 12:00,0,23.81,,,,,
210,6/3/2022 12:15,0,23.91,,,,,
211,6/3/2022 12:30,0,24,,,,,
212,6/3/2022 12:45,0,24.04,,,,,
213,6/3/2022 13:00,0,24.11,,,,,
214,6/3/2022 13:15,0,24.17,,,,,
215,6/3/2022 13:30,0,24.23,,,,,
216,6/3/2022 13:45,0,24.3,,,,,
217,6/3/2022 14:00,0,24.39,,,,,
218,6/3/2022 14:15,0,24.53,,,,,
219,6/3/2022 14:30,0,24.62,,,,,
220,6/3/2022 14:45,0,24.68,,,,,
221,6/3/2022 15:00,0,24.73,,,,,
222,6/3/2022 15:15,0,24.79,,,,,
223,6/3/2022 15:30,0,24.85,,,,,
224,6/3/2022 15:45,0,24.93,,,,,
225,6/3/2022 16:00,0,24.99,,,,,
226,6/3/2022 16:15,0,25.04,,,,,
227,6/3/2022 16:30,0,25.05,,,,,
228,6/3/2022 16:45,0,25.07,,,,,
229,6/3/2022 17:00,0,25.09,,,,,
230,6/3/2022 17:15,0,25.1,,,,,
231,6/3/2022 17:30,0,25.09,,,,,
232,6/3/2022 17:45,0,25.09,,,,,
233,6/3/2022 18:00,0,25.07,,,,,
234,6/3/2022 18:15,0,25.05,,,,,
235,6/3/2022 18:30,0,25.03,,,,,
236,6/3/2022 18:45,0,24.99,,,,,
237,6/3/2022 19:00,0,24.95,,,,,
238,6/3/2022 19:15,0,24.89,,,,,
239,6/3/2022 19:30,0,24.84,,,,,
240,6/3/2022 19:45,0,24.8,,,,,
241,6/3/2022 20:00,0,24.74,,,,,
242,6/3/2022 20:15,0,24.68,,,,,
243,6/3/2022 20:30,0,24.63,,,,,
244,6/3/2022 20:45,0,24.6,,,,,
245,6/3/2022 21:00,0,24.55,,,,,
246,6/3/2022 21:15,0,24.5,,,,,
247,6/3/2022 21:30,0,24.46,,,,,
248,6/3/2022 21:45,0,24.42,,,,,
249,6/3/2022 22:00,0,24.39,,,,,
250,6/3/2022 22:15,0,24.35,,,,,
251,6/3/2022 22:30,0,24.34,,,,,
252,6/3/2022 22:45,0,24.3,,,,,
253,6/3/2022 23:00,0,24.28,,,,,
254,6/3/2022 23:15,0,24.25,,,,,
255,6/3/2022 23:30,0,24.23,,,,,
256,6/3/2022 23:45,0,24.2,,,,,
257,6/4/2022 0:00,0,24.18,,,,,
258,6/4/2022 0:15,0,24.15,,,,,
259,6/4/2022 0:30,0,24.12,,,,,
260,6/4/2022 0:45,0,24.09,,,,,
261,6/4/2022 1:00,0,24.06,,,,,
262,6/4/2022 1:15,0,24.04,,,,,
263,6/4/2022 1:30,0,24.01,,,,,
264,6/4/2022 1:45,0,23.97,,,,,
265,6/4/2022 2:00,0,23.93,,,,,
266,6/4/2022 2:15,0,23.91,,,,,
267,6/4/2022 2:30,0,23.87,,,,,
268,6/4/2022 2:45,0,23.82,,,,,
269,6/4/2022 3:00,0,23.79,,,,,
270,6/4/2022 3:15,0,23.76,,,,,
271,6/4/2022 3:30,0,23.74,,,,,
272,6/4/2022 3:45,0,23.7,,,,,
273,6/4/2022 4:00,0,23.68,,,,,
274,6/4/2022 4:15,0,23.66,,,,,
275,6/4/2022 4:30,0,23.63,,,,,
276,6/4/2022 4:45,0,23.59,,,,,
277,6/4/2022 5:00,0,23.55,,,,,
278,6/4/2022 5:15,0,23.55,,,,,
279,6/4/2022 5:30,0,23.52,,,,,
280,6/4/2022 5:45,0,23.48,,,,,
281,6/4/2022 6:00,0,23.46,,,,,
282,6/4/2022 6:15,0,23.44,,,,,
283,6/4/2022 6:30,0,23.43,,,,,
284,6/4/2022 6:45,0,23.42,,,,,
285,6/4/2022 7:00,0,23.41,,,,,
286,6/4/2022 7:15,0,23.42,,,,,
287,6/4/2022 7:30,0,23.42,,,,,
288,6/4/2022 7:45,0,23.41,,,,,
289,6/4/2022 8:00,0,23.41,,,,,
290,6/4/2022 8:15,0,23.42,,,,,
291,6/4/2022 8:30,0,23.44,,,,,
292,6/4/2022 8:45,0,23.46,,,,,
293,6/4/2022 9:00,0,23.48,,,,,
294,6/4/2022 9:15,0,23.52,,,,,
295,6/4/2022 9:30,0,23.59,,,,,
296,6/4/2022 9:45,0,23.64,,,,,
297,6/4/2022 10:00,0,23.69,,,,,
298,6/4/2022 10:15,0,23.76,,,,,
299,6/4/2022 10:30,0,23.84,,,,,
300,6/4/2022 10:45,0,23.89,,,,,
301,6/4/2022 11:00,0,23.93,,,,,
302,6/4/2022 11:15,0,23.98,,,,,
303,6/4/2022 11:30,0,24.04,,,,,
304,6/4/2022 11:45,0,24.09,,,,,
305,6/4/2022 12:00,0,24.14,,,,,
306,6/4/2022 12:15,0,24.2,,,,,
307,6/4/2022 12:30,0,24.27,,,,,
308,6/4/2022 12:45,0,24.33,,,,,
309,6/4/2022 13:00,0,24.39,,,,,
310,6/4/2022 13:15,0,24.47,,,,,
311,6/4/2022 13:30,0,24.53,,,,,
312,6/4/2022 13:45,0,24.61,,,,,
313,6/4/2022 14:00,0,24.69,,,,,
314,6/4/2022 14:15,0,24.77,,,,,
315,6/4/2022 14:30,0,24.84,,,,,
316,6/4/2022 14:45,0,24.91,,,,,
317,6/4/2022 15:00,0,24.99,,,,,
318,6/4/2022 15:15,0,25.07,,,,,
319,6/4/2022 15:30,0,25.14,,,,,
320,6/4/2022 15:45,0,25.21,,,,,
321,6/4/2022 16:00,0,25.28,,,,,
322,6/4/2022 16:15,0,25.34,,,,,
323,6/4/2022 16:30,0,25.41,,,,,
324,6/4/2022 16:45,0,25.45,,,,,
325,6/4/2022 17:00,0,25.5,,,,,
326,6/4/2022 17:15,0,25.54,,,,,
327,6/4/2022 17:30,0,25.55,,,,,
328,6/4/2022 17:45,0,25.56,,,,,
329,6/4/2022 18:00,0,25.56,,,,,
330,6/4/2022 18:15,0,25.55,,,,,
331,6/4/2022 18:30,0,25.52,,,,,
332,6/4/2022 18:45,0,25.48,,,,,
333,6/4/2022 19:00,0,25.42,,,,,
334,6/4/2022 19:15,0,25.34,,,,,
335,6/4/2022 19:30,0,25.28,,,,,
336,6/4/2022 19:45,0,25.22,,,,,
337,6/4/2022 20:00,0,25.15,,,,,
338,6/4/2022 20:15,0,25.07,,,,,
339,6/4/2022 20:30,0,25.01,,,,,
340,6/4/2022 20:45,0,24.95,,,,,
341,6/4/2022 21:00,0,24.89,,,,,
342,6/4/2022 21:15,0,24.84,,,,,
343,6/4/2022 21:30,0,24.79,,,,,
344,6/4/2022 21:45,0,24.74,,,,,
345,6/4/2022 22:00,0,24.69,,,,,
346,6/4/2022 22:15,0,24.66,,,,,
347,6/4/2022 22:30,0,24.61,,,,,
348,6/4/2022 22:45,0,24.57,,,,,
349,6/4/2022 23:00,0,24.52,,,,,
350,6/4/2022 23:15,0,24.47,,,,,
351,6/4/2022 23:30,0,24.44,,,,,
352,6/4/2022 23:45,0,24.41,,,,,
353,6/5/2022 0:00,0,24.39,,,,,
354,6/5/2022 0:15,0,24.34,,,,,
355,6/5/2022 0:30,0,24.29,,,,,
356,6/5/2022 0:45,0,24.25,,,,,
357,6/5/2022 1:00,0,24.2,,,,,
358,6/5/2022 1:15,0,24.15,,,,,
359,6/5/2022 1:30,0,24.09,,,,,
360,6/5/2022 1:45,0,24.06,,,,,
361,6/5/2022 2:00,0,23.98,,,,,
362,6/5/2022 2:15,0,23.92,,,,,
363,6/5/2022 2:30,0,23.86,,,,,
364,6/5/2022 2:45,0,23.8,,,,,
365,6/5/2022 3:00,0,23.73,,,,,
366,6/5/2022 3:15,0,23.65,,,,,
367,6/5/2022 3:30,0,23.6,,,,,
368,6/5/2022 3:45,0,23.54,,,,,
369,6/5/2022 4:00,0,23.48,,,,,
370,6/5/2022 4:15,0,23.41,,,,,
371,6/5/2022 4:30,0,23.35,,,,,
372,6/5/2022 4:45,0,23.3,,,,,
373,6/5/2022 5:00,0,23.22,,,,,
374,6/5/2022 5:15,0,23.16,,,,,
375,6/5/2022 5:30,0,23.1,,,,,
376,6/5/2022 5:45,0,23.06,,,,,
377,6/5/2022 6:00,0,23,,,,,
378,6/5/2022 6:15,0,22.98,,,,,
379,6/5/2022 6:30,0,22.95,,,,,
380,6/5/2022 6:45,0,22.98,,,,,
381,6/5/2022 7:00,0,22.99,,,,,
382,6/5/2022 7:15,0,23.03,,,,,
383,6/5/2022 7:30,0,23.06,,,,,
384,6/5/2022 7:45,0,23.13,,,,,
385,6/5/2022 8:00,0,23.19,,,,,
386,6/5/2022 8:15,0,23.24,,,,,
387,6/5/2022 8:30,0,23.28,,,,,
388,6/5/2022 8:45,0,23.35,,,,,
389,6/5/2022 9:00,0,23.42,,,,,
390,6/5/2022 9:15,0,23.47,,,,,
391,6/5/2022 9:30,0,23.53,,,,,
392,6/5/2022 9:45,0,23.6,,,,,
393,6/5/2022 10:00,0,23.7,,,,,
394,6/5/2022 10:15,0,23.79,,,,,
395,6/5/2022 10:30,0,23.84,,,,,
396,6/5/2022 10:45,0,23.91,,,,,
397,6/5/2022 11:00,0,23.96,,,,,
398,6/5/2022 11:15,0,24,,,,,
399,6/5/2022 11:30,0,24.02,,,,,
400,6/5/2022 11:45,0,24.06,,,,,
401,6/5/2022 12:00,0,24.09,,,,,
402,6/5/2022 12:15,0,24.12,,,,,
403,6/5/2022 12:30,0,24.14,,,,,
404,6/5/2022 12:45,0,24.18,,,,,
405,6/5/2022 13:00,0,24.19,,,,,
406,6/5/2022 13:15,0,24.22,,,,,
407,6/5/2022 13:30,0,24.24,,,,,
408,6/5/2022 13:45,0,24.27,,,,,
409,6/5/2022 14:00,0,24.3,,,,,
410,6/5/2022 14:15,0,24.36,,,,,
411,6/5/2022 14:30,0,24.42,,,,,
412,6/5/2022 14:45,0,24.49,,,,,
413,6/5/2022 15:00,0,24.57,,,,,
414,6/5/2022 15:15,0,24.65,,,,,
415,6/5/2022 15:30,0,24.72,,,,,
416,6/5/2022 15:45,0,24.78,,,,,
417,6/5/2022 16:00,0,24.83,,,,,
418,6/5/2022 16:15,0,24.88,,,,,
419,6/5/2022 16:30,0,24.93,,,,,
420,6/5/2022 16:45,0,24.98,,,,,
421,6/5/2022 17:00,0,25,,,,,
422,6/5/2022 17:15,0,25.03,,,,,
423,6/5/2022 17:30,0,25.05,,,,,
424,6/5/2022 17:45,0,25.05,,,,,
425,6/5/2022 18:00,0,25.04,,,,,
426,6/5/2022 18:15,0,25.03,,,,,
427,6/5/2022 18:30,0,25.01,,,,,
428,6/5/2022 18:45,0,24.98,,,,,
429,6/5/2022 19:00,0,24.94,,,,,
430,6/5/2022 19:15,0,24.91,,,,,
431,6/5/2022 19:30,0,24.88,,,,,
432,6/5/2022 19:45,0,24.83,,,,,
433,6/5/2022 20:00,0,24.77,,,,,
434,6/5/2022 20:15,0,24.72,,,,,
435,6/5/2022 20:30,0,24.66,,,,,
436,6/5/2022 20:45,0,24.6,,,,,
437,6/5/2022 21:00,0,24.55,,,,,
438,6/5/2022 21:15,0,24.49,,,,,
439,6/5/2022 21:30,0,24.44,,,,,
440,6/5/2022 21:45,0,24.39,,,,,
441,6/5/2022 22:00,0,24.35,,,,,
442,6/5/2022 22:15,0,24.3,,,,,
443,6/5/2022 22:30,0,24.25,,,,,
444,6/5/2022 22:45,0,24.22,,,,,
445,6/5/2022 23:00,0,24.19,,,,,
446,6/5/2022 23:15,0,24.14,,,,,
447,6/5/2022 23:30,0,24.09,,,,,
448,6/5/2022 23:45,0,24.08,,,,,
449,6/6/2022 0:00,0,24.03,,,,,
450,6/6/2022 0:15,0,23.98,,,,,
451,6/6/2022 0:30,0,23.95,,,,,
452,6/6/2022 0:45,0,23.92,,,,,
453,6/6/2022 1:00,0,23.87,,,,,
454,6/6/2022 1:15,0,23.82,,,,,
455,6/6/2022 1:30,0,23.77,,,,,
456,6/6/2022 1:45,0,23.75,,,,,
457,6/6/2022 2:00,0,23.7,,,,,
458,6/6/2022 2:15,0,23.65,,,,,
459,6/6/2022 2:30,0,23.59,,,,,
460,6/6/2022 2:45,0,23.57,,,,,
461,6/6/2022 3:00,0,23.52,,,,,
462,6/6/2022 3:15,0,23.47,,,,,
463,6/6/2022 3:30,0,23.41,,,,,
464,6/6/2022 3:45,0,23.37,,,,,
465,6/6/2022 4:00,0,23.33,,,,,
466,6/6/2022 4:15,0,23.27,,,,,
467,6/6/2022 4:30,0,23.21,,,,,
468,6/6/2022 4:45,0,23.16,,,,,
469,6/6/2022 5:00,0,23.13,,,,,
470,6/6/2022 5:15,0,23.08,,,,,
471,6/6/2022 5:30,0,23.01,,,,,
472,6/6/2022 5:45,0,22.97,,,,,
473,6/6/2022 6:00,0,22.95,,,,,
474,6/6/2022 6:15,0,22.93,,,,,
475,6/6/2022 6:30,0,22.93,,,,,
476,6/6/2022 6:45,0,22.94,,,,,
477,6/6/2022 7:00,0,22.98,,,,,
478,6/6/2022 7:15,0,23.03,,,,,
479,6/6/2022 7:30,0,23.06,,,,,
480,6/6/2022 7:45,0,23.11,,,,,
481,6/6/2022 8:00,0,23.22,,,,,
482,6/6/2022 8:15,0,23.38,,,,,
483,6/6/2022 8:30,0,23.55,,,,,
484,6/6/2022 8:45,0,23.7,,,,,
485,6/6/2022 9:00,0,23.86,,,,,
486,6/6/2022 9:15,0,24.03,,,,,
487,6/6/2022 9:30,0,24.2,,,,,
488,6/6/2022 9:45,0,24.36,,,,,
489,6/6/2022 10:00,0,24.49,,,,,
490,6/6/2022 10:15,0,24.62,,,,,
491,6/6/2022 10:30,0,24.73,,,,,
492,6/6/2022 10:45,0,24.79,,,,,
493,6/6/2022 11:00,0,24.82,,,,,
494,6/6/2022 11:15,0,24.87,,,,,
495,6/6/2022 11:30,0,24.9,,,,,
496,6/6/2022 11:45,0,24.94,,,,,
497,6/6/2022 12:00,0,25,,,,,
498,6/6/2022 12:15,0,25.06,,,,,
499,6/6/2022 12:30,0,25.1,,,,,
500,6/6/2022 12:45,0,25.14,,,,,
501,6/6/2022 13:00,0,25.2,,,,,
502,6/6/2022 13:15,0,25.27,,,,,
503,6/6/2022 13:30,0,25.36,,,,,
504,6/6/2022 13:45,0,25.43,,,,,
505,6/6/2022 14:00,0,25.52,,,,,
506,6/6/2022 14:15,0,25.6,,,,,
507,6/6/2022 14:30,0,25.71,,,,,
508,6/6/2022 14:45,0,25.8,,,,,
509,6/6/2022 15:00,0,25.88,,,,,
510,6/6/2022 15:15,0,25.96,,,,,
511,6/6/2022 15:30,0,26.01,,,,,
512,6/6/2022 15:45,0,25.59,,,,,
513,6/6/2022 16:00,0,25.04,,,,,
514,6/6/2022 16:15,0,24.66,,,,,
515,6/6/2022 16:30,0,24.44,,,,,
516,6/6/2022 16:45,0,24.5,,,,,
517,6/6/2022 17:00,0,24.63,,,,,
518,6/6/2022 17:15,0,24.78,,,,,
519,6/6/2022 17:30,0,24.9,,,,,
520,6/6/2022 17:45,0,25.01,,,,,
521,6/6/2022 18:00,0,25.09,,,,,
522,6/6/2022 18:15,0,25.15,,,,,
523,6/6/2022 18:30,0,25.18,,,,,
524,6/6/2022 18:45,0,25.22,,,,,
525,6/6/2022 19:00,0,25.23,,,,,
526,6/6/2022 19:15,0,25.25,,,,,
527,6/6/2022 19:30,0,25.23,,,,,
528,6/6/2022 19:45,0,25.2,,,,,
529,6/6/2022 20:00,0,25.16,,,,,
530,6/6/2022 20:15,0,25.11,,,,,
531,6/6/2022 20:30,0,25.09,,,,,
532,6/6/2022 20:45,0,25.05,,,,,
533,6/6/2022 21:00,0,25,,,,,
534,6/6/2022 21:15,0,24.96,,,,,
535,6/6/2022 21:30,0,24.95,,,,,
536,6/6/2022 21:45,0,24.93,,,,,
537,6/6/2022 22:00,0,24.89,,,,,
538,6/6/2022 22:15,0,24.87,,,,,
539,6/6/2022 22:30,0,24.85,,,,,
540,6/6/2022 22:45,0,24.83,,,,,
541,6/6/2022 23:00,0,24.79,,,,,
542,6/6/2022 23:15,0,24.77,,,,,
543,6/6/2022 23:30,0,24.76,,,,,
544,6/6/2022 23:45,0,24.73,,,,,
545,6/7/2022 0:00,0,24.71,,,,,
546,6/7/2022 0:15,0,24.68,,,,,
547,6/7/2022 0:30,0,24.66,,,,,
548,6/7/2022 0:45,0,24.65,,,,,
549,6/7/2022 1:00,0,24.61,,,,,
550,6/7/2022 1:15,0,24.6,,,,,
551,6/7/2022 1:30,0,24.58,,,,,
552,6/7/2022 1:45,0,24.57,,,,,
553,6/7/2022 2:00,0,24.53,,,,,
554,6/7/2022 2:15,0,24.51,,,,,
555,6/7/2022 2:30,0,24.51,,,,,
556,6/7/2022 2:45,0,24.49,,,,,
557,6/7/2022 3:00,0,24.46,,,,,
558,6/7/2022 3:15,0,24.42,,,,,
559,6/7/2022 3:30,0,24.41,,,,,
560,6/7/2022 3:45,0,24.39,,,,,
561,6/7/2022 4:00,0,24.35,,,,,
562,6/7/2022 4:15,0,24.31,,,,,
563,6/7/2022 4:30,0,24.3,,,,,
564,6/7/2022 4:45,0,24.28,,,,,
565,6/7/2022 5:00,0,24.23,,,,,
566,6/7/2022 5:15,0,24.19,,,,,
567,6/7/2022 5:30,0,24.17,,,,,
568,6/7/2022 5:45,0,24.13,,,,,
569,6/7/2022 6:00,0,24.11,,,,,
570,6/7/2022 6:15,0,24.08,,,,,
571,6/7/2022 6:30,0,24.09,,,,,
572,6/7/2022 6:45,0,24.11,,,,,
573,6/7/2022 7:00,0,24.14,,,,,
