"","datetime","ChlRFU","Depth","DO_pct","DO_mgl","Sal","Turb","pH","Temp","Vert_Pos","Battery_V","season","Alk_pred"
"53","2022-06-17 21:00:00 EDT",1.38,0.771,162.4,12.22,31.91,-0.26,8.19,20.06,0.771,6.05,"Spring",2306.94933172435
"54","2022-06-17 22:00:00 EDT",1.2,0.772,161.3,12.16,31.92,-0.35,8.19,19.947,0.771,6.06,"Spring",2308.39611995324
"55","2022-06-17 23:00:00 EDT",1.19,0.765,158.3,11.98,31.93,-0.28,8.17,19.749,0.765,6.05,"Spring",2310.2048134279
"56","2022-06-18 00:00:00 EDT",1.33,0.759,153.7,11.74,31.92,-0.27,8.15,19.225,0.758,6.05,"Spring",2311.47018568776
"57","2022-06-18 01:00:00 EDT",1.19,0.759,152.8,11.67,31.92,-0.3,8.14,19.226,0.76,6.04,"Spring",2311.46592797898
"58","2022-06-18 02:00:00 EDT",1.28,0.755,151.3,11.61,31.93,-0.34,8.14,19.006,0.757,6.05,"Spring",2313.36829104666
"59","2022-06-18 03:00:00 EDT",0.92,0.758,147.1,11.31,31.92,-0.39,8.12,18.909,0.759,6.05,"Spring",2312.81562166021
"60","2022-06-18 04:00:00 EDT",1.11,0.758,148.7,11.43,31.92,-0.27,8.14,18.898,0.758,6.05,"Spring",2312.86245645671
"61","2022-06-18 05:00:00 EDT",1.19,0.76,148.6,11.45,31.92,-0.3,8.14,18.786,0.761,6.05,"Spring",2313.33931983935
"62","2022-06-18 06:00:00 EDT",0.92,0.766,148.5,11.45,31.92,-0.33,8.14,18.761,0.766,6.04,"Spring",2313.44576255869
"63","2022-06-18 07:00:00 EDT",0.89,0.768,144.3,11.13,31.92,-0.24,8.12,18.736,0.767,6.05,"Spring",2313.55220527803
"64","2022-06-18 08:00:00 EDT",0.57,0.774,142.1,10.95,31.92,-0.12,8.11,18.742,0.773,6.05,"Spring",2313.52665902539
"65","2022-06-18 09:00:00 EDT",0.58,0.779,143.7,11.07,31.92,-0.2,8.12,18.775,0.778,6.04,"Spring",2313.38615463586
"66","2022-06-18 10:00:00 EDT",0.37,0.783,142.1,10.96,31.92,-0.21,8.11,18.763,0.781,6.05,"Spring",2313.43724714115
"67","2022-06-18 11:00:00 EDT",0.37,0.787,144.9,11.15,31.93,-0.07,8.12,18.885,0.787,6.03,"Spring",2313.88347380826
"68","2022-06-18 12:00:00 EDT",0.35,0.785,147.3,11.31,31.93,-0.26,8.12,18.962,0.784,6.05,"Spring",2313.55563023269
"69","2022-06-18 13:00:00 EDT",0.41,0.788,148,11.37,31.94,-0.12,8.12,18.937,0.786,6.05,"Spring",2314.62774008952
"70","2022-06-18 14:00:00 EDT",0.54,0.788,150.3,11.55,31.94,-0.23,8.13,18.904,0.788,6.04,"Spring",2314.76824447904
"71","2022-06-18 15:00:00 EDT",0.43,0.794,148.6,11.37,31.95,-0.36,8.12,19.152,0.791,6.04,"Spring",2314.67799984069
"72","2022-06-18 16:00:00 EDT",0.52,0.791,154.1,11.74,31.92,-0.28,8.14,19.372,0.791,6.03,"Spring",2310.84430249804
"73","2022-06-18 17:00:00 EDT",0.75,0.794,155.2,11.83,31.93,-0.09,8.14,19.35,0.794,6.04,"Spring",2311.90363922855
"74","2022-06-18 18:00:00 EDT",0.84,0.801,156,11.91,31.93,-0.27,8.14,19.279,0.801,6.05,"Spring",2312.20593655147
"75","2022-06-18 19:00:00 EDT",0.95,0.807,155.8,11.91,31.94,-0.33,8.14,19.195,0.808,6.03,"Spring",2313.52925122594
"76","2022-06-18 20:00:00 EDT",1.12,0.812,154.4,11.82,31.94,-0.32,8.14,19.087,0.811,6.04,"Spring",2313.98908377348
"77","2022-06-18 21:00:00 EDT",1.21,0.821,153.3,11.78,31.94,-0.2,8.14,18.887,0.82,6.02,"Spring",2314.8406255282
"78","2022-06-18 22:00:00 EDT",1.14,0.825,151.2,11.65,31.95,-0.17,8.14,18.777,0.824,6.03,"Spring",2316.27464063077
"79","2022-06-18 23:00:00 EDT",1.09,0.828,149.8,11.57,31.95,-0.14,8.13,18.627,0.828,6.04,"Spring",2316.91329694681
"80","2022-06-19 00:00:00 EDT",1.22,0.83,148.5,11.56,31.96,-0.25,8.13,18.232,0.83,6.02,"Spring",2319.56075904985
"81","2022-06-19 01:00:00 EDT",1.18,0.839,143.3,11.62,31.94,-0.17,8.08,16.112,0.839,6.03,"Spring",2326.65576737484
"82","2022-06-19 02:00:00 EDT",1.14,0.846,135.1,11.15,31.95,-0.01,8.03,15.194,0.845,6.01,"Spring",2331.53001116646
"83","2022-06-19 03:00:00 EDT",1.04,0.851,134.4,11.09,32.02,-0.03,8.04,15.22,0.852,6.01,"Spring",2338.17898070075
"84","2022-06-19 04:00:00 EDT",0.92,0.859,134.3,11.38,32.08,-0.03,8.02,13.891,0.859,6.02,"Spring",2349.63147848574
"85","2022-06-19 05:00:00 EDT",1.07,0.866,133.4,11.46,32.13,-0.02,8.01,13.193,0.865,6,"Spring",2357.43169489712
"86","2022-06-19 06:00:00 EDT",11.44,0.877,132.4,11.79,32.2,0.2,7.99,11.443,0.877,6.01,"Spring",2371.64235521326
"87","2022-06-19 07:00:00 EDT",7.9,0.88,136.2,11.93,32.1,0,8.02,12.296,0.879,6,"Spring",2358.35385825455
"88","2022-06-19 08:00:00 EDT",1.08,0.887,136.3,11.93,32.1,-0.08,8.01,12.3,0.889,6,"Spring",2358.33682741945
"89","2022-06-19 09:00:00 EDT",1.08,0.89,135.3,12.22,32.16,-0.01,7.98,10.793,0.89,6,"Spring",2370.54719736613
"90","2022-06-19 10:00:00 EDT",0.6,0.896,133.2,12.23,32.29,0.21,7.97,10.03,0.897,5.99,"Spring",2386.34950194768
"91","2022-06-19 11:00:00 EDT",0.59,0.904,135.3,12.5,32.27,0,7.97,9.748,0.904,6,"Spring",2385.61884154686
"92","2022-06-19 12:00:00 EDT",0.31,0.907,133.9,12.28,32.27,-0.09,7.95,10.033,0.906,5.99,"Spring",2384.40539454639
"93","2022-06-19 13:00:00 EDT",0.56,0.911,136.3,12.52,32.32,0.15,7.97,9.967,0.911,5.99,"Spring",2389.51473901288
"94","2022-06-19 14:00:00 EDT",1.03,0.917,136.6,12.55,32.32,0.16,7.98,9.977,0.917,6,"Spring",2389.47216192514
"95","2022-06-19 15:00:00 EDT",0.83,0.92,138,12.86,32.38,0.08,7.99,9.297,0.919,5.98,"Spring",2398.16140671608
"96","2022-06-19 16:00:00 EDT",0.6,0.929,138.3,12.84,32.37,0.03,8,9.449,0.928,5.99,"Spring",2396.54856784501
"97","2022-06-19 17:00:00 EDT",0.97,0.936,138.4,12.92,32.38,0.04,8,9.221,0.937,5.98,"Spring",2398.48499258287
"98","2022-06-19 18:00:00 EDT",1.09,0.943,138.8,12.97,32.38,0,8,9.192,0.941,5.98,"Spring",2398.60846613731
"99","2022-06-19 19:00:00 EDT",1.09,0.947,139.5,13.05,32.38,0.04,8,9.134,0.948,5.99,"Spring",2398.85541324617
"100","2022-06-19 20:00:00 EDT",0.69,0.949,138.7,12.95,32.38,-0.11,8,9.196,0.95,5.97,"Spring",2398.59143530221
"101","2022-06-19 21:00:00 EDT",1.06,0.955,141.1,13.15,32.37,0.1,8.01,9.301,0.955,5.99,"Spring",2397.1787087435
"102","2022-06-19 22:00:00 EDT",0.69,0.96,142,13.19,32.37,0.42,8.01,9.447,0.96,5.97,"Spring",2396.55708326256
"103","2022-06-19 23:00:00 EDT",0.76,0.964,141.9,13.15,32.37,-0.1,8.01,9.568,0.964,5.98,"Spring",2396.04190050096
"104","2022-06-20 00:00:00 EDT",1.22,0.964,141.7,13.1,32.33,-0.01,8.01,9.662,0.964,5.98,"Spring",2391.7790073263
"105","2022-06-20 01:00:00 EDT",0.74,0.965,142.1,13.16,32.31,-0.07,8.01,9.599,0.965,5.98,"Spring",2390.11590870406
"106","2022-06-20 02:00:00 EDT",1,0.965,141.4,13.1,32.27,0.27,8.01,9.601,0.965,5.98,"Spring",2386.24472473657
"107","2022-06-20 03:00:00 EDT",1.2,0.963,140.7,13.05,32.29,0.01,8,9.571,0.963,5.97,"Spring",2388.30379027475
"108","2022-06-20 04:00:00 EDT",0.8,0.96,138.6,12.87,32.31,-0.03,7.99,9.502,0.959,5.97,"Spring",2390.5289064551
"109","2022-06-20 05:00:00 EDT",4.97,0.962,138.9,12.93,32.33,0.14,8,9.373,0.962,5.98,"Spring",2393.00948516186
"110","2022-06-20 06:00:00 EDT",0.6,0.966,138.7,12.93,32.32,-0.06,8,9.32,0.966,5.96,"Spring",2392.26947658937
"111","2022-06-20 07:00:00 EDT",0.23,0.972,137.1,12.76,32.3,-0.19,7.98,9.385,0.972,5.98,"Spring",2390.06139124412
"112","2022-06-20 08:00:00 EDT",0.31,0.979,139.3,12.94,32.33,-0.05,8,9.433,0.981,5.97,"Spring",2392.75402263545
"113","2022-06-20 09:00:00 EDT",0.31,0.982,139,12.84,32.32,-0.15,7.99,9.718,0.982,5.97,"Spring",2390.5749084975
"114","2022-06-20 10:00:00 EDT",0.36,0.982,139.3,12.86,32.36,-0.07,7.98,9.72,0.983,5.98,"Spring",2394.42906162989
"115","2022-06-20 11:00:00 EDT",0.26,0.981,147.9,13.35,32.38,-0.12,8.01,10.756,0.981,5.96,"Spring",2391.94940961545
"116","2022-06-20 12:00:00 EDT",0.28,0.975,153.2,13.33,32.22,-0.09,8.08,12.553,0.974,5.98,"Spring",2368.84763274957
"117","2022-06-20 13:00:00 EDT",0.33,0.972,154.7,13.2,32.16,-0.28,8.11,13.519,0.965,5.97,"Spring",2358.94068324939
"118","2022-06-20 14:00:00 EDT",0.3,0.967,157.3,13.15,32.14,-0.31,8.13,14.555,0.966,5.98,"Spring",2352.59836268501
"119","2022-06-20 15:00:00 EDT",0.42,0.963,158.3,13.11,32.09,-0.3,8.15,14.98,0.96,5.99,"Spring",2345.96050076881
"120","2022-06-20 16:00:00 EDT",0.56,0.966,158.8,13.1,32.08,-0.37,8.15,15.202,0.966,5.97,"Spring",2344.04962228359
"121","2022-06-20 17:00:00 EDT",0.67,0.962,159.4,13.06,32.07,-0.35,8.16,15.548,0.965,5.98,"Spring",2341.61078791045
"122","2022-06-20 18:00:00 EDT",0.8,0.963,160.9,13.08,32.05,-0.35,8.16,15.955,0.963,5.98,"Spring",2337.94656616464
"123","2022-06-20 19:00:00 EDT",0.98,0.968,162.1,13.2,32.06,-0.33,8.16,15.846,0.966,5.98,"Spring",2339.37632355844
"124","2022-06-20 20:00:00 EDT",1,0.968,158.2,12.86,32.04,-0.33,8.16,15.975,0.968,5.98,"Spring",2336.89574485168
"125","2022-06-20 21:00:00 EDT",1.24,0.972,158.9,12.89,32.03,-0.36,8.16,16.07,0.972,5.97,"Spring",2335.52559538071
"126","2022-06-20 22:00:00 EDT",1.03,0.976,157.5,12.79,32.04,-0.29,8.16,16.014,0.977,5.98,"Spring",2336.72969420951
"127","2022-06-20 23:00:00 EDT",1.25,0.982,157.8,12.84,32.04,-0.29,8.16,15.903,0.98,5.97,"Spring",2337.20229988338
"128","2022-06-21 00:00:00 EDT",1.11,0.98,157.7,12.8,32.02,-0.32,8.16,16.017,0.98,5.97,"Spring",2334.78558680822
"129","2022-06-21 01:00:00 EDT",1.24,0.984,158.2,12.88,32.06,-0.24,8.16,15.888,0.983,5.98,"Spring",2339.19749978995
"130","2022-06-21 02:00:00 EDT",0.85,0.985,154.1,12.53,32.06,-0.23,8.14,15.908,0.985,5.97,"Spring",2339.11234561448
"131","2022-06-21 03:00:00 EDT",0.84,0.982,150.2,12.24,32.06,-0.36,8.13,15.859,0.982,5.97,"Spring",2339.32097334439
"132","2022-06-21 04:00:00 EDT",1,0.983,155.8,12.7,32.05,-0.27,8.15,15.792,0.982,5.96,"Spring",2338.64057269473
"133","2022-06-21 05:00:00 EDT",1.03,0.991,153.8,12.55,32.04,-0.33,8.14,15.771,0.989,5.97,"Spring",2337.76431744149
"134","2022-06-21 06:00:00 EDT",0.72,0.995,153.7,12.54,32.04,-0.32,8.14,15.764,0.996,5.98,"Spring",2337.7941214029
"135","2022-06-21 07:00:00 EDT",0.55,1.002,151.5,12.35,32.03,-0.38,8.14,15.806,1.002,5.96,"Spring",2336.64963049693
"136","2022-06-21 08:00:00 EDT",0.46,1.003,155.4,12.64,32.02,-0.33,8.16,15.9,1.002,5.97,"Spring",2335.28373873473
"137","2022-06-21 09:00:00 EDT",0.27,1.002,152.3,12.37,32.04,-0.4,8.12,15.983,1.003,5.96,"Spring",2336.86168318149
"138","2022-06-21 10:00:00 EDT",0.4,1.005,146.1,11.9,31.87,-0.28,8.08,15.932,1.01,5.96,"Spring",2320.66248499168
"139","2022-06-21 11:00:00 EDT",0.2,1.001,147.2,11.91,31.89,-0.38,8.07,16.238,1.002,5.97,"Spring",2321.29096038194
"140","2022-06-21 12:00:00 EDT",0.28,0.999,154.7,12.42,31.87,-0.19,8.1,16.639,1.002,5.96,"Spring",2317.65228488877
"141","2022-06-21 13:00:00 EDT",0.21,0.996,160.7,12.74,32.04,-0.3,8.12,17.24,0.996,5.97,"Spring",2331.50974325312
"142","2022-06-21 14:00:00 EDT",0.2,0.996,161.7,12.76,32.03,-0.32,8.12,17.471,0.998,5.96,"Spring",2329.56054538894
"143","2022-06-21 15:00:00 EDT",0.34,0.992,163.9,12.94,32.05,-0.22,8.12,17.468,0.994,5.96,"Spring",2331.50465279023
"144","2022-06-21 16:00:00 EDT",0.33,0.985,160.6,12.71,32.02,-0.22,8.11,17.361,0.988,5.97,"Spring",2329.06322621655
"145","2022-06-21 17:00:00 EDT",0.38,0.984,161.5,12.77,32,-0.3,8.15,17.384,0.983,5.96,"Spring",2327.03396463978
"146","2022-06-21 18:00:00 EDT",0.47,0.982,163.2,12.89,32.02,-0.32,8.16,17.432,0.98,5.97,"Spring",2328.76092889362
"147","2022-06-21 19:00:00 EDT",0.78,0.985,164.1,12.96,32.02,-0.33,8.17,17.416,0.987,5.95,"Spring",2328.829052234
"148","2022-06-21 20:00:00 EDT",0.82,0.985,164.4,13,32.02,-0.29,8.17,17.361,0.991,5.96,"Spring",2329.06322621655
"149","2022-06-21 21:00:00 EDT",0.99,0.988,163.7,12.99,32.03,-0.3,8.17,17.191,0.992,5.97,"Spring",2330.75270384554
"150","2022-06-21 22:00:00 EDT",0.92,0.987,162,12.89,32.03,-0.23,8.17,17.063,0.992,5.96,"Spring",2331.29769056856
"151","2022-06-21 23:00:00 EDT",0.66,0.987,155.9,12.47,32.04,-0.35,8.15,16.772,0.986,5.96,"Spring",2333.50235095915
"152","2022-06-22 00:00:00 EDT",0.4,0.986,149.1,11.73,32.15,-0.2,8.16,17.608,0.985,5.95,"Summer",2233.95199371672
"153","2022-06-22 01:00:00 EDT",0.46,0.983,148.5,11.71,32.17,-0.23,8.16,17.484,0.982,5.96,"Summer",2236.41128387962
"154","2022-06-22 02:00:00 EDT",0.47,0.978,148.6,11.76,32.13,-0.25,8.15,17.276,0.977,5.96,"Summer",2233.43421875458
"155","2022-06-22 03:00:00 EDT",0.66,0.977,148.2,11.78,32.1,-0.26,8.16,17.088,0.975,5.95,"Summer",2231.33766659155
"156","2022-06-22 04:00:00 EDT",0.72,0.976,150.5,12,32.06,-0.24,8.15,16.957,0.97,5.96,"Summer",2228.03275789094
"157","2022-06-22 05:00:00 EDT",0.53,0.976,143.2,11.41,32.09,-0.32,8.13,16.982,0.971,5.95,"Summer",2230.82331658406
"158","2022-06-22 06:00:00 EDT",0.51,0.976,152.1,12.12,32.03,-0.28,8.15,16.969,0.971,5.96,"Summer",2225.0846639732
"159","2022-06-22 07:00:00 EDT",0.74,0.978,156.2,12.42,32.02,-0.2,8.17,17.105,0.983,5.96,"Summer",2223.53994844251
"160","2022-06-22 08:00:00 EDT",0.54,0.977,154.8,12.31,32.03,-0.28,8.16,17.08,0.981,5.95,"Summer",2224.61205829933
"161","2022-06-22 09:00:00 EDT",0.31,0.98,147.3,11.77,31.92,-0.2,8.11,16.866,0.991,5.96,"Summer",2214.90086946453
"162","2022-06-22 10:00:00 EDT",0.38,0.976,155.1,12.22,31.93,-0.21,8.17,17.623,0.975,5.95,"Summer",2212.64345106042
"163","2022-06-22 11:00:00 EDT",0.24,0.979,152.3,11.96,31.97,-0.33,8.15,17.765,0.977,5.95,"Summer",2215.90152496452
"164","2022-06-22 12:00:00 EDT",0.48,0.97,156.7,12.17,31.74,-0.05,8.19,18.429,0.967,5.96,"Summer",2190.86406217669
"165","2022-06-22 13:00:00 EDT",0.67,0.972,156.3,12.08,31.43,0.05,8.16,18.789,0.977,5.95,"Summer",2159.39560575614
"166","2022-06-22 14:00:00 EDT",0.65,0.964,161.3,12.45,31.53,0.37,8.18,18.823,0.973,5.96,"Summer",2168.9075150327
"167","2022-06-22 15:00:00 EDT",0.85,0.957,165.5,12.75,31.68,0.2,8.2,18.89,0.957,5.94,"Summer",2183.10725560716
"168","2022-06-22 16:00:00 EDT",0.72,0.954,158.8,12.23,31.85,-0.02,8.19,18.802,0.955,5.95,"Summer",2199.8982753165
"169","2022-06-22 17:00:00 EDT",0.73,0.954,168.4,13.02,31.91,0.08,8.21,18.602,0.95,5.96,"Summer",2206.54381989613
"170","2022-06-22 18:00:00 EDT",0.74,0.956,167,12.89,31.9,-0.12,8.21,18.68,0.949,5.94,"Summer",2205.24605147431
"171","2022-06-22 19:00:00 EDT",0.83,0.945,172.1,13.17,31.82,0.05,8.22,19.192,0.951,5.95,"Summer",2195.34076748235
"172","2022-06-22 20:00:00 EDT",1.04,0.944,176,13.34,31.68,0.22,8.23,19.756,0.943,5.94,"Summer",2179.42007980925
"173","2022-06-22 21:00:00 EDT",1.5,0.94,170.1,12.94,31.63,0.12,8.21,19.568,0.939,5.95,"Summer",2175.39219337125
"174","2022-06-22 22:00:00 EDT",1.25,0.942,168.9,12.83,31.6,0.15,8.21,19.673,0.94,5.95,"Summer",2172.04813253757
"175","2022-06-22 23:00:00 EDT",1.39,0.945,171.4,12.95,31.53,0.42,8.22,19.971,0.945,5.94,"Summer",2164.01966536064
"176","2022-06-23 00:00:00 EDT",1.13,0.944,169.3,12.79,31.65,0,8.23,19.922,0.944,5.96,"Summer",2175.81629874038
"177","2022-06-23 01:00:00 EDT",1.16,0.944,160.9,12.23,31.84,-0.08,8.2,19.514,0.945,5.94,"Summer",2195.90111953224
"178","2022-06-23 02:00:00 EDT",0.73,0.945,147.8,11.29,31.96,-0.16,8.16,19.227,0.945,5.95,"Summer",2208.71108760008
"179","2022-06-23 03:00:00 EDT",0.44,0.942,146.9,11.21,31.89,-0.28,8.15,19.308,0.942,5.95,"Summer",2201.60654322702
"180","2022-06-23 04:00:00 EDT",0.8,0.943,148.6,11.39,31.93,-0.16,8.16,19.08,0.943,5.94,"Summer",2206.43996937734
"181","2022-06-23 05:00:00 EDT",0.97,0.942,154.1,11.82,31.91,-0.2,8.18,19.004,0.943,5.95,"Summer",2204.83222096916
"182","2022-06-23 06:00:00 EDT",0.43,0.94,139.3,10.68,32.03,-0.18,8.14,19.006,0.939,5.94,"Summer",2216.41171120145
"183","2022-06-23 07:00:00 EDT",0.44,0.94,139.7,10.73,32.02,-0.18,8.14,18.936,0.938,5.94,"Summer",2215.74408367811
"184","2022-06-23 08:00:00 EDT",0.43,0.941,145.8,11.23,31.98,-0.1,8.15,18.793,0.944,5.95,"Summer",2212.49026748278
"185","2022-06-23 09:00:00 EDT",0.46,0.94,147.9,11.41,31.97,-0.12,8.15,18.716,0.94,5.94,"Summer",2211.85244392086
"186","2022-06-23 10:00:00 EDT",0.37,0.939,151.6,11.67,31.97,-0.3,8.16,18.846,0.936,5.94,"Summer",2211.2989417803
"187","2022-06-23 11:00:00 EDT",0.5,0.937,155.8,11.92,31.96,-0.16,8.18,19.138,0.937,5.94,"Summer",2209.09002368093
"188","2022-06-23 12:00:00 EDT",0.54,0.935,159.1,12.07,31.83,-0.07,8.18,19.629,0.935,5.94,"Summer",2194.44581588579
